Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
REL.L,True,True,False,True,True,True,False,True,False,2.0,34675,1825,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,160.163127413127,,0.132836639810563,36500,13.0,11.9,0.0,,False,False,51.0,,45.0,100,True,False,,,0.15,0.15,,0.15,11,,11.0,,,,,0.15,,0.15,149.65,149.65,,True,13.86,506000.0,11780970,432.472868435472,True,True,False,False,,,,,,,True,,,8.4,3.5,,8.0,29.0,,,,,,20.0,,,,,,
SMIN.L,True,False,False,True,False,True,False,False,True,,16150,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,73.0,73.6983493077742,939000000,5.90163934426229,,,,0.0,,False,False,29.0,,25.0,,False,False,,,2.05,2.05,0.0,2.05,64,0,64.0,,0,0,,0.7,0.0,0.7,,,0,False,,,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BAB.L,True,False,False,False,False,True,False,True,True,7.18,28975,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,37.5594808348648,,-10.5958221481687,28341,,,0.0,,False,False,21.0,,23.0,,True,False,,,3.75,3.75,,3.75,213,,213.0,,0,,,2.8,,2.8,,,,False,,,,,False,True,True,False,,,,,,,False,,88.2,,,,,,,,,,,,,,,,,
AZN.L,False,False,False,False,False,False,False,False,False,,89900,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,87.0,156.347897416295,,7.66467065868264,89900,,12.6,0.0,,False,False,53.9,,46.8,95,True,False,,,0.72,,,0.72,,,129.0,0.2,0,0,,,3.41,0.37,,,,True,17.7,2040956.0,33700000,374.860956618465,True,True,False,True,1,,,,,,True,,91.3,7.5,5.1,5.0,,36.8,,,,,,,,,,,,
HSBA.L,False,False,False,False,False,False,False,False,False,2.07327,220861,,True,True,True,True,True,True,True,True,True,False,True,False,False,False,77.0,164.205690216784,,0.758215137842777,225294,,12.9,0.0,,False,False,51.7,48.6,37.6,100,True,False,8.8,,0.55,,,0.55,,,248.0,,,,1.0757897501e-05,,,0.02663,,594.0,,False,23.9,5384526.6,120757584,546.758295941791,False,True,False,False,,,,,,,True,,,9.3,3.7,,,49.7,41.3,0.9,3.7,50.3,3.8,32.4,25.2,1.2,2.4,67.6,3.6,83.0
CTEC.L,False,False,False,True,False,True,False,False,False,2.88,10129,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,78.3924458611151,701300000,1.00717989629038,10136,,18.8,0.0,,False,False,62.0,59.17241,44.0,,True,False,,,,,,,,,,,0,0,,1.1,,,,,,False,,,,,True,True,True,False,,,,,,,True,,87.7,10.0,8.8,,,,,,,,,,,,,,,
WPP.L,False,False,False,True,False,True,False,False,False,,114173,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,63.1083063802595,,-1.12580430057243,112330,3.0,,0.0,,False,False,56.0,,53.0,70,True,False,,,,,,,,,,,0,,,1.45,,1.45,,,,False,,,27900000,311.05348900353,True,True,True,False,,,,,,,True,,78.8,,,,,35.6,,,,,,30.2,,,,,,
FRES.L,True,False,False,False,False,False,False,False,True,62.82,8252,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,37.357082138974,146600000,12.1348009240386,8070,78.81041,13.56,0.0,,False,False,12.11,,7.69,,False,False,,185610,10.26,10.26,,,445,,,0.78309,,,,5.44,,,,,,False,83.0,669810.0,,,True,True,True,False,,,,,,,False,,103.59,9.19,4.37,57.0,,,,,,,,,,,,,,
AAF.L,False,True,False,True,False,True,True,True,True,,3757,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,81.0,44.0846632996633,,6.58156028368795,3905,17.5,32.61,0.0,,False,False,26.0,27.0,12.5,,True,True,,,0.0,,,0.0,,,0.0,,,,0.0,,,0.0,,0.0,,True,11.5586,45136.32,1200000,319.403779611392,True,True,False,False,,,,,,,False,,,13.0,19.61,,,,,,,,,,,,,,,
HWDN.L,False,False,False,True,False,True,False,False,False,,12000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,46.0426829268293,656000000,0.0,12000,,,0.0,,False,False,30.5,,25.6,,False,False,,,,,,,,,,,,,0.002672,0.765,,0.765,8016.0,8016.0,,False,,,,,False,False,True,False,,,,,,,False,,92.3,,,100.0,,,,,,,,,,,,,,
SGRO.L,False,True,False,False,False,True,False,True,False,2.0,407,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,91.0,23.4784328358209,,9.40860215053763,425,,11.0,0.0,,False,False,51.0,,38.0,,True,False,,,1.25,1.25,,1.25,1,,1.0,,0,,,,,,,,,False,12.468,5299.0,,,True,True,True,False,,,,,,,False,,56.7,9.0,2.0,,,,,,,,,,,,,,,74.3
SJP.L,False,False,False,False,False,False,False,False,False,,2298,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,,7.23522670086819,,-17.0397111913357,3054,,,0.0,,True,False,52.78324,,30.92,,True,False,12.4,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,65.7,,,,,8.4,,,,,,,,,,,,
TW.L,True,True,True,True,False,True,True,True,False,,4719,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,93.0,32.1015410958904,,-9.87394957983193,4719,,14.2,0.0,,False,False,34.0,,38.0,,False,False,,,,,,,,,,,0,0,0.0,,1.25,0.0,,0.0,,False,,,,,False,True,True,False,,,,,,,True,,94.0,14.2,,,,5.7,,,,,,,,,,,,
AHT.L,True,True,True,True,False,True,False,True,True,1.1,25347,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,15535.6273712737,,16.5272158881942,25355,,23.0,0.0,,False,False,12.0,12.20406,24.0,,False,False,,151060,5.34411,5.34411,,5.34411,271,,271.0,,,,,1.99172,,1.99172,,,,False,16.57137,420167.08635,,,True,True,True,False,,,,,,,True,,96.15,18.0,5.0,,,30.0,,,,,,,,,,,,
HLMA.L,False,False,True,False,False,True,False,True,False,,7779,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,76.0,60.9176983942285,,7.19305498139726,7549,,,0.0,,False,False,57.0,,30.0,,False,False,,,18.7442,18.7442,,18.744,283,,283.0,,0,,8.7929039722e-05,0.9,,0.9,171.0,171.0,,False,,,,,True,True,False,False,,,,,,,False,,80.0,,,15.0,,,,,,,,,,,,,,
III.L,False,False,False,False,False,False,False,False,False,,234,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,17.7051235955056,,0.0,236,0.0,12.0,0.0,,False,False,41.52542,46.875,24.324,,True,False,,,0.0,0.0,,0.0,0,,0.0,0.0,0,,0.0,0.0,,0.0,0.0,0.0,,False,,,,,True,True,False,False,,,,,,,False,,,12.0,,,,,,,,,,,,,,,,
HIK.L,False,False,False,False,False,False,False,False,True,,8835,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,50.6869462563238,,1.51671837297485,8536,,12.0,0.0,,True,False,35.0,39.0,29.0,,False,False,,,,,,,,,,,0,,,1.32,,1.32,,,,False,8.1,69141.6,,,True,True,False,False,,,,,,,True,,,12.0,,,,,,,,,,,,,,,,
CNA.L,True,True,False,False,True,True,True,True,False,10.0,21014,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,77.0,124.885367509025,,5.31221810163376,21014,77.0,16.0,0.0,,True,False,30.0,,32.0,,True,False,3.0,,4.2,4.2,,,177,,,,1,0,,2.2,,,,,,False,,,,,True,False,True,False,,,,,,,True,,85.0,11.0,5.0,,,15.0,,,,,,9.0,,,,,,98.0
MNG.L,False,False,False,False,False,False,False,False,False,,5837,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,72.0,46.0687623261694,746000000,4.47467334884553,5837,,,0.0,,False,False,37.0,,33.4,,True,False,,,,,,,,,,,,,,,,,,,,False,1.713,10000.0,,,False,True,False,False,,,,,,,False,,70.8,,,,,11.0,,11.0,,89.0,,7.3,,7.3,,92.7,,94.5
BKGH.L,True,True,True,True,False,True,False,True,True,,2973,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,78.6573651315789,,2.12985228443834,2802,,,0.0,,False,False,37.0,,31.0,,True,False,,24326,0.395,0.395,,,2,,,,0,0,,,,,,,,False,,,,,True,False,True,False,,,,,,,False,,64.0,,,,,,,,,,,,,,,,,
NG.L,True,True,False,False,True,True,False,True,True,6.02877,30756,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,81.0,113.050020338983,3530000000,29.8653042266605,23927,54.0,11.0,0.0,,False,False,23.1,31.7,49.5,100,True,False,,,,,,,,,,,0,0,,1.3,,,,,,False,43.2,1033646.4,,,True,True,True,False,,,,,,,True,,,9.1,1.9,,,38.6,,,,,,,,,,,,
RKT.L,False,True,False,False,True,True,False,True,False,24.6,40100,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,87.0,82.10010626703,,-22.6048019763761,37396,20.0,20.0,0.0,,False,False,45.0,50.11616,51.0,100,True,True,,,2.3,2.3,,,174,,,,0,0,7.780548628e-06,1.0,,,78.0,,,True,,,,,False,True,True,False,,,,,,,True,,96.3,12.0,5.0,,,,,,,,,,,,,,,
WEIR.L,True,True,True,False,False,True,False,False,True,,12391,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,54.314829609733,549300000,-1.86901084976637,11914,,9.4,0.0,,True,False,19.0,,14.95327,,False,False,,,2.1,2.1,,2.1,50,,50.0,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,107.0,9.4,,,,,,,,,,,,,,,,
IMI.L,False,True,True,False,False,False,False,False,False,,10900,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,80.0,67.1075340192499,,7.92079207920793,10900,,,0.0,,False,False,29.0,,22.0,,True,False,,,1.75,1.75,,1.75,38,,38.0,,0,,,0.55,,0.55046,,,,False,,,,,True,True,False,False,,,,,,,False,,81.7,,,35.0,,,,,,,,,,,,,,93.6
MRON.L,False,False,False,True,False,True,False,True,False,17.0,14741,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,16.8949360730594,,-61.9802950582895,17234,55.0,,0.079932400027405,35,True,False,27.0,,,,False,False,,,,,,,,,,,0,,0.001608709314158,,,0.265,,5928.496,,False,29.0,512238.0,5085732,439.158012536463,True,True,False,False,,,,,,,True,,85.3,,,60.0,,,,,,,,,,,,,,
HSX.L,False,True,False,False,True,False,False,False,False,,3000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,82.0,15.0999979267125,,0.0,,,,0.0,,False,False,50.0,,,95,True,False,,,,,,,,,,,,,,,,,,,,False,23.333,70000.0,,,True,True,False,False,,,,,,,True,,84.0,,,,,22.0,9.0,7.0,,74.0,10.0,,,,,,,
CPG.L,True,True,True,True,False,True,True,True,True,,562460,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,80.0,292.186000277277,,9.4904293692708,,,37.0,0.0,,False,False,56.0,,34.0,,False,True,,,9.65,9.65,,9.65,8953,,8953.0,,,,,1.98,,1.98,,,,False,,,,,False,True,True,False,,,,,,,True,,87.4,37.0,,,,,,,,,,,,,,,,92.1
AUTOA.L,False,False,False,False,False,True,False,False,False,,960,,False,True,True,False,True,True,True,True,False,True,False,False,False,False,95.0,23.0097421203438,,5.6105610561056,960,,11.0,0.0,,False,False,40.0,42.0,38.0,,True,False,12.8,,,,,,,,,,0,0,,,,,,,,False,23.329,22395.84,379000,518.479895833333,False,True,False,False,,,,,,,True,,86.5,,,,,14.0,,,,,,6.0,,,,,,17.5
AV.L,False,False,False,False,False,False,False,False,False,2.9,24364,,False,True,True,True,True,True,True,True,True,False,True,False,False,False,86.0,141.863034188034,,10.4342308040975,21636,,14.4,0.0,,True,False,51.8,,37.3,,True,False,,,,,,,,,,,,,,,,,,,,False,16.1,348339.6,,,False,True,False,False,,,,,,,False,,78.7,11.4,3.0,,10.7,17.0,,,,,,,,,,,,113.7
ENT.L,False,False,False,True,False,True,False,False,False,1.5,28940,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,74.0,113.318742331288,654500000,13.2503717617594,28940,,36.0,0.0,,False,False,47.0,,37.0,,False,False,3.0,,1.93504,1.93504,,1.93504,112,,112.0,,,,,,,,,,,False,8.1,234414.0,2200000,91.960608154803,True,True,False,False,,,,,,,False,,83.0,27.0,9.0,,,,,,,,,,,,,,,
DGE.L,True,True,True,True,True,True,True,True,True,3.93,30269,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,84.0,185.215418570778,1858000000,5.99131591848168,30237,39.0,16.3,0.346589487976561,97,False,True,37.52687,46.9,44.0,100,True,True,,,1.03,,,1.03,,,62.28822,,0,0,0.000157033810169,,,0.455,,1188.3141,,True,22.0,665214.0,,,False,True,True,True,2,,,,,,True,,,9.5,6.8,,,,,,,,,43.0,,,,,,
GAW.L,False,False,False,True,False,True,False,False,False,,970,80,False,True,True,True,True,True,True,False,False,True,True,False,False,False,,12.4236641221374,,3.08182784272051,2700,,,0.0,,False,False,23.03704,,20.0,,True,False,,,2.22222,2.22222,,2.22222,12,,12.0,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,88.1,,,,,,,,,,,,,,,,,
INF.L,False,False,False,False,False,False,False,False,False,16.27,12295,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,80.0,57.2349997612703,,14.0432241907059,11613,,23.0,0.0,,False,False,60.0,,56.0,90,True,False,,,,,,,,,,,,,,,,,,,,False,8.07,93716.91,1940000,200.84798698658,True,True,True,False,,,,,,,True,,76.0,10.0,13.0,,,,,,,,,,,,,,,
UU.L,,,,,,,,,,,5354,,False,True,True,True,True,True,True,True,True,False,True,True,True,True,89.0,111.265428392745,,0.98076197661261,5639,,,0.0,,False,False,34.0,,25.64103,,True,True,2.2,,,,,,,,,,0,0,,2.51236,2.08,2.98,,,,False,17.05,96144.95,,,False,False,True,False,,,,,,,False,,91.9,,,,,,,,,,,,,,,,,
PSHP.L,False,False,False,False,False,False,False,False,False,,,,False,,False,False,,False,False,True,False,False,False,False,False,False,,,,,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
HLN.L,False,False,False,False,False,True,False,False,False,,24000,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,78.0,,,14.2857142857143,25408,,,0.0,,False,False,46.31,,45.0,,False,False,,,0.14,0.14,,0.14,7,,7.0,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,94.5,,,,,,,,,,,,,,,,,
WTB.L,False,False,False,True,False,True,True,True,True,,39004,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,,159.089373964044,,13.6215334420881,38723,,43.5,0.0,,True,False,64.9,,40.4,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,89.5,39.8,3.7,,,24.7,6.93,4.13,,75.03,13.91,28.5,,,,,,103.5
PRU.L,True,True,False,False,False,True,False,False,False,,15000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,2.17287650704994,15257,,,0.0,,True,False,57.10821,,34.94624,,True,False,,,,,,,,,,,0,,1.066666667e-06,1.179,,1.179,4.0,4.0,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
MKS.L,True,False,False,True,True,True,True,True,True,,66210,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,62.0,117.21344911147,,-4.83924285324173,,,,0.0,,True,False,68.69657,,42.85714,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,1,,,,True,,87.5,,,,,,,,,,,6.8,,,,,,
IMB.L,False,False,True,True,False,True,True,True,False,,25200,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,74.0,196.736842105263,,-1.9455252918288,,56.0,16.0,0.0,,False,False,39.0,37.0,31.0,,True,False,,,11.2,11.2,,,420,,,,0,1,,1.5,,,,,,False,,,,,False,True,False,False,,,,,,,True,,81.3,,,72.0,,,,,,,,,,,,,,
EXPN.L,False,True,False,False,False,True,False,False,True,3.0,20394,526,False,True,True,False,True,True,True,True,True,True,True,False,False,False,78.0,97.1662206776716,,15.8223534756929,20657,,21.7,0.0,,False,False,44.0,,36.0,100,True,False,,,0.43569,0.43569,,0.43569,18,,18.0,,,,1.3337256056e-05,0.27,,0.27,68.0,68.0,,False,,,,,True,True,False,False,,,,,,,True,,81.34,16.1,5.5,,,38.4,19.2,8.2,8.7,61.6,2.3,,,,,,,
GSK.L,False,True,False,False,True,True,False,True,False,,70212,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,81.0,105.388435737047,,1.17002881844381,70212,35.0,10.0,0.0,,False,True,48.0,,51.0,85,True,True,,,1.93377,1.93377,,,292,,,,0,0,,1.3,,,,,,True,,,,,True,True,True,True,1,,,,,,True,,,5.5,4.5,,,20.9,14.2,3.0,,79.1,3.7,25.0,17.4,3.4,,75.0,4.2,100.74
LAND.L,True,False,False,False,False,True,False,False,True,,610,14,False,True,True,True,True,True,True,True,True,True,True,True,False,True,71.0,16.768,,15.0943396226415,565,,24.0,0.0,,False,False,51.3,54.65116,50.0,,True,True,5.0,,0.0,,,0.0,156,156,0.0,0.0,0,0,0.0,,,0.0,,0.0,,False,10.8,6102.0,,,True,True,True,False,,,,,,,True,,69.2,7.21,16.79,,,17.0,,,,,,16.0,,,,,,
BEZG.L,False,False,False,False,False,False,False,False,False,,1808,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,85.0,,,11.8119975262832,1965,,10.0,0.0,,False,False,52.36641,,43.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,74.9,,,,,25.0,,,,,,,,,,,,77.0
BP.L,False,True,True,False,False,True,True,True,True,,87800,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,73.0,87.3513786438369,10279000000,29.8816568047337,87800,,23.0,0.0,,True,True,41.0,48.25006,34.0,95,True,True,,,1.37,1.37,1.39,1.35,288,154,134.0,,0,1,,,,,,,,False,14.80638,1300000.0,,,True,True,False,True,3,,1,,,,True,,87.1,,,,,22.0,,,,,,23.0,,,,,,
JD.L,False,False,False,True,False,True,True,True,False,,37297,,True,True,True,True,True,True,True,True,False,True,True,False,True,False,,237.241001399669,,6.91414648129569,60487,,,0.0,,False,False,50.0,,27.0,,True,False,,,,,,,,,,,,,,,,,,,,False,138.873,8400000.0,,,True,True,False,False,,,,,,,False,,81.99,,,,,,,,,,,,,,,,,
ABF.L,False,False,False,False,False,True,False,True,False,,133487,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,70.0,173.304844838505,,0.91779879491658,133487,,,0.0,,False,False,55.0,,38.0,,True,False,,,,,,,,,,,2,1,,1.29975,,,,,,False,,,,,False,True,True,False,,,,,,,False,,71.8,,,,,,,,,,,,,,,,,
