Instrument,Life Cycle Analysis,Roundtable for Sustainable Palm Oil(RSPO) Support,Target Sustainable Palm Oil Production,"Pollution, Waste and Resource Use Research and Development",Certified Palm Oil Percent,REIT Green Building Certified Percent,Sustainable Palm Oil Production Target Year,Sustainable Palm Oil Production-Year in which Target was set,Environmental Products,Eco-Design Products,Env R&D Expenditures To Revenues in million,Environmental R&D Expenditures,Noise Reduction,Fleet Fuel Consumption,Hybrid Vehicles,Environmental Assets Under Mgt,Equator Principles,Equator Principles or Env Project Financing,Environmental Project Financing,Nuclear,Nuclear Production,Labeled Wood Percentage,Labeled Wood,Organic Products Initiatives,Product Impact Minimization,Take-back and Recycling Initiatives,Product Environmental Responsible Use,GMO Products,Agrochemical Products,Agrochemical 5 % Revenue,Animal Testing Reduction,Renewable/Clean Energy Products,Water Technologies,Sustainable Building Products,Real Estate Sustainability Certifications,Revenue from Environmental Products,Products Recovered to Recycle,Percentage of Green Products,ESG Assets Under Management
POOL.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
CHRW.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,,False,False,False,,False,False,False,False,False,,,,,
AJG.N,,,,,,,,,True,False,,,False,,False,False,False,False,False,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
CNP.N,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
AMCR.N,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
WM.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
BA.N,False,False,False,False,,,,,True,False,,,True,,False,False,False,,False,False,,,False,False,,True,True,False,,False,False,True,False,False,,,,,
FOX.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
TKO.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
WY.N,,,,,,,,,True,True,,8600000,False,,False,False,False,,False,False,,100.0,True,False,,False,True,False,,False,False,False,False,False,,,,,
MCD.N,False,True,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,,False,False,False,,False,False,False,False,False,,,,,
HD.N,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,True,True,True,True,True,False,,False,False,False,True,True,,,,,
SPG.N,True,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,True,,,,
HBAN.OQ,,,,,,,,,True,False,,,False,,False,True,False,False,False,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
LVS.N,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,True,,,,
CTRA.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
ON.OQ,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,8.36,911.376,,
AIG.N,,,,,,,,,True,False,,,False,,False,False,False,True,True,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
AIZ.N,,,,,,,,,False,False,,,False,,False,False,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,True,False,,,False,,False,False,False,,False,True,18.0,,False,False,,False,True,False,,False,False,False,False,False,,,,,
SMCI.OQ,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
COST.OQ,True,True,False,False,97.5,,,,False,False,,,False,,False,False,False,,False,False,,,True,True,False,False,False,False,,False,False,False,False,False,,,,,
MCO.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
DIS.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
LULU.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,,False,False,False,,False,False,False,False,False,,,,,
PAYX.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
WSM.N,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,16.0,True,True,True,False,True,False,,False,False,False,False,False,,,,,
AMD.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
REG.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,True,,,,
DHI.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,True,,,,
TTD.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
TRV.N,,,,,,,,,True,False,,,False,,False,False,False,False,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
MOS.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,True,True,False,False,False,False,,,,,
WDC.OQ,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
VTR.N,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,True,17.3,,,
IVZ.N,,,,,,,,,False,False,,,False,,False,True,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,1094000000000
ZBRA.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,,,
AMAT.OQ,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,True,False,False,,,,,
STX.OQ,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,,,
FDS.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,True,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,True,,,,
DELL.N,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,2100000000.0,,
VRSN.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
TECH.OQ,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
NVR.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
JBL.N,,,,,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,True,False,False,,,,,
XYZ.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
LOW.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,True,False,True,True,True,False,,False,False,False,False,False,,,,,
BSX.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,True,False,False,False,,,,,
SYY.N,,,,,,,,,True,False,,,False,,True,False,False,,False,False,,,False,True,,True,True,False,,False,False,False,False,False,,,,,
FCX.N,,,,,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
MAS.N,,,,,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,True,True,,,,,
BEN.N,,,,,,,,,False,False,,,False,,False,True,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
