Instrument,Life Cycle Analysis,Roundtable for Sustainable Palm Oil(RSPO) Support,Target Sustainable Palm Oil Production,"Pollution, Waste and Resource Use Research and Development",Certified Palm Oil Percent,REIT Green Building Certified Percent,Sustainable Palm Oil Production Target Year,Sustainable Palm Oil Production-Year in which Target was set,Environmental Products,Eco-Design Products,Env R&D Expenditures To Revenues in million,Environmental R&D Expenditures,Noise Reduction,Fleet Fuel Consumption,Hybrid Vehicles,Environmental Assets Under Mgt,Equator Principles,Equator Principles or Env Project Financing,Environmental Project Financing,Nuclear,Nuclear Production,Labeled Wood Percentage,Labeled Wood,Organic Products Initiatives,Product Impact Minimization,Take-back and Recycling Initiatives,Product Environmental Responsible Use,GMO Products,Agrochemical Products,Agrochemical 5 % Revenue,Animal Testing Reduction,Renewable/Clean Energy Products,Water Technologies,Sustainable Building Products,Real Estate Sustainability Certifications,Revenue from Environmental Products,Products Recovered to Recycle,Percentage of Green Products,ESG Assets Under Management
EFX.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
USB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSGP.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
HCA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVGO.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWSA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERIE.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
RTX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL.OQ,True,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,40000.0,,
CME.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FANG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKHY.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
O.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLM.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,True,False,False,False,False,False,,,,,
RVTY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCOM.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTA.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
KO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANET.N,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,,,
ES.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAS.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
GPN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCK.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
HLT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
RF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN.OQ,True,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,True,True,False,False,,False,True,False,False,False,,,,,
KIM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDOG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,False,False,False,False,,False,False,False,False,False,,,,,
EQR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
ELV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODFL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WYNN.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
PSA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDDY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRNA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDAY.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
BK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORLY.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,True,True,False,,,,,
HOLX.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,True,False,False,,False,False,False,False,False,,,,,
BX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBY.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,183000000.0,,
LHX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCI.N,False,False,False,False,,,,,True,False,,,False,,True,False,False,,False,False,,,False,False,True,True,True,False,,False,False,True,True,True,,,,,
FE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS.N,True,True,True,False,100,,,,True,False,,,False,,False,False,False,,False,False,,,False,True,True,False,True,True,,False,False,False,False,False,,,,,
CMCSA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLTO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,True,,,False,False,,False,True,False,,False,False,True,False,True,,,,,
NWS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYL.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,False,,,,,
UNP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMX.N,False,False,False,False,,,,,True,False,,,False,,True,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
PARA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP.N,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,100,True,False,,True,True,False,,False,False,False,False,False,,,,,
MDT.N,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,,True,True,False,,False,True,False,False,False,,,202.0,,
DPZ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMM.N,True,False,False,False,,,,,True,True,,,True,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,True,True,True,True,,,,,
CZR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTU.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
OKE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQIX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD.N,False,True,True,False,96,,2025,2019,True,True,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,True,False,False,False,,,,,
MTD.N,True,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,True,True,False,,,,,
KDP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIIB.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,True,False,False,False,,,,,
CTSH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRGP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXE.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCLH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE.Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGL.OQ,False,False,False,False,,,,,True,False,,,False,,False,True,False,False,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,956000000
NDSN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSK.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMB.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYPL.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
CAG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCY.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRCX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDXX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKQ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJX.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,True,True,True,True,False,,False,False,False,False,False,,,,,
MNST.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EW.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
ALL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VST.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,True,False,True,,,,,
CAT.N,False,False,False,False,,,,,True,True,,,False,,True,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,157.0,,
PG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STE.N,False,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,True,False,,,,,
TPL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR.OQ,True,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,True,True,False,,False,False,True,True,False,,,,,
AFL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FITB.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSIC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WST.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,True,,,,,
ABNB.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL.N,True,True,True,False,,,,,True,True,,,False,,False,False,False,,False,False,,95,True,True,True,True,True,False,,False,True,False,False,False,,,,,
TSLA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPGI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK.OQ,False,False,False,False,,,,,True,False,,,False,,True,False,False,,False,False,,,False,False,True,True,True,False,,False,False,True,True,True,,,,,
FOXA.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
TT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAM.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSCO.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON.N,False,False,False,False,,,,,False,False,,,False,,False,True,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,745000000
AMZN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRKb.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,True,,,False,False,True,False,True,False,,False,False,True,True,False,,,,,
GOOG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,,True,False,False,,False,False,False,False,False,,,,,
BKNG.OQ,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
STZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBV.N,False,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,True,True,False,False,,False,True,False,False,False,,,,,
STLD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XOM.N,True,False,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,,False,False,,False,False,False,True,False,False,False,False,False,,,,,
SWK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRMB.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBA.OQ,False,True,True,False,100,,,,True,True,,,False,,False,False,False,,False,False,,,False,True,,False,True,False,,False,True,False,False,False,,,,,
OMC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRM.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
SBUX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFC.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,True,True,False,,,False,False,,False,True,False,,False,False,True,False,False,,,,,
TAP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPB.OQ,False,True,True,False,100,,,,False,False,,,False,,False,False,False,,False,False,,,False,True,False,False,False,True,,False,False,False,False,False,,,,,
EG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTNT.OQ,True,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,False,False,,,,,
DTE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRM.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,False,False,False,False,,,,,
DOC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK.N,True,False,False,False,,,,,True,True,,,False,,True,False,False,,False,False,,,False,False,True,True,True,False,,False,False,True,False,False,,,,,
DOW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTRS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVX.N,False,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,,False,True,False,,False,True,False,True,False,,,,,
CI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN.N,True,False,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,,False,False,True,False,True,False,,False,False,False,False,False,,,,,
CRWD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYL.N,True,False,False,False,,,,,True,True,,,False,,False,False,False,,False,False,,,False,False,True,True,True,False,,False,False,False,True,False,,,,,
HAS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENPH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKTX.OQ,False,False,False,False,,,,,False,False,,,False,,False,False,False,False,False,False,,,False,False,,False,False,False,,False,False,False,False,False,,,,,
