Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
STAN.L,,,,,False,,,True,,False,,,,,,,,,,,,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,100.0,True,True,100.0,100.0,True,100.0,85.7143,True,0.0,85.7143,True,16,98.58,100.0,3,13,True,30.7692307692308,64.2857142857143,5.33928571428571,78.5714285714286,78.5714285714286,71.4285714285714,False,True,False,1.71428571428571,True,999,1,True,False,92577600.0,6412750.0,True,False,True,True,4831210.0,0,False,,,,29.4117647058824,,7.14285714285714,5921.93436960276,,,,,,
CCEPC.L,,,,,False,,,True,,False,,,,,,,,,,,,,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,60.0,True,100.0,85.7142857142857,True,14.2857142857143,85.7142857142857,True,6,100.0,97.74,7,17,True,29.4117647058824,47.3684210526316,3.46052631578947,89.4736842105263,52.6315789473684,52.6315789473684,False,True,False,1.05263157894737,True,999,1,True,False,33314293.0483911,6926741.80000001,True,False,True,True,3066853.9,0,False,,,41.1764705882353,28.5714285714286,,,3141.07986501896,,,,,,
CRDA.L,,,,,False,,,True,,False,,,,,,,,,,,,,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,71.4285714285714,False,85.7142857142857,87.5,True,,87.5,True,8,100.0,98.61,0,8,True,37.5,55.5555555555556,5.97222222222222,77.7777777777778,55.5555555555556,,False,True,False,1.44444444444444,True,999,1,True,False,5421714.0,2118545.2101,True,False,True,True,927420.4478,0,False,,,12.5,20.0,,,3899.67201323455,,,,,,
ANTO.L,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,,,,,,,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,85.7142857142857,True,True,100.0,83.3333333333333,True,100.0,100.0,True,0.0,100.0,True,9,98.0,96.19,0,10,True,30.0,16.6666666666667,10.1136363636364,100.0,58.3333333333333,50.0,False,False,False,0.583333333333333,True,999,1,True,False,4133000.0,4133000.0,True,False,True,False,4543000.0,0,False,,,40.0,7.14285714285714,,,553.272379218484,,,,,,
EZJ.L,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,,,,200,,,21.0,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,17,97.58,97.53,0,10,True,30.0,64.2857142857143,3.80357142857143,78.5714285714286,64.2857142857143,57.1428571428571,False,True,False,1.92857142857143,True,999,1,True,False,7176000.0,1058899.2,True,False,True,True,1110092.8,,False,,,30.0,33.3333333333333,,42.8571428571429,4921.81069958848,10.0,,,,,
BNZL.L,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,0.0,,,180,,,,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,80.0,False,85.7142857142857,88.8888888888889,True,0.0,88.8888888888889,True,7,100.0,100.0,0,8,True,37.5,40.0,4.225,80.0,60.0,50.0,False,True,False,2.1,True,999,1,True,False,9533800.0,4772287.19,True,False,True,True,1047625.26,0,False,,,25.0,18.1818181818182,,,942.904332861904,,,,,,
SGE.L,,,,,False,,,True,,False,,,,,,,,,,,,46.0,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,80.0,False,True,80.0,85.7142857142857,False,66.6667,75.0,True,0.0,75.0,True,5,100.0,98.08,0,10,True,30.0,40.0,4.4,80.0,70.0,50.0,False,True,False,0.9,True,999,1,True,False,12000000.0,3304681.6,True,False,False,True,1211132.8,0,False,,,,44.4444444444444,,,6500.54171180932,,,,,,
SVT.L,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,11.1,,,,,,,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,80.0,True,100.0,87.5,True,0.0,87.5,True,7,100.0,94.25,0,9,True,44.4444444444444,88.8888888888889,5.19444444444444,77.7777777777778,66.6666666666667,66.6666666666667,False,True,False,1.11111111111111,True,999,1,True,False,10931000.0,3394336.12,True,False,True,False,830764.2,0,False,,,11.1111111111111,36.3636363636364,,,5929.48196365609,,,,,,
LMPL.L,,,,,False,,,True,,False,,,,,,,,,,,,,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,83.3333333333333,False,83.3333333333333,100.0,True,0.0,100.0,True,6,100.0,100.0,0,8,True,25.0,70.0,5.83333333333333,60.0,50.0,50.0,True,True,True,0.2,True,999,1,True,False,7800000.0,3510568.6,True,False,False,False,669330.2,0,False,,,,18.1818181818182,,,68783.0687830688,,,,,,
ICAG.L,,,,,False,,,True,,False,,,,,,,,,,,,,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,87.5,True,0.0,87.5,True,42,97.44,96.02,2,12,True,33.3333333333333,40.0,4.31666666666667,73.3333333333333,60.0,,False,True,False,1.26666666666667,True,999,1,True,False,1763000.0,911089.8,True,False,True,True,1924768.8,0,False,,,8.33333333333333,22.2222222222222,,,224.072191154042,,,,,,
