Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
HLMA.L,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,,40,,200,2017,2025,,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,90.0,True,0.0,90.0,True,6,100.0,100.0,0,10,True,50.0,66.6666666666667,6.5625,75.0,75.0,66.6666666666667,False,True,False,1.41666666666667,True,999,1,True,False,16219000.0,4419254.5,True,False,True,True,1025687.3,0,False,,,,54.5454545454545,,,10633.3180357962,,,,,,
III.L,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,,,,,,,,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,88.8888888888889,True,0.0,88.8888888888889,True,7,100.0,100.0,0,10,True,50.0,50.0,5.875,80.0,80.0,70.0,False,True,False,1.7,True,999,1,True,False,68158000.0,8843762.2,True,False,True,True,1105798.6,0,False,,,20.0,22.2222222222222,,,16251.3113972341,,,,,,
HIK.L,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,85.7142857142857,True,0.0,85.7142857142857,True,9,100.0,97.79,1,11,True,45.4545454545455,61.5384615384615,7.03846153846154,76.9230769230769,69.2307692307692,69.2307692307692,True,True,True,1.61538461538462,True,999,1,True,False,8428257.0,3402078.0,True,False,True,True,931990.0,0,False,,,72.7272727272727,27.2727272727273,,100.0,3348.53277711561,27.0,,,,73.0,27.0
CNA.L,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,,48,,,2023,2030,142.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,8,100.0,100.0,2,12,True,41.6666666666667,53.8461538461538,2.61538461538462,76.9230769230769,76.9230769230769,76.9230769230769,False,True,False,1.84615384615385,True,999,1,True,False,11430000.0,10477239.9,True,False,True,True,1267808.4,0,False,,,16.6666666666667,0.0,,,342.482171750464,8.0,8.0,,,92.0,
MNG.L,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,11,98.88,96.7,0,10,True,50.0,54.5454545454545,2.34090909090909,63.6363636363636,63.6363636363636,63.6363636363636,False,True,False,0.272727272727273,True,999,1,True,False,15148700.0,7552157.1,True,False,True,False,1876607.61,0,False,,,,50.0,,,19273.155216285,12.0,,,,,
BKGH.L,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,,,,,,,123.0,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,5,100.0,95.74,5,15,True,33.3333333333333,68.75,7.25,68.75,68.75,56.25,False,True,False,0.375,True,999,1,True,False,16919000.0,10111659.6,True,False,True,True,1507885.68,0,False,,,,16.6666666666667,,,6634.38161712807,,,,,,
NG.L,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,158.24,,,300,,,76.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,10,97.56,97.69,3,13,True,46.1538461538462,58.8235294117647,4.69117647058824,82.3529411764706,82.3529411764706,,False,True,False,1.94117647058824,True,999,3,True,False,12870000.0,8544329.8,True,False,True,True,2293021.8,0,False,,,30.7692307692308,33.3333333333333,,,704.819277108434,,,,,,
RKT.L,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,,,,,,,99.0,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,85.7142857142857,False,85.7142857142857,87.5,True,0.0,87.5,True,5,95.65,95.23,5,15,True,40.0,53.3333333333333,4.56666666666667,73.3333333333333,73.3333333333333,73.3333333333333,False,True,False,1.6,False,999,1,True,False,50989709.0,6695110.317,True,False,True,True,2558899.4139,,False,,,40.0,28.5714285714286,,100.0,3490.77216403094,8.0,,,,,
WEIR.L,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False,,,,,,,57.0,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,8,97.65,94.55,0,10,True,50.0,38.4615384615385,5.61538461538462,84.6153846153846,84.6153846153846,84.6153846153846,False,True,False,1.92307692307692,True,999,1,True,False,10300000.0,3531355.554,True,False,True,False,1284368.829,0,False,,,20.0,25.0,,28.5714285714286,3907.43550834598,22.0,11.0,11.0,,78.0,
IMI.L,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,,,,,,,86.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,6,100.0,100.0,0,8,True,37.5,50.0,6.65625,75.0,75.0,75.0,False,True,False,0.625,True,999,1,True,False,5506000.0,4487987.0,True,False,True,False,1002841.3,0,False,,,25.0,42.8571428571429,,,2687.1644704734,12.5,12.5,,,87.5,
MRON.L,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,,,,,,,25.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,85.7143,True,0.0,85.7143,True,4,100.0,93.55,0,10,True,40.0,72.7272727272727,8.06818181818182,63.6363636363636,63.6363636363636,,False,True,False,0.909090909090909,True,999,1,True,True,4004000.0,1597489.5,True,False,True,True,1167249.3,0,False,,,,0.0,,,1195.22388059701,10.0,,,,,
HSX.L,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,,,,300,,,,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,4,97.62,96.84,1,11,True,36.3636363636364,50.0,6.08333333333333,75.0,66.6666666666667,66.6666666666667,False,True,False,0.416666666666667,True,999,1,True,False,4505834.9138,1682643.1023,True,False,True,False,1407172.6377,0,False,,,36.3636363636364,41.6666666666667,,,1181.57940782504,9.0,,,,,
CPG.L,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,,40,,200,2023,2024,303.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,88.8889,True,True,100.0,88.8889,True,100.0,90.9091,True,0.0,90.9091,True,6,97.3,93.89,3,13,True,38.4615384615385,46.1538461538462,5.35416666666667,76.9230769230769,61.5384615384615,61.5384615384615,False,True,False,1.84615384615385,True,9,1,True,False,28142000.0,9140431.8,True,False,True,True,1900292.6,0,False,,,23.0769230769231,40.0,,,906.987237334021,23.0,15.0,8.0,,77.0,
AUTOA.L,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,,,,200,,,33.5,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,11,100.0,96.88,0,9,True,55.5555555555556,44.4444444444444,4.88888888888889,66.6666666666667,66.6666666666667,55.5555555555556,False,True,False,0.333333333333333,True,999,1,True,False,7428000.0,2197150.9,True,False,True,True,619877.6,0,False,,,,50.0,,,17166.6281488329,11.11,11.11,,,88.89,
AV.L,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,,40,,200,2022,2024,127.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,87.5,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,20,95.42,98.95,2,12,True,41.6666666666667,60.0,3.23333333333333,80.0,73.3333333333333,,False,True,False,1.8,True,999,1,True,False,26131000.0,6592865.0,True,False,True,True,2381899.3,0,False,,,16.6666666666667,100.0,,,1816.92393269364,8.3,,,,,
ENT.L,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,23.0,40,,250,,,87.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,9,96.88,98.11,1,11,True,36.3636363636364,50.0,2.97916666666667,75.0,66.6666666666667,,False,True,False,0.333333333333333,False,999,1,True,False,14413000.0,3088364.1,True,False,True,True,1435913.9,0,False,,,100.0,33.3333333333333,,,3354.27866601503,,,,,,
DGE.L,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,629.0,,,200,,,177.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,88.8889,False,True,88.8889,88.8889,False,88.8889,90.0,True,0.0,90.0,True,7,96.0,94.05,1,11,True,72.7272727272727,41.6666666666667,4.91666666666667,75.0,75.0,75.0,False,True,False,2.58333333333333,True,999,1,True,False,1763000.0,17078495.36,True,False,True,True,44464.0,0,False,,,45.4545454545455,50.0,,16.6666666666667,103.154913754769,36.4,,,,,
GAW.L,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,,,,150,,,44.0,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,10,97.14,100.0,2,6,True,33.3333333333333,57.1428571428571,6.07142857142857,71.4285714285714,71.4285714285714,71.4285714285714,False,True,False,0.285714285714286,True,999,1,True,False,2328000.0,1721848.5,True,False,False,False,359181.3,0,False,,,16.6666666666667,33.3333333333333,,,4944.77485131691,16.67,,,,,
INF.L,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,,40,,,2023,2025,78.0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,83.3333333333333,False,True,80.0,100.0,True,100.0,90.0,True,0.0,90.0,True,8,98.86,100.0,1,11,True,36.3636363636364,66.6666666666667,5.70833333333333,75.0,75.0,75.0,False,True,False,1.91666666666667,True,999,1,True,True,7830120.0,5336535.2367,True,False,True,True,1236887.1132,0,False,,,27.2727272727273,0.0,,,2454.89089541008,9.09,9.09,,,90.91,
