Instrument,Audit Rotation,Disclosure of Voting Results,Shareholder Director Votes,AGM Date,AGM Notice Filing Date,Exchange Rate to USD,Sales in USD,Shareholder Rights Policy,Policy Equal Voting Right,Policy Shareholder Engagement,Dual Class Stock,Different Voting Right Share,Equal Voting Rights,Equal Shareholder Rights,Voting Cap,Voting Cap Percentage,Minimum Number of Shares to Vote,Director Election Majority Requirement,Shareholders Vote on Executive Pay,Public Availability Corporate Statutes,Veto Power or Golden share,State Owned Enterprise SOE,Anti Takeover Devices Above Two,Poison Pill,Poison Pill Adoption Date,Poison Pill Expiration Date,Unlimited Authorized Capital or Blank Check,Classified Board Structure,Staggered Board Structure,Supermajority Vote Requirement,Golden Parachute,Limited Shareholder Rights to Call Meetings,Elimination of Cumulative Voting Rights,Pre-emptive Rights,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
REL.L,True,True,True,,,1,10346564100.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,False,2.09090909090909,True,999,1,True,False,13180000.0,10399790.9,True,False,True,True,1894736.1742,0,False,,,60.0,27.2727272727273,,,1540.979773179,,,,,,
SMIN.L,True,True,False,,,1,3121795600.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,1,,,,False,False,False,True,False,True,,False,False,2.18181818181818,True,999,1,True,False,14536000.0,2228811.2,True,False,True,False,1416122.4,0,False,,,30.0,28.5714285714286,,,5664.84801247077,,,,,,
BAB.L,,,,,,1,5472467640.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,True,False,,False,False,0.733333333333333,True,999,1,True,False,6077000.0,753711.3,True,False,True,True,1134011.7,0,False,,,36.3636363636364,8.33333333333333,,,1530.11380803706,,,,,,
AZN.L,False,True,True,,,1,44351000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,,False,False,True,False,True,,False,False,2.07692307692308,True,999,1,True,False,21844762.6,18536233.1,True,False,True,True,2479885.0,0,False,,,30.7692307692308,38.4615384615385,,,492.542729588961,31.0,23.0,,,69.0,8.0
HSBA.L,True,True,True,,,1,60479000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,True,False,False,True,False,False,,False,False,2.64285714285714,True,999,1,True,False,74197104.3416,6728351.4,True,False,True,True,6341247.4,0,False,,,8.33333333333333,23.8095238095238,,,1226.82425869475,25.0,,,,,
CTEC.L,False,True,True,,,1,2072500000.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,1,,,,False,False,False,True,False,,,False,False,0.846153846153846,True,999,3,True,False,31263486.8,5345664.3,True,False,True,True,1156473.2,0,False,,,20.0,33.3333333333333,,,15084.9152231604,,,,,,
WPP.L,False,True,True,,,1,17454398390.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,True,,False,False,1.6,True,999,1,True,False,58566000.0,8083215.4,True,False,True,True,2460529.8,0,False,,,100.0,40.9090909090909,,,4058.99353372099,8.2,,,,,
FRES.L,,,,,,1,2703100000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,True,False,2,,,,False,False,False,True,False,,,False,False,1.38461538461538,True,999,1,True,False,3096000.0,975000.0,True,False,True,False,575000.0,0,False,,,,0.0,,,1145.3516333099,,,,,,
AAF.L,,,,,,1,3919000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,True,False,5,,,,False,False,False,True,True,True,,False,False,0.916666666666667,True,999,1,True,False,15776000.0,3538000.0,True,False,False,True,1224000.0,0,False,,,63.6363636363636,5.55555555555556,,,4025.51671344731,,,,,,
HWDN.L,False,True,True,,,1,2796250200.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,0,,,,False,False,False,True,False,,,False,False,1.0,True,999,1,True,False,14767000.0,2861363.4,True,False,True,False,883851.4,0,False,,,,20.0,,,6367.83096162139,,,,,,
SGRO.L,False,True,True,,,1,738683400.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,,True,,False,False,0.272727272727273,True,999,3,True,False,12523000.0,6290985.0,True,False,True,True,975440.9,0,False,,,,33.3333333333333,,,22935.8974358974,20.0,,,,,
SJP.L,True,True,True,,,1,-14370147270.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,False,0.545454545454545,True,999,1,True,False,12030339.0,3768706.6382,True,False,True,True,1535908.9117,0,False,,,,0.0,,,,,,,,,
TW.L,False,True,True,,,1,5346753030.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,True,False,,,False,False,0.833333333333333,True,999,1,True,False,3906000.0,1937939.4,True,False,True,True,938727.2,0,False,,,,44.4444444444444,,,883.730401140297,11.1,,,,,
AHT.L,False,True,True,,,1,7962300000.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,0,,,,False,False,False,True,False,,,False,False,1.0,True,999,1,True,False,9303255.2899,9542646.1,True,False,False,True,1019508.1,0,False,,,44.4444444444444,0.0,,,1168.41305777225,,,,,,
HLMA.L,True,True,False,,,1,1816347780.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,,,False,False,1.18181818181818,True,999,1,True,False,10014000.0,4170903.3,True,False,True,True,807449.4,0,False,,,,55.5555555555556,,,7596.7228038234,,,,,,
III.L,,,,,,1,2660724900.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,True,False,,,False,False,1.0,True,999,1,True,False,29989000.0,7209172.8,True,False,False,True,1393056.9,0,False,,,25.0,25.0,,,15530.2951838426,,,,,,
HIK.L,,,,,,1,2553000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,True,2.3,True,9,1,True,False,30850100.0,5307360.0,True,False,False,True,749900.0,0,False,,,80.0,23.0769230769231,,90.0,12083.8621229926,30.0,,,,70.0,30.0
CNA.L,True,True,True,,,1,40690678900.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,5,,,,False,False,False,True,True,True,,False,False,1.81818181818182,True,999,1,True,False,7702000.0,5431553.0,True,False,True,True,1086310.6,0,False,,,11.1111111111111,33.3333333333333,,,228.974046436959,11.0,,,,,
MNG.L,,,,,,1,19970156900.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,,False,False,,False,False,0.777777777777778,True,999,1,True,False,18579900.0,6055580.4,True,False,False,False,1921253.29,,False,,,,25.0,,,1258.7155341779,13.0,,,,,
BKGH.L,False,True,False,,,1,2951670800.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,1,,,,False,False,False,True,False,,,False,False,0.263157894736842,True,999,1,True,False,25275400.0,10110855.3,True,False,False,True,1329257.54,0,False,,,,16.6666666666667,,,10764.6507666099,,,,,,
NG.L,True,True,True,,,1,18829003500.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,False,True,,True,False,2.0,True,999,3,True,False,10477000.0,6987330.9,True,False,False,True,2098541.7,0,False,,,15.3846153846154,50.0,,,766.703256494695,,,,,,
RKT.L,True,True,True,,,1,17483794100.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,True,True,False,,,False,False,1.42857142857143,False,999,1,True,False,39025428.0,6910637.4639,True,False,True,False,2388639.7484,,False,,,33.3333333333333,18.1818181818182,,77.7777777777778,2700.1610738255,8.0,,,,,
WEIR.L,False,True,True,,,1,2990499370.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,True,False,True,,False,False,1.69230769230769,True,999,1,True,False,10700000.0,3039259.9576,True,False,True,False,1236015.8138,0,False,,,25.0,22.2222222222222,,28.5714285714286,4328.30387120262,16.0,8.0,8.0,,84.0,
IMI.L,,,,,,1,2524511400.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,True,,False,False,1.22222222222222,True,999,1,True,False,6205000.0,5381836.2,True,False,True,False,1030909.8,0,False,,,25.0,42.8571428571429,,,3325.29474812433,,,,,,
MRON.L,True,True,True,,,1,3573453800.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,True,,False,False,1.0,True,999,1,True,False,3884000.0,1475834.0,True,False,True,True,1097197.9,0,False,,,,0.0,,,1314.82735274204,,,,,,
HSX.L,True,True,False,,,1,3023500000.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,0,,,,False,False,False,,,,,False,False,0.416666666666667,True,999,1,True,False,2120610.0,1803370.0,True,False,False,False,1579540.0,0,False,,,18.1818181818182,50.0,,,701.375888870514,9.0,,,,,
CPG.L,False,True,True,,,1,28471392000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,False,True,,True,False,1.78571428571429,True,9,1,True,False,15612000.0,4157332.128,True,False,True,True,948600.0,0,False,,,58.3333333333333,36.3636363636364,,,611.947318908749,25.0,,,,,
AUTOA.L,,,,,,1,362112120.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,True,False,,,False,False,0.5,True,999,1,True,False,4845000.0,722019.6,True,False,True,True,489154.5,0,False,,,,50.0,,,18436.0730593607,0.0,,,,,
AV.L,,,,,,1,44155950200.0,True,True,True,False,False,True,True,False,100,False,False,True,True,False,False,3,,,,True,False,False,True,False,False,,False,False,1.83333333333333,True,999,1,True,False,24852000.0,4072229.0,True,False,True,True,2229579.2,0,False,,,33.3333333333333,66.6666666666667,,,761.443715913965,7.7,,,,,
ENT.L,,,,,,1,5181607000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,True,True,False,True,,False,False,0.461538461538462,False,999,3,True,False,13745000.0,7361128.9,True,False,True,True,1562599.5,0,False,,,81.8181818181818,25.0,,100.0,3588.772845953,,,,,,
DGE.L,False,True,True,,,1,18812810000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,True,,,False,False,2.15384615384615,True,999,1,True,False,43522000.0,11683537.8625,True,False,True,True,1799465.0,0,False,,,41.6666666666667,41.6666666666667,,44.4444444444444,2816.59332125291,45.0,,,,,
GAW.L,False,True,True,,,1,523311680.0,True,True,False,False,False,True,True,False,100,False,True,True,True,False,False,1,,,,False,False,False,,False,,,False,False,0.333333333333333,True,999,1,True,False,2212000.0,1674143.2,True,False,False,False,394880.8,0,False,,,,33.3333333333333,,,5332.69045323047,,,,,,
INF.L,False,True,True,,,1,2736825280.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,False,1.83333333333333,True,999,1,True,True,8046413.0,4963401.5194,True,False,True,True,1171951.3115,0,False,,,27.2727272727273,0.0,,,3556.58283239038,9.09,9.09,,,90.91,
