Instrument,Audit Rotation,Disclosure of Voting Results,Shareholder Director Votes,AGM Date,AGM Notice Filing Date,Exchange Rate to USD,Sales in USD,Shareholder Rights Policy,Policy Equal Voting Right,Policy Shareholder Engagement,Dual Class Stock,Different Voting Right Share,Equal Voting Rights,Equal Shareholder Rights,Voting Cap,Voting Cap Percentage,Minimum Number of Shares to Vote,Director Election Majority Requirement,Shareholders Vote on Executive Pay,Public Availability Corporate Statutes,Veto Power or Golden share,State Owned Enterprise SOE,Anti Takeover Devices Above Two,Poison Pill,Poison Pill Adoption Date,Poison Pill Expiration Date,Unlimited Authorized Capital or Blank Check,Classified Board Structure,Staggered Board Structure,Supermajority Vote Requirement,Golden Parachute,Limited Shareholder Rights to Call Meetings,Elimination of Cumulative Voting Rights,Pre-emptive Rights,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
STAN.L,,,,,,1,15633000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,,False,False,True,False,,,False,False,1.71428571428571,True,999,1,True,False,92577600.0,6412750.0,True,False,True,True,4831210.0,0,False,,,,29.4117647058824,,7.14285714285714,5921.93436960276,,,,,,
CCEPC.L,,,,,,1,12953107800.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,,,False,False,1.05263157894737,True,999,1,True,False,33314293.0483911,6926741.80000001,True,False,True,True,3066853.9,0,False,,,41.1764705882353,28.5714285714286,,,3141.07986501896,,,,,,
CRDA.L,,,,,,1,1900957190.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,False,True,,False,False,1.44444444444444,True,999,1,True,False,5421714.0,2118545.2101,True,False,True,True,927420.4478,0,False,,,12.5,20.0,,,3899.67201323455,,,,,,
ANTO.L,False,True,True,,,1,7470100000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,True,False,4,,,,True,False,False,True,False,True,,False,False,0.583333333333333,True,999,1,True,False,4133000.0,4133000.0,True,False,True,False,4543000.0,0,False,,,40.0,7.14285714285714,,,553.272379218484,,,,,,
EZJ.L,True,True,True,,,1,1964217600.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,0,,,,False,False,False,True,False,,,False,False,1.92857142857143,True,999,1,True,False,7176000.0,1058899.2,True,False,True,True,1110092.8,,False,,,30.0,33.3333333333333,,42.8571428571429,4921.81069958848,10.0,,,,,
BNZL.L,False,True,True,,,1,13824907030.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,False,,True,False,2.1,True,999,1,True,False,9533800.0,4772287.19,True,False,True,True,1047625.26,0,False,,,25.0,18.1818181818182,,,942.904332861904,,,,,,
SGE.L,,,,,,1,2486931200.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,,,False,False,0.9,True,999,1,True,False,12000000.0,3304681.6,True,False,False,True,1211132.8,0,False,,,,44.4444444444444,,,6500.54171180932,,,,,,
SVT.L,False,True,True,,,1,2289258300.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,False,False,,True,False,1.11111111111111,True,999,1,True,False,10931000.0,3394336.12,True,False,True,False,830764.2,0,False,,,11.1111111111111,36.3636363636364,,,5929.48196365609,,,,,,
LMPL.L,,,,,,1,140820120.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,1,,,,False,False,False,True,True,,,,True,0.2,True,999,1,True,False,7800000.0,3510568.6,True,False,False,False,669330.2,0,False,,,,18.1818181818182,,,68783.0687830688,,,,,,
ICAG.L,,,,,,1,9609188400.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,1,,,,False,False,False,True,False,False,,False,False,1.26666666666667,True,999,1,True,False,1763000.0,911089.8,True,False,True,True,1924768.8,0,False,,,8.33333333333333,22.2222222222222,,,224.072191154042,,,,,,
REL.L,True,True,True,,,1,9800407600.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,False,2.16666666666667,True,999,1,True,False,14404000.0,12932371.1,True,False,True,False,2161514.801,0,False,,,63.6363636363636,27.2727272727273,,,1988.40419657648,,,,,,
SMIN.L,,,,,,1,3344580600.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,1,,,,False,False,False,True,False,True,,False,False,2.46153846153846,True,999,1,True,False,16518000.0,3826945.3,True,False,True,False,1504088.2,0,False,,,20.0,16.6666666666667,,,6865.33665835411,,,,,,
BAB.L,,,,,,1,5499311300.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,True,False,,False,False,0.666666666666667,True,999,1,True,False,7989000.0,1719893.0,True,False,True,True,1007099.8,0,False,,,27.2727272727273,11.1111111111111,,,1803.99683865869,,,,,,
AZN.L,False,True,True,,,1,37417000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,,False,False,True,False,True,,False,False,1.875,True,999,1,True,False,25372300.0,21296000.0,True,False,True,True,2577270.0,0,False,,,23.0769230769231,30.7692307692308,,,678.095518080017,,,,,,
HSBA.L,False,True,True,,,1,56471000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,True,False,False,True,False,False,,False,False,2.5625,True,999,1,True,False,75781700.0,6622450.0,True,False,True,True,7189310.0,0,False,,,15.3846153846154,22.7272727272727,,,1341.95781905757,,,,,,
CTEC.L,,,,,,1,2038300000.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,1,,,,False,False,False,True,False,,,False,False,0.8,True,999,3,True,False,22850300.0,5007080.0,True,False,False,True,1244670.0,0,False,,,30.0,20.0,,,11210.4695089045,,,,,,
WPP.L,,,,,,1,17318608190.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,4,,,,False,False,False,True,True,True,,False,False,2.0,True,999,1,True,False,41599000.0,6461450.4,True,False,True,True,2571862.9,,False,,,78.5714285714286,36.3636363636364,,,3249.6426088383,10.3,,,,,
FRES.L,,,,,,1,2430055000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,True,False,2,,,,False,False,False,True,False,,,False,False,1.35714285714286,True,999,1,True,False,3020000.0,939000.0,True,False,True,False,588000.0,,False,,,,0.0,,,1242.77022536527,,,,,,
AAF.L,,,,,,1,3439000000.0,True,True,True,False,False,True,True,False,100,False,True,True,True,True,False,5,,,,False,False,False,True,True,True,,False,False,1.0,True,999,1,True,False,12000000.0,3323000.0,True,False,False,True,1087500.0,,False,,,63.6363636363636,7.69230769230769,,,3489.38644954929,,,,,,
HWDN.L,,,,,,1,2802417450.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,0,,,,False,False,False,True,False,,,False,False,0.888888888888889,True,999,1,True,False,6908000.0,5288413.5,True,False,False,False,792392.0,0,False,,,,20.0,,,3299.42207575106,,,,,,
SGRO.L,False,True,True,,,1,590263410.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,,True,,False,False,0.6,True,999,3,True,False,9306000.0,5340673.8,True,False,False,True,825849.2,0,False,,,,25.0,,,21556.6365531619,,,,,,
SJP.L,,,,,,1,24286178480.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,3,,,,False,False,False,True,False,True,,False,False,0.615384615384615,True,999,1,True,False,11284000.0,4411468.675,True,False,True,True,1374505.813,0,False,,,,0.0,,,628.59307455769,,,,,,
TW.L,,,,,,1,5797041210.0,True,True,True,False,False,True,True,False,100,False,True,True,True,False,False,2,,,,False,False,False,True,False,,,False,False,0.6,True,999,1,True,False,5469000.0,3739415.6,True,False,True,True,1010616.3,0,False,,,,45.4545454545455,,,1276.34250507596,,,,,,
AHT.L,,,,,,1,6961800138.0,True,True,True,False,False,True,True,False,100,False,True,True,False,False,False,0,,,,False,False,False,True,False,,,False,False,1.125,True,999,1,True,False,9691000.0,8741761.666,True,False,False,False,960073.0,0,False,,,37.5,0.0,,,1922.94336732365,,,,,,
