Instrument,Corruption Due Diligence,Corruption Intermediaries Procedures,Corruption Oversight,Corruption Procedures for High Risk Operations,Corruption Risk Assessment,Corruption Training,Principles for Community Investments,Supplier Policy Animal Welfare,Corruption Fines,Lobbying Controversies,Recent Lobbying Controversies,Policy Fair Competition,Policy Bribery and Corruption,Policy Business Ethics,Policy Community Involvement,Improvement Tools Business Ethics,Whistleblower Protection,OECD Guidelines for Multinational Enterprises,Extractive Industries Transparency Initiative,Total Donations To Revenues in million,Donations Total,Political Contributions,Lobbying Contribution Amount,Employee Engagement Voluntary Work,Corporate Responsibility Awards,Product Sales at Discount to Emerging Markets,Diseases of the Developing World,"Bribery, Corruption and Fraud Controversies",Intellectual Property Controversies,Crisis Management Systems,Anti-competition Controversies,Public Health Controversies,Business Ethics Controversies,Tax Fraud Controversies,Anti-Competition Controversies Count,Critical Countries Controversies,Critical Country 1,Critical Country 2,Critical Country 3,Critical Country 4,Critical Country 5,Recent Public Health Controversies,Recent Business Ethics Controversies,Recent Tax Fraud Controversies,Recent Anti-Competition Controversy,Recent Critical Countries Controversies,Recent Intellectual Property Controversies
AAF.L,True,False,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,379.650721336371,2000000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
HWDN.L,False,False,False,False,False,False,True,False,,,,False,False,False,True,False,,False,False,,,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SGRO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJP.L,True,True,True,False,True,True,True,False,,,,False,True,False,True,False,True,False,False,177.515706280969,4600000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TW.L,True,True,True,False,False,True,True,False,,,,False,True,True,True,True,True,False,False,284.620134070328,968050,0,,True,True,False,False,True,,False,True,,,,1,,,,,,,,,,1,,
AHT.L,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,False,False,False,329.443763986481,3577331,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
HLMA.L,True,True,True,False,True,True,True,False,0,,,False,True,True,True,True,True,False,False,67.5712435233161,125196,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
III.L,True,True,False,True,False,False,True,False,0,,,False,True,True,True,True,True,False,False,209.336403600586,1000000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
HIK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,
CNA.L,True,True,False,True,True,False,True,False,,,,True,True,True,True,True,True,True,False,146.127618119825,3600000,0,,True,False,False,False,True,,True,False,,,,,,,,,,,,1,,,,
MNG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKGH.L,True,False,True,False,True,False,False,False,,,,True,True,True,True,True,True,False,False,,,0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,1,,
NG.L,False,False,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,2216.16879819013,48000000,54550,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RKT.L,True,True,False,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,2399.6047709789,34000000,0,,True,True,False,True,False,,True,False,,,,,,,,,,,,,,,,
WEIR.L,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,180.839319923372,453111,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRON.L,True,True,True,True,True,True,False,False,,,,True,True,True,True,True,True,True,False,64.0138408304498,222000,0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
HSX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPG.L,True,True,True,False,True,True,True,True,0,,,True,True,True,True,True,True,True,False,223.798866720632,9400000,,,True,False,False,False,True,,True,True,,,,,,,,,,,,,,1,,
AUTOA.L,False,False,False,False,False,True,True,False,,,,False,True,True,True,True,True,False,False,,,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
AV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGE.L,True,False,True,True,True,True,True,False,,,1,True,True,True,True,True,True,False,False,1425.82268488825,28900000,1110000,,True,True,False,False,True,,True,False,,,,,,,,,,,,2,,,,
GAW.L,False,False,False,False,False,True,False,False,0,,,False,True,False,True,False,True,False,False,0.0,0,0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
INF.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,1082.02865103712,3844556,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
UU.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLN.L,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,1335.35119736491,15000000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
WTB.L,True,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,True,False,,,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PRU.L,True,False,True,True,True,True,True,False,0,,,True,True,True,True,False,True,False,False,1053.5187526338,12500000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MKS.L,True,False,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,486.116349433842,5800000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
IMB.L,False,False,False,False,True,True,False,False,0,,,True,True,True,True,True,True,False,False,115.701459381074,3750000,0,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,1
EXPN.L,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,2664.90406405801,17639000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GSK.L,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,11569.3523712392,363000000,5794000,,True,False,True,True,False,,True,False,,,,,,,,,,,,,,,,
LAND.L,True,False,True,False,False,True,True,False,,,,True,True,True,True,False,True,False,False,10872.3135271808,8600000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP.L,True,False,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,True,401.723181013294,76000000,,,True,False,False,False,False,,True,False,1,,,,,,,,,,,,,,,
JD.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF.L,True,True,True,True,True,True,True,True,,,,False,True,True,True,False,True,True,False,,,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
AAL.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,True,5313.30157566874,145000000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ADML.L,False,False,True,False,False,True,True,False,,,,False,True,True,True,False,False,False,False,86.7283883697231,400000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RTO.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,,False,247.240618101545,1344000,0,,True,True,,,False,,True,False,,,,,,,,,,,,,,,,
RMV.L,False,True,True,False,False,True,True,False,0,,,False,True,True,True,True,True,False,False,769.463581288698,300000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SBRY.L,False,False,False,False,False,False,True,False,,,,False,False,False,True,False,True,False,False,,,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHG.L,False,False,True,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,182.815356489945,900000,0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
BT.L,True,False,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,5848,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
MNDI.L,False,False,True,False,False,True,True,False,,,,False,True,True,True,True,True,False,False,898.327939590076,6662000,0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
BATS.L,True,False,True,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,296.51679746395,7670000,23922755,,True,True,False,False,False,,True,False,,,,,,CU,,,,,,,,,,
PSON.L,True,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,True,False,,,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PCT.L,False,False,False,False,False,False,False,False,,,,False,True,False,False,False,,False,False,,,,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SPX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSN.L,False,False,True,False,False,True,True,False,,,,True,True,True,True,False,True,False,False,282.780641734621,905096,0,,True,False,False,False,True,,False,True,,,,1,,,,,,,,,,1,,
RIO.L,True,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,True,True,2221.47676022215,119200000,0,,True,False,False,False,True,,True,False,,1,,,,,,,,,,,,,,
CCH.L,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,781.075652756081,8400000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSE.L,False,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1320.98281121154,16500000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
SMT.L,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
KGF.L,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,410.368328355923,5359000,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LLOY.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWG.L,True,True,True,True,False,True,True,False,,,,False,True,True,True,True,True,True,False,932.788142090468,14600000,0,,True,True,False,False,True,,True,True,,,,2,,,,,,,,,,,,
SDR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXT.L,False,False,False,False,False,False,True,True,,,,False,True,True,True,False,False,False,False,625.347636074692,3148000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ITRK.L,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BTRW.L,False,True,False,False,False,True,False,False,,,,True,True,True,True,True,True,False,False,1535.43495993474,6400000,0,,True,False,False,False,True,,True,True,,,,1,,,,,,,,,,2,,
SHEL.L,True,True,True,False,True,True,True,True,0,,,True,True,True,True,True,True,True,True,580.348349700329,165000000,0,,True,False,False,False,True,,True,False,4,2,,,,,,,,,,,,,,
GLEN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOD.L,True,True,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,79.634741983436,3000000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BARC.L,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,True,False,322.454563220637,9900000,75000,,True,True,False,False,True,,True,True,,3,,1,,,,,,,,1,1,,,
FCIT.L,False,False,False,False,False,False,False,False,,,,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
UTG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPLM.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICGIN.L,True,False,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,3810.39475689681,2500000,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BAES.L,False,False,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,483.086538461538,12710973,0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
DCC.L,False,True,False,True,True,True,True,False,0,,,True,True,True,True,True,True,False,False,,,0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ULVR.L,True,True,True,False,True,True,True,True,,,,True,True,True,True,True,True,True,False,,,0,,True,False,False,False,True,,True,True,,,,1,2,CU,IR,MM,SD,IR,,1,,,,
EDV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSEG.L,True,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,513.49401670806,4548530,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TSCO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEN.L,True,False,False,True,True,True,True,False,,,,False,True,True,True,False,True,False,False,252.554255496336,6065343,0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
