Group,Method,Stability_Jaccard,Robustness_MAE_Δcontrib,Simplicity_avg_nonzero_feats,Efficiency_time_s,Efficiency_mem_bytes,Fidelity_ΔRMSE_after_drop,Fidelity_ΔR2_after_drop,Dropped_feats_for_ROAR
Social,SHAP,0.8842105263157894,0.024921378527030313,134.8,6.4246721267700195,15483958,0.013963451658801418,-0.0006390512181811969,"Policy Business Ethics, Corporate Responsibility Awards, Improvement Tools Business Ethics"
Social,LIME,0.7631578947368421,0.005563892522271762,0.21052631578947367,48.44781303405762,276801,-0.03213703844250748,0.0014659801572234343,"Temporary Staff Proportion, Gambling, Alcohol"
