Group,Method,Stability_Jaccard,Robustness_MAE_Δcontrib,Simplicity_avg_nonzero_feats,Efficiency_time_s,Efficiency_mem_bytes,Fidelity_ΔRMSE_after_drop,Fidelity_ΔR2_after_drop,Dropped_feats_for_ROAR
Governance,SHAP,0.8547368421052632,0.027819556383867242,90.03157894736842,1.7155160903930664,3552271,0.03913057768116346,-0.0024866321524668056,"Compensation Committee Independence, Independent Board Members, Sales in USD"
Governance,LIME,0.9894736842105263,0.000241423987872673,0.010526315789473684,28.284813165664673,328565,-0.0967359630721969,0.006106075396396515,"year_2024.0, ESG Reporting Scope"
