Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
PFG.OQ,0,0,0,1,1,,,,,,,,0.049801763195159,,,,0,0,0,0,0,0,0,,,,,,,0.006424309869133,,,,,,,Reported,,,,0,0.008148323899264,811.6,,,,,,,,27423.3,,0,,,,0.691672032625027,,,120.2,1,,No,,0,1,,,,,,,1,,,1,0,,,,0
KEYS.N,0,0,0,1,0,,,,,,,,0.057371358878182,,,,0,0,1,0,1,0,0,,,,,,,0.00870166239466,,,,,,,Reported,,,0,0,0.052785977859779,1600.19,,,,,,,,93134.0,,0,,,,0.617091660923501,,,286.1,1,,ISO 14000,,1,0,,,,,,,1,0.0,,0,1,,,,0
PCG.N,0,0,0,1,1,,,,,,,,0.860702185553938,,,0.000119041030364,0,0,1,0,0,0,1,,,,,,,0.718967606037481,,0.001309451334007,0.000627670887375,,,,Reported,,121.0,1,1,3.06440423016605,13097.0,,,,,,,,4049400.0,,1,11.0,,,0.166472216692032,,,66436.28371,1,,No,,1,1,1282000000,23747,,0.005581180811808,0.002675276752768,1.09534132841328,1,,,1,1,,0.000507380073801,,1
RL.N,1,0,0,1,1,,,,,,,,0.829718968762162,,,,0,0,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,0.0,8271.0,,,,,,,,79636.0,,0,,,,0.841373473582396,,,0.0,0,,No,,0,0,,0,,,,0.0,0,,,0,1,,,,0
JPM.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,872169.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
TTWO.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,7905.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
CDW.OQ,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,22639.0,,0,,,,,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
RMD.N,0,0,0,1,0,,,,,,,,0.235866207642194,,,,0,0,1,0,1,0,0,,,,,,,0.005492434491455,,,,,,,Reported,,,,0,0.043629335876238,7728.0,,,,,,,,28391.0,,0,,,,0.68999999972195,,,184.24638,0,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
LNT.OQ,1,0,0,1,1,,,,,,,,1.35875644679,,,0.216176565154663,0,0,1,0,0,0,1,,,,,,,0.00133492331069,,0.210893227513409,0.00581167140538,,,,Reported,,4790.0,1,1,0.00721046373365,30831.0,,,,,,,,13234200.0,,1,4910.0,,,0.648818650660438,,,30.32,1,,No,,0,1,,14576,,1.13912009512485,0.031391200951249,3.46634958382877,1,,,1,1,,1.16765755053508,,0
COO.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,86976.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
CMG.N,0,0,0,1,1,,,,,,,,10.2198059073439,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,272611.0,,0,,,,0.48702560788843,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
PCAR.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,270643.0,,0,,,,,,,,1,,ISO 14000,100.0,1,1,,,,,,,0,,4600000,1,1,,,,0
GNRC.N,0,0,0,1,0,,,,,,,,,,,2.3988056194e-05,0,0,0,0,0,0,0,,,,,,,0.045553318713066,,0.013948423412376,0.006657316858568,,,,Reported,,110.48,0,0,0.079042888998862,,,,,,,,,63133.0,,0,0.19,,,,,,360.81,0,,ISO 14000,,0,0,,,,0.024202927791897,0.011551596510379,,0,0.0,,0,0,,4.1623427593e-05,,0
CHTR.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1512780.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
PWR.N,0,0,0,1,1,,,,,,,,,,,0.000194950397055,0,0,1,0,0,0,1,,,,,,,0.00016424778346,,0.044963027746378,,,,,Reported,,1084.0,0,0,0.000231921195757,,,,,,,,,839815.0,,0,4.7,,,,,,3.9598,1,,No,,0,1,,,,0.063488705540848,,,1,,,1,0,,0.000275273907788,,0
CCL.N,0,1,0,1,1,,,,,,,,4.92912326505062,,3.05776348e-05,0.128029175715601,0,0,1,1,1,0,1,,,,,,,1.96311402763921,,3.17939119693741,,,,,Reported,1.433,149000.0,,1,7.56081525312295,139000.0,,,,,,,,8581920.0,,1,6000.0,,,0.303030303030303,,,92000.0,1,,ISO 14000,100.0,0,1,,,,12.2452333990796,,,1,,,1,1,,0.493096646942801,,0
PM.N,1,0,0,1,0,,,,,,,,0.653581663062918,,,,0,1,1,0,0,0,0,,,,,,,0.012404313871671,,,,,,,Reported,,,,0,0.068871617405117,125503.0,,,,,,,,704028.0,,0,,,,0.981,,,2428.0,1,,ISO 14000,100.0,0,0,,,,,,,1,,,0,1,,,,0
SNA.N,0,0,0,1,0,,,,,,,,3.02118952029897,,,,0,0,0,0,1,0,0,,,,,,,0.13534093289378,,,,,,,Reported,,,0,0,0.373739506453278,11807.91658,,,,,,,,101805.0,,0,,,,0.529819912883342,,,1809.83356,0,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
UAL.OQ,0,0,0,0,1,,,,,,,,0.575606951271535,,,0.03232873487043,0,0,0,0,0,0,1,,,,,,,,,0.369105442537642,,,,,Reported,,16144.0,0,0,,,,,,,,,,30567500.0,,0,1414.0,,,0.242770892913886,,,,0,,No,,0,0,,,,0.359114670225781,,,1,,,0,1,,0.03145367589812,,0
ESS.N,0,0,0,1,1,,,,,,,,4.19697463599779,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,48887.0,,0,,,,0.4035,,,,1,,No,,0,1,,,,,,,0,,6157172,1,0,,,,0
KHC.OQ,1,0,0,1,1,,,,,,,,1.27331230230066,,,,0,0,1,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1060230.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
BLDR.N,0,0,0,1,1,,,,,,,,6.06911856230797,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,222166.0,,0,,,,0.136950462768195,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBHT.OQ,0,0,0,1,0,,,,,,,,1.83162689878216,,,0.000931941209771,0,0,0,0,0,0,0,,,,,,,,,0.068911875011422,,1.62571967e-07,,,Reported,,1331.0,0,0,,,,,,,,,,1967620.0,,0,18.0,,,0.594227888175934,,,,0,,No,,1,1,,,,0.089847447674325,,,0,0.00314,,1,1,,0.001215066910697,2.11961672e-07,0
CMI.N,0,1,0,1,1,,,,,,,,6.67931808091405,,,,0,0,0,1,1,0,1,,,,,,,0.208006445426389,,,,,,,Reported,,,1,0,0.320581320795042,280000.0,,,,,,,,797771.0,,0,,,,0.934256055363322,,,9000.0,1,,ISO 14000,,0,1,,,,,,,1,,4000000,1,1,,,,0
PNR.N,0,0,0,1,1,,,,,,,,2.53399909755421,,0.100684025200757,,0,0,0,0,1,0,1,,,,,,,0.079994646697474,,,,,,,Reported,1410.3,,0,0,0.272993056401511,34373.7,,,,,,,,119460.0,,0,,,,0.811572031486834,,,1120.5,0,,ISO 14000,17.0,0,0,,,,,,,0,,,0,1,,,,0
CRL.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,169829.0,,0,,,,,,,,0,,No,,1,,5000000,3175,,,,,0,0.0,,1,0,,,,0
DECK.N,0,0,0,1,1,,,,,,,,0.503325444199322,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,8174.0,,0,,,,0.946989877464038,,,,0,,No,,1,0,,,,,,,1,,,0,0,,,,0
HPQ.N,0,0,0,1,1,,,,,,,,0.686117302514022,,7.7323513e-08,,0,0,0,1,1,0,1,,,,,,,0.201556623052579,,,,,,,Reported,0.003,,0,0,0.124304562072802,18800.0,,,,,,,,243100.0,,0,,,,0.616078136739294,,,7820.0,1,,ISO 14000,100.0,1,0,,0,,,,0.0,0,,,0,1,4.7687172e-08,,,0
ROP.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,14166.5,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
LW.N,0,0,0,0,0,,,,,,,,24.4575963574765,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1106800.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TGT.N,0,0,0,1,1,,,,,,,,9.43612809927985,,,,0,0,1,1,1,0,1,,,,,,,0.020837057701231,,,,,,,Reported,,,,0,0.023197019008537,1111107.0,,,,,,,,2159460.0,,0,,,,0.808304402253661,,,2459.0,1,,No,,0,,,,,,,,1,0.0,,1,1,,,,0
NTAP.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,48011.0,,0,,,,,,,,1,,ISO 14000,100.0,1,0,,,,,,,1,,,0,0,,,,0
OXY.N,0,0,0,1,1,,,,,,,,5.15834850421565,,8.9096998831e-05,0.02210720787521,0,0,1,1,1,0,1,,,,,,,2.97065605823133,12.4353044298056,0.381464477555054,0.777091385155165,0.000164630074213,,,Reported,7.73803,33130.0,1,1,7.04263798656985,190000.0,,,,,,,,22504600.0,1080000,1,1920.0,,,0.555803571428571,,,258000.0,0,,ISO 14000,,0,1,1046000000,679234,29.4808101763389,0.904351149205656,1.84227766555659,18.5410820549217,1,14.29804,658000000,0,1,0.000211225364416,0.05241032920238,0.000390294262161,0
IR.N,0,0,0,1,1,,,,,,,,1.16292894050527,,,,0,0,0,0,1,0,1,,,,,,,0.060196809597486,,,0.004071523642907,,,,Reported,,,0,0,0.24390243902439,26434.0,,,,,,,,106311.0,,0,,,,0.604512680704524,,,1443.0,0,,ISO 14000,39.0,0,1,,0,,,0.016496796984602,0.0,0,,7622947,0,0,,,,0
TER.OQ,0,0,0,1,1,,,,,,,,0.073529927692898,,,,0,0,0,0,1,0,1,,,,,,,0.036621490719282,,,,,,,Reported,0.0,,0,0,0.158502217876449,504.0,,,,,,,,33529.5,,0,,,,0.490000001294715,,,500.08163,1,,ISO 14000,,1,0,,0,,,,0.0,1,,,0,0,0.0,,,0
WAB.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,268831.0,,0,,,,,,,,1,,ISO 14000,53.16456,0,1,,,,,,,1,,,1,1,,,,0
NOW.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,44249.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
EXC.OQ,0,0,0,1,1,,,,,,,,6.57997230247996,,,,0,0,1,0,1,0,1,,,,,,,0.015239225489998,,,,,,,Reported,,,0,0,0.066306740748506,544935.0,,,,,,,,5307000.0,,1,,,,0.9037,,,1265.0,1,,ISO 14000,100.0,0,1,409000000,,,,,,1,,,1,1,,,,1
BR.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,47665.0,,0,,,,,,,,1,,No,,1,1,,,,,,,1,,,1,1,,,,0
EMN.N,0,1,0,1,1,,,,,,,,,,,0.234239399521332,0,0,0,0,1,0,1,,,,,,,,,0.445154819004979,0.429227872636388,,,,Reported,,6680.0,1,0,,,,,,,,,,6807440.0,,1,3515.0,,,,,,,0,,Both,60.0,0,1,274000000,5500,,0.631379962192817,0.608790170132325,0.519848771266541,1,,274000000,1,1,,0.332230623818526,,0
AZO.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,456205.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,1,0,,,,0
TEL.N,0,0,0,1,1,,,,,,,,2.39647271874212,,,,0,0,0,1,0,0,1,,,,,,,0.180504669717607,,,,,,,Reported,,,0,0,0.485156542347512,95499.0,,,,,,,,485752.0,,0,,,,0.856300470574566,,,7779.0,1,,No,,0,0,,,,,,,0,0.0,,0,0,,,,0
FRT.N,0,0,0,1,1,,,,,,,,4.18304648995572,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,28132.0,,0,,,,0.3,,,,0,,Both,,1,1,,0,,,,0.0,0,,,1,0,,,,0
DUK.N,0,1,0,1,1,,,,,,,,0.649294234447695,0.000280903438263,,0.120631271145841,1,0,1,0,1,0,1,,,,,,,0.004204602066926,,0.260309585104183,,7.7711935e-08,,,Reported,,41000.0,1,1,0.02302019118465,101604.69088,,,,,,,,79224000.0,,1,19000.0,,,0.760000001932198,,,662.24486,0,,No,,0,1,84000000,7975,,1.42519466073415,,0.277217741935484,1,0.01224,,1,1,,0.660456062291435,,0
KMI.N,0,0,0,0,1,,,,,,,,0.049485646942008,,,0.002710057335269,1,1,1,0,1,0,1,,,,,,,0.048510026301311,27.1005733526876,0.67751433381719,0.166668526119029,4.0190150282e-05,,,Reported,,50000.0,1,1,0.186458333333333,72.0,,,,,,,,17900000.0,2000000,1,200.0,,,0.549069003285871,,,3580.0,1,,No,,1,0,221000000,192000,,2.60416666666667,,10.0,1,2.966,,0,1,,0.010416666666667,0.000154479166667,0
DVN.N,0,0,0,1,1,,,,,,,,,,,,0,0,1,0,1,0,1,,,,,,,,39.9701609991707,,,,,,Reported,,,1,0,,,,,,,,,,4980000.0,1880000,1,,,,,,,,0,,No,,0,0,,,98.0750169544577,,,,1,,,0,1,,,,0
RCL.N,0,0,0,1,1,,,,,,,,0.871183693945152,,,6.38694722055794,0,0,0,0,1,0,1,,,,,,,,,1.8081458940984,,,,,Reported,,65102.0,,1,,,,,,,,,,4989940.0,,1,229961.0,,,0.902146920545928,,,,1,,ISO 14000,92.31,0,1,,,,7.36402979908467,,,1,,,1,1,,26.0120988084438,,0
VTRS.OQ,0,0,0,1,1,,,,,,,,2.44178781096024,,,,0,0,0,0,0,0,0,,,,,,,1.67872912003516,,,,,,,Reported,,,1,1,3.38197224323144,25000.0,,,,,,,,784636.0,,1,,,,0.71,,,55000.0,0,,ISO 14000,,0,0,,0,,,,0.0,1,0.0,,0,1,,,,0
CAH.N,0,0,0,0,1,,,,,,,,3.20679213523864,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,385352.0,,0,,,,0.664091450861415,,,,1,,ISO 14000,58.06,0,0,,,,,,,1,,,0,1,,,,0
MKC.N,0,0,0,1,0,,,,,,,,3.09140738912547,,,7.144541511e-06,0,0,0,1,1,0,0,,,,,,,,,0.001071681226658,,,,,Reported,,30.0,,0,,,,,,,,,,77414.0,,0,0.2,,,0.689065045817493,,,,0,,No,,0,0,,,,0.004724037477364,,,1,,,0,1,,3.1493583182e-05,,0
IEX.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,0.049143481051974,,,,,,,Reported,,,0,0,0.26634900271847,,,,,,,,,64160.0,,0,,,,,,,872.0,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
VLO.N,0,0,0,1,1,,,,,,,,,,,0.124900953849685,0,0,0,0,1,0,1,,,,,,,0.642119006329789,,0.147319073771423,0.105685422488195,,,,Reported,,9200.0,0,0,0.227346172817108,,,,,,,,,29800000.0,,1,7800.0,,,,,,40100.0,0,,ISO 14000,,0,1,,,,0.052159221693701,0.037418572084611,,1,,,1,1,,0.044221948827268,,0
EXPD.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,52515.3,,0,,,,,,,,1,,ISO 14000,2.72727,0,0,,,,,,,0,,,0,1,,,,0
LH.N,0,0,0,1,1,,,,,,,,0.59736711527095,,,,0,0,0,1,0,0,1,,,,,,,0.439075091151882,,,,,,,Reported,,,,0,0.77657829640783,4165.0,,,,,,,,314602.0,,0,,,,,,,11553.0,0,,No,,0,,,,,,,,0,,,1,1,,,,0
SW.N,0,1,0,1,1,,,,,,,,71.0131719411894,4.82048273956926,,0.154546358458609,1,1,1,0,1,1,1,,,,,,,0.939521624121004,,0.315031168072412,,,,,Reported,,4297.0,0,0,0.934404784152495,955799.0,,,4.79422933771445,,,,,3049000.0,,1,2108.0,,,0.504304088109402,,,12815.0,0,,ISO 14000,85.71429,0,1,5000000,,,0.31331543952425,,,1,,0,1,1,,0.153704665235541,,0
DRI.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,785862.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
MAA.N,0,0,0,1,1,,,,,,,,2.98328453809554,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,301628.0,,0,,,,0.059996451589639,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
JNJ.N,0,0,0,1,1,,,,,,,,0.427680221900175,,2.64403066e-06,0.000109479394528,0,0,0,0,0,0,1,,,,,,,0.13071633141779,,7.6429011274e-05,0.000927786227403,,,,Reported,1.28,37.0,0,0,0.803670307340615,143764.0,,,,,,,,971941.0,,0,53.0,,,0.858489016827341,,,63281.0,0,,ISO 14000,89.0,0,1,,3600,,0.000469900939802,0.005704216408433,0.045720091440183,1,,,1,1,1.6256032512e-05,0.000673101346203,,0
JNJ.N,0,0,0,1,1,,,,,,,,0.395348002702072,,6.580160432e-06,0.000113657316558,0,0,0,0,0,0,1,,,,,,,0.12192638483494,,8.1753508402e-05,0.000676081574601,,,,Reported,3.3,41.0,0,0,0.764433054131766,137123.0,,,,,,,,990718.0,,0,57.0,,,0.854163514399556,,,61147.0,1,,ISO 14000,91.0,0,1,,11700,,0.000512564070509,0.004238779847481,0.146268283535442,1,,,1,1,4.1255156895e-05,0.000712589073634,,0
COR.N,0,0,0,1,1,,,,,,,,0.634530699845683,,,,0,0,0,0,0,0,1,,,,,,,0.016361244730354,,,,,,,Reported,,,,0,0.002578450107372,25541.0,,,,,,,,199364.0,,0,,,,0.684136200175459,,,676.0,1,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
SHW.N,0,0,0,1,0,,,,,,,,4.99915314655942,,,0.003538118380163,0,0,0,1,1,0,0,,,,,,,0.903260809994499,,0.05799739148659,0.023906580270669,,,,Reported,,4180.0,1,0,2.93919788341633,295200.0,,,,,,,,705872.0,,0,255.0,,,0.386067166250347,,,65100.0,0,,ISO 14000,36.0,0,1,,,,0.188722690517362,0.077791673627133,,1,,23800000,0,1,,0.01151298710094,,0
GD.N,0,0,0,1,0,,,,,,,,1.41179213144025,,,,0,0,0,0,1,0,0,,,,,,,0.175565949479463,,,,,,,Reported,,,1,1,0.351409648032076,97509.0,,,,,,,,716181.0,,0,,,,0.67,,,13848.0,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
SBAC.OQ,0,0,0,0,1,,,,,,,,0.017466183956511,,,0.000254811702283,0,0,0,0,0,0,1,,,,,,,,,0.000261761112346,,,,,Reported,,11.3,,0,,,,,,,,,,32100.0,,0,11.0,,,0.076923076923077,,,,1,,Both,,1,0,,,,,,,0,,,0,1,,,,0
MPWR.OQ,0,0,0,1,0,,,,,,,,0.024487840109073,,,,0,0,0,1,1,0,0,,,,,,,0.000242223892678,,,,,,,Reported,,,0,0,0.004008632287611,731.0,,,,,,,,33261.0,,0,,,,0.96,,,7.3,0,,ISO 14000,,0,0,,,,,,,1,,,0,1,,,,0
COP.N,0,0,0,1,1,,,,,,,,4.07257148962781,0.000788126124612,,0.01650177257812,1,1,1,0,1,0,1,,,,,,,,,0.29648205097039,0.601835102971299,5.414793046e-06,,,Reported,,48528.0,1,0,,,,,0.001643437714985,,,,,16068000.0,,0,2701.0,,,0.398304220247346,,,,0,,ISO 14000,,0,1,,160,,0.618238336688154,1.25497490254032,0.002038372359671,1,0.88629,944000000,1,1,,0.034410273396693,1.1291181492e-05,0
ORCL.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,0.004479020265195,,,,,,,Reported,,,,0,0.034523891400479,,,,,,,,,429577.0,,0,,,,,,,1397.4926,0,,ISO 14000,100.0,1,,,,,,,,1,,,0,1,,,,0
AMP.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,26236.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
NXPI.OQ,0,0,0,1,1,,,,,,,,0.324090687808223,,2.0748767685e-05,1.0862340547e-05,0,1,1,1,0,0,1,,,,,,,0.117968624975403,,0.000478678455036,0.00117996417292,,,,Reported,1.467,33.844,0,0,0.628256628502561,14573.447,,,,,,,,901278.0,,1,0.768,,,0.856470678289978,,,8340.735,1,,ISO 14000,100.0,0,1,,,,0.002549261825851,0.006284046399518,,0,0.0,90000000,0,1,0.000110500150648,5.7848749623e-05,,0
CPRT.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,93000.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,1,0,,,,0
TXT.N,0,0,0,0,0,,,,,,,,2.88384621363021,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,583134.0,,0,,,,0.56396926168685,,,,0,,ISO 14000,,0,1,74000000,,,,,,0,,9000000,0,1,,,,0
T.N,0,0,0,1,1,,,,,,,,0.651562799607221,,0.164314822038123,,0,0,1,1,1,0,1,,,,,,,0.000118605984658,,,,,,,Reported,44928.0,,,0,0.000264890384553,178122.0,,,,,,,,5459860.0,,0,,,,0.353406872902347,,,32.43,1,,Both,,0,1,,,,,,,1,,,1,1,,,,0
MTCH.OQ,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,888.2,,0,,,,,,,,0,,ISO 14000,,0,,,,,,,,1,,,0,0,,,,0
NDAQ.OQ,0,0,0,1,1,,,,,,,,0.013107561154221,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,466.0,,,,,,,,17111.0,,0,,,,0.476394849785408,,,0.0,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
FFIV.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,8455.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
LEN.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,44579.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
CDNS.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,33501.0,,0,,,,,,,,1,,ISO 14000,,0,,,,,,,,1,,,1,1,,,,0
NVDA.OQ,0,0,0,1,0,,,,,,,,0.001610115027855,,,2.74939599e-07,0,0,0,1,1,0,0,,,,,,,8.9355369742e-05,,,3.26490774e-07,,,,Reported,,,0,0,0.001932079958386,885.0,,,,,,,,138181.0,,0,0.16,,,0.561366104589114,,,52.0,1,,ISO 14000,,1,1,,,,,7.059522925e-06,,0,,366000,1,1,,5.94486141e-06,,0
WELL.N,0,0,0,1,1,,,,,,,,0.706779564348652,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,594891.0,,0,,,,0.274408888619781,,,,0,,No,,0,1,,,,,,,0,,,1,1,,,,0
PLD.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,6498.0,,0,,,,,,,,0,,ISO 14000,,0,0,209935000,,,,,,0,,,0,1,,,,0
ROST.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,254803.0,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,0,,,,0
MRK.N,0,0,0,1,0,,,,,,,,0.267041437695375,,,9.2930792041e-05,0,1,1,1,1,0,0,,,,,,,0.155546918816477,,0.001147214605198,0.001060692833297,,,,Reported,,358.0,1,0,0.818784474469915,34793.0,,,,,,,,1064400.0,,1,29.0,,,0.800079200316801,,,48540.0,0,,ISO 14000,,1,1,39000000,6693,,0.006038830693453,0.00558338815512,0.112899144780122,0,,4000000,1,1,,0.000489179022654,,0
