Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
CTRA.N,0,0,0,0,1,,,,,,,,,,,0.003150825939704,0,0,1,0,1,0,1,,,,,,,,6.26588073785741,4.01906382879489,0.185250030984367,,,,Reported,,86738.0,1,0,,,,,,,,,,1715560.0,135228,0,68.0,,,,,,,0,,No,,0,0,,,14.9406695392774,9.58325046956137,0.441719147055574,,0,0.0,,0,1,,0.00751298199094,0.0,0
ON.OQ,0,0,0,1,0,,,,,,,,0.856964403116173,,,,0,0,0,0,1,0,0,,,,,,,0.296960982104666,,,,,,,Reported,,,0,0,1.07780259902477,16923.0,,,,,,,,1583040.0,,0,,,,0.720508166969147,,,8974.0,1,,ISO 14000,95.0,1,0,,,,,,,1,,,0,1,,,,0
AIG.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,39212.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
AIZ.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,14952.0,,0,,,,,,,,1,,ISO 14000,33.33,1,1,,,,,,,0,,,1,0,,,,0
CARR.N,0,0,0,1,0,,,,,,,,1.66211639202221,,,,0,0,0,1,0,0,0,,,,,,,0.053555327580214,,,,,,,Reported,,,1,1,0.135238315594632,70223.0,,,,,,,,437226.0,,0,,,,0.884731467317154,,,2338.0,0,,ISO 14000,,0,1,,,,,,,1,,,1,0,,,,0
EVRG.OQ,0,0,0,1,1,,,,,,,,12.8040899892566,,,0.136376013415834,0,0,0,0,0,0,1,,,,,,,9.044001995e-05,,0.454084266830837,,,,,Reported,,12050.0,0,0,0.000409619224796,339778.772,,,,,,,,27598200.0,,0,3619.0,,,,,,2.4,1,,No,,1,1,,,,2.05662985782799,,,1,,,1,1,,0.617671656056391,,0
SMCI.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,11133.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
COST.OQ,0,0,0,1,1,,,,,,,,5.88537862780133,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2879480.0,,0,,,,0.805000000000716,,,,0,,No,,1,,,,,,,,1,,,0,1,,,,0
MCO.N,0,0,0,1,1,,,,,,,,0.008190821011039,,,,0,0,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,8506.0,,0,,,,0.666666666666667,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
DIS.N,0,0,0,1,1,,,,,,,,0.920752607553982,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1603780.0,,0,,,,,,,,0,,No,,0,,,,,,,,1,,,1,1,,,,0
LULU.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,22699.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
PAYX.OQ,0,0,0,1,1,,,,,,,,0.005137739961251,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,6036.48,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,0,,,,0
WSM.N,0,0,0,0,0,,,,,,,,7.53155029585382,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,82436.0,,0,,,,0.434318497096236,,,,0,,No,,0,,,,,,,,1,,,1,1,,,,0
AMD.OQ,0,0,0,1,1,,,,,,,,0.007562166352756,,,,0,0,0,0,0,1,1,,,,,,,0.000224341152616,,,,,,,Reported,,,0,0,0.001016906063302,785.0,,,,,,,,82624.0,,0,,,,0.783683559950556,,,24.0,1,,ISO 14000,100.0,1,0,3900000,0,,,,0.0,1,,,0,1,,,,0
REG.OQ,0,0,0,1,1,,,,,,,,8.03414305668808,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,116519.0,,,,,,,,25235.0,,0,,,,0.292690462499678,,,0.0,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
DHI.N,0,0,0,1,0,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,123387.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TTD.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,2941.03,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
TRV.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,38150.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
MOS.N,0,0,0,1,0,,,,,,,,14541.7174565908,0.192748443031937,,0.839414367397374,1,1,0,0,1,1,0,,,,,,,0.314605845439144,,0.154134308024982,0.012352226775521,,,,Reported,,2870.0,0,0,0.306297450484178,270762731.0,,,0.187658168280593,,,,,4389340.0,,0,15630.0,,,0.000358239485452,,,5858.0,0,,No,,0,1,185500000,30000,,0.150063790182586,0.01202601802857,1.56861104720474,1,,450000000,0,1,,0.817246355593667,,0
WDC.OQ,0,0,0,0,1,,,,,,,,1.14044078186471,,,,0,0,0,0,0,0,1,,,,,,,0.568906116782918,,,,,,,Reported,,,0,0,0.624205821316448,11784.9,,,,,,,,1067170.0,,0,,,,0.658,,,11730.7,1,,ISO 14000,100.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
VTR.N,0,0,0,1,1,,,,,,,,2.01542702005982,,,,1,0,1,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,61214.13,,,,,,,,418795.0,,0,,,,0.003558492132454,,,0.0,0,,ISO 14000,,0,1,,,,,,,0,,,1,1,,,,0
IVZ.N,0,0,0,1,0,,,,,,,,0.012785999987579,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,10130.0,,0,,,,0.721428571428571,,,,1,,ISO 14000,79.0,0,0,,,,,,,1,,,0,1,,,,0
ZBRA.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,12800.0,,0,,,,,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
AMAT.OQ,0,0,0,1,1,,,,,,,,0.236575095664476,,,,0,0,0,0,1,1,1,,,,,,,0.006035078971033,,,,,,,Reported,,,0,0,0.019391118867559,19100.0,,,,,,,,209936.0,,0,,,,0.719387755102041,,,500.0,0,,ISO 14000,15.83333,1,1,,,,,,,1,,,1,1,,,,0
STX.OQ,0,0,0,1,1,,,,,,,,1.56113575266825,,,,0,0,0,0,0,0,0,,,,,,,0.493568195414826,,,,,,,Reported,0.0,,0,0,0.867249807049138,21874.0,,,,,,,,1048280.0,,0,,,,0.86051520930378,,,10113.0,1,,ISO 14000,100.0,0,0,,,,,,,0,,,0,0,0.0,,,0
FDS.N,0,0,0,1,0,,,,,,,,0.151188778185432,,,0.00078088895476,0,0,0,0,0,0,0,,,,,,,,,0.001258098871557,,,,,Reported,,23.2,0,0,,,,,,,,,,9952.0,,0,14.4,,,0.047345767575323,,,,1,,No,,1,0,,,,0.012582081813902,,,1,,,0,0,,0.007809568022422,,0
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,197232.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
DELL.N,0,1,0,1,0,,,,,,,,,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,14224.0,,,,,,,,383200.0,,0,,,,,,,,1,,ISO 14000,100.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
VRSN.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,3160.27,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,0,,,,0
TECH.OQ,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17566.0,,0,,,,,,,,1,,ISO 14000,7.89474,1,,,,,,,,1,,,0,0,,,,0
NVR.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,38441.4,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBL.N,0,0,0,1,0,,,,,,,,11.3312500026937,,,,0,1,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1840010.0,,0,,,,0.740808680420397,,,,1,,ISO 14000,48.0,0,0,,,,,,,1,0.0,,0,1,,,,0
XYZ.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,11936.3,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
LOW.N,0,0,0,1,1,,,,,,,,3.72848922134947,,,,0,0,0,0,0,0,1,,,,,,,0.00669703019647,,,,,,,Reported,,,,0,0.012675324675325,678000.0,,,,,,,,1553000.0,,0,,,,0.307705897941757,,,1220.0,0,,No,,0,,,,,,,,0,,,0,1,,,,0
BSX.N,0,0,0,0,1,,,,,,,,0.173531971797912,,,,0,0,0,1,0,0,1,,,,,,,0.014280387534362,,,,,,,Reported,,,,0,0.084686957893077,11977.0,,,,,,,,179304.0,,0,,,,0.855490000766225,,,1074.0,1,,ISO 14000,,0,1,,0,,,,0.0,1,,,1,0,,,,0
SYY.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,CO2,,,,0,,,,,,,,,,1400760.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,1,,,,0
FCX.N,0,0,0,1,1,,,,,,,,10046.734642045,,1.34679349e-07,0.092928750678456,1,1,1,0,1,1,1,,,,,,,4458.32550026681,,0.6693563635825,0.05656532649993,,,,Reported,0.01,49700.0,0,0,14531.7208077261,414941800.0,,,,,,,,7809230.0,,0,6900.0,,,0.000179496776297,,,331032600.0,1,,Both,100.0,0,1,1700000000,24301,,2.18173836698859,0.184372256365233,1.06676909569798,1,,400000000,0,1,4.38981563e-07,0.302897278314311,,0
MAS.N,0,0,0,1,0,,,,,,,,3.28435684820125,,,,0,0,0,0,0,0,0,,,,,,,0.197061410892075,,,,,,,Reported,,,0,0,0.315898617511521,42958.0,,,,,,,,129000.0,,0,,,,,,,2742.0,0,,ISO 14000,20.0,1,0,,,,,,,1,,,0,0,,,,0
BEN.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,32603.0,,0,,,,,,,,1,,No,,1,1,,,,,,,1,,,1,1,,,,0
META.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3988550.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
PAYC.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,10180.0,,0,,,,,,,,1,,No,,1,,,,,,,,1,,,0,1,,,,0
EXPE.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,16967.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
RJF.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,39736.8,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
CL.N,0,0,0,1,1,,,,,,,,2.39866538338413,,,,0,0,0,1,0,0,1,,,,,,,0.013510714908133,,0.00250741796913,,,,,Reported,,188.0,1,1,0.056381143206991,178833.0,,,,,,,,564700.0,,1,,,,0.36,,,1013.0,0,,Both,,0,1,,5000,,0.010463627762008,,0.278287972393833,1,,,1,1,,,,0
VICI.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2577.0,,0,,,,,,,,1,,No,,0,1,,,,,,,0,,,1,1,,,,0
UNH.N,0,0,0,1,0,,,,,,,,0.178119892027756,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,517249.0,,0,,,,0.125716056664701,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
ARE.N,0,0,0,1,1,,,,,,,,0.450054351403742,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,17000.0,,,,,,,,310130.0,,0,,,,0.672,,,,0,,No,,1,1,,,,,,,0,,,1,0,,,,0
GEN.OQ,0,0,0,1,1,,,,,,,,0.175003437808181,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,12586.0,,0,,,,0.901441600470727,,,,1,,No,,1,,,0,,,,0.0,1,,,0,1,,,,0
LLY.N,0,0,0,1,1,,,,,,,,0.33793317815834,,,,0,0,0,1,0,0,1,,,,,,,0.060443332678728,,,,,,,Reported,,,0,0,0.770810121437631,101000.0,,,,,,,,586000.0,,0,,,,0.902439024390244,,,22000.0,0,,ISO 14000,,0,0,,1375,,,,0.048175632589852,0,0.0,,0,1,,,,0
DAY.N,0,0,0,0,1,,,,,,,,0.017969515671585,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5774.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
GRMN.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,148193.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,1,,,0,1,,,,0
PODD.OQ,0,0,0,1,1,,,,,,,,0.043713488442325,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5011.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
ISRG.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,28702.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
AVB.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,89951.0,,,,,,,,64914.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,7470000,1,1,,,,0
TPR.N,0,0,0,1,0,,,,,,,,0.665573415180006,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,48274.0,,0,,,,0.73,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
CBRE.N,0,0,0,1,1,,,,,,,,0.029662141097844,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,89413.0,,0,,,,0.330456226880395,,,,1,,ISO 14000,87.80488,1,,,0,,,,0.0,0,,,0,1,,,,0
CINF.OQ,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,24006.0,,0,,,,,,,,1,,No,,1,0,92000000,,,,,,0,,,0,0,,,,0
WMB.N,0,1,0,1,1,,,,,,,,,,,0.007106778585721,0,0,1,0,1,0,1,,,,,,,,2.39053120882339,0.451051681225904,0.131887169977063,1.015689815e-05,,,Reported,,29576.0,1,0,,,,,,,,,,13870000.0,156750,1,466.0,,,,,,,1,,No,,0,1,,27893,,2.69730962152303,,2.54382124943,1,0.666,5000000,1,1,,0.04249886000912,6.073871409e-05,0
EA.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,31900.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
TMUS.OQ,0,0,0,0,0,,,,,,,,0.223366798621587,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3068940.0,,0,,,,0.78109524362935,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
CB.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,59133.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
TXN.OQ,0,0,0,1,0,,,,,,,,0.308228936360024,,,,0,0,1,0,0,0,0,,,,,,,0.076888660066829,,0.000602581237242,0.00090040584791,,,,Reported,,95.62,1,0,0.609197124026363,36710.0,,,,,,,,2497670.0,,1,,,,0.927316963464251,,,12201.0,1,,ISO 14000,,1,1,,,,0.004774315957659,0.007134012382664,,1,,,1,1,,,,0
MDLZ.OQ,0,0,0,1,0,,,,,,,,2.41252463004157,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1625090.0,,0,,,,,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
BRO.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,8485.05,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BALL.N,0,0,0,1,1,,,,,,,,2.68300551954118,,,6.5904950654e-05,0,0,0,0,0,0,0,,,,,,,1.01100441063632,,0.011009122438871,0.272045151423122,,,,Reported,,294.0,1,1,2.2383518487813,43806.0,,,,,,,,1125700.0,,1,1.76,,,0.891360781577111,,,26999.0,0,,ISO 14000,90.0,0,1,,0,,0.024374067318853,0.602304758746476,,0,,,1,1,,0.00014591278395,,0
