Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
REL.L,True,True,False,True,True,True,False,True,False,1.0,34629,1071,False,True,True,True,True,True,True,True,True,True,True,False,False,False,,105.613523743978,,3.37014925373134,35700,,15.5,0.0,,False,False,50.0,,44.0,100,True,False,,,0.1,0.1,,0.1,7,,7,,,,,0.085,,0.085,128.52,128.52,,True,11.204,400000.0,12439668,434.556769747899,True,True,False,False,,,,,,,True,,,13.1,2.4,,7.0,27.0,,,,,,19.0,,,,,,
SMIN.L,True,False,False,True,False,True,False,False,True,,15250,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,92.0,30.0408602150538,823000000,4.81099656357389,,,,0.0,,False,False,28.0,,24.0,,False,False,,,2.7,2.7,,2.7,82,,82,,0,0,,1.2,,1.2,,,,False,,,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BAB.L,,,,,,,,,,,32409,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,10.9268509615385,,-5.29222676797194,29137,,,0.0,,False,False,19.0,,21.0,,True,False,,,4.45,4.45,,4.45,259,,259,,2,,,2.6,,2.6,,,,False,7.0,177000.0,,,False,True,True,False,,,,,,,False,,87.5,,,,,,,,,,,,,,,,,
AZN.L,False,False,False,False,False,False,False,False,False,,83500,,True,True,True,False,True,True,True,True,True,True,True,False,False,True,87.0,134.227340547221,,0.481347773766538,83500,,18.9,0.0,,False,False,52.9,,45.5,100,True,False,,,0.69,,,0.69,,,115,0.34,0,0,,,1.24,0.29,,,,True,20.6,2348892.0,37700000,451.497005988024,True,True,False,False,,,,,,,True,,,10.7,8.2,13.0,,35.7,,,,,,,,,,,,
HSBA.L,False,False,False,False,False,False,False,False,False,2.74117,219199,,True,True,True,True,True,True,True,True,True,False,True,False,False,False,74.0,81.9223406392601,,-0.226675830803336,223770,,17.4,0.088992911714582,200,True,False,51.8,46.1,37.3,100,True,False,8.2,,0.35,,,0.35,,,157,,,,8.850405339e-06,,,0.01564,,485.0,,False,28.8,6444576.0,109199760,498.176360293614,False,True,False,False,,,,,,,True,,,14.1,3.3,,,42.1,35.5,0.9,3.1,57.9,2.6,27.1,20.8,1.0,2.2,72.9,3.1,85.8
CTEC.L,False,False,False,False,False,True,False,False,False,3.36,10028,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,82.6620225141095,648500000,0.02992518703242,10036,,28.1,0.0,,False,False,62.0,56.7806,38.0,,True,False,,,,,,,,,,,0,0,,1.0,,,,,,False,,,,,True,True,False,False,,,,,,,True,,95.06,,,,,,,,,,,,,,,,,
WPP.L,False,False,False,True,False,True,False,False,False,,115473,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,94.4905074824267,,5.56855789800881,113950,4.0,,0.0,,False,False,56.0,,54.0,100,True,False,,,,,,,,,,,0,,,1.39,,1.39,,,,False,,,31300000,327.90011517844,True,True,True,False,,,,,,,True,,77.3,,,,,34.8,,,,,,28.9,,,,,,
FRES.L,,,,,,,,,,,7359,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,44.0536931294898,127530000,27.8047933310177,7359,79.16837,10.0,0.0,,False,False,11.01,,5.29,,False,False,,198693,10.42,10.42,,,419,,,0.47226,,,,5.76,,,,,,False,71.0,522489.0,,,True,True,True,False,,,,,,,False,,102.28,6.44,3.56,57.0,,,,,,,,,,,,,,
AAF.L,,,,,,,,,,,3525,,False,True,True,False,True,True,True,True,True,True,True,False,False,False,,45.3507272727273,,4.81712756467441,3526,,6.6,0.0,,False,False,26.0,,19.0,,True,False,,,,,,,,,,,,,,,,,,,,True,,,,,True,True,False,False,,,,,,,False,,,6.6,,,,,,,,,,,,,,,,
HWDN.L,False,False,False,True,False,True,True,True,False,,12000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,45.6273033167762,624000000,9.09090909090908,12000,,,0.0,,False,False,29.12637,,36.84211,,False,False,,,,,,,,,,,,,0.002096,0.7,,0.7,6288.0,6288.0,,False,,,,,False,False,True,False,,,,,,,False,,91.7,,,100.0,,,,,,,,,,,,,,
SGRO.L,True,True,False,False,False,True,False,True,True,2.0,372,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,26.2090909090909,,6.28571428571429,385,,10.0,0.0,,False,False,50.0,,34.0,,True,False,,,0.65,0.65,,0.65,1,,1,,0,,,,,,,,,False,12.094,4656.0,,,False,True,True,False,,,,,,,False,,53.8,7.0,3.0,,,,,,,,,,,,,,,74.7
SJP.L,False,False,False,False,False,False,False,False,False,,2770,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,,33.9483659323367,,3.62888140665918,2770,,,0.0,,False,False,51.51625,,27.63975,,True,False,12.4,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,65.2,,,,,6.3,,,,,,,,,,,,
TW.L,True,True,True,True,False,True,True,True,False,,5236,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,93.0,24.8461848341232,,-2.27696901829041,5232,,17.7,0.0,,False,False,33.0,,30.0,,True,False,,,,,,,,,,,0,0,,,0.9,1.0,,,,False,,,,,False,True,True,False,,,,,,,True,,102.0,17.7,,,,5.0,2.11,1.53,,86.64,9.72,,,,,,,
AHT.L,True,True,True,True,False,True,False,True,True,,21752,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,113.396142019776,,15.5423350685223,21759,,22.0,0.0,,False,False,12.0,,21.0,,False,False,,,4.94048,4.94048,,4.94048,215,,215,,,,,2.22896,,2.22896,,,,False,,,,,True,True,False,False,,,,,,,False,,95.0,19.0,3.0,,,31.0,,,,,,,,,,,,
HLMA.L,False,False,True,False,False,True,False,True,False,,7257,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,78.0,59.9534361353712,,-0.384351407000683,7035,,,0.0,,False,False,42.0,,27.0,,False,False,,,15.06752,15.06752,,15.068,212,,212,,0,,2.3150062009e-05,0.2,,0.2,42.0,42.0,,False,,,,,True,True,False,False,,,,,,,True,,74.0,,,16.0,,,,,,,,,,,,,,
III.L,,,,,,,,,,,234,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,16.1090526315789,,-3.30578512396694,234,0.0,7.0,0.0,,False,False,39.31624,12.5,20.513,,True,False,,,0.0,0.0,,0.0,0,,0,0.0,0,,0.0,0.0,,0.0,0.0,0.0,,False,,,,,True,True,False,False,,,,,,,False,,,7.0,,,,,,,,,,,,,,,,
HIK.L,,,,,,,,,,,8703,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,79.2280515951973,,0.253427024536346,8591,,13.0,0.0,,False,False,35.0,,,,False,False,,,,,,,,,,,0,,,1.37,,1.37,,,,True,7.6,65291.6,,,True,True,False,False,,,,,,,True,,,13.0,,,,,,,,,,,,,,,,
CNA.L,True,True,False,False,True,True,True,True,False,11.0,19954,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,73.0,61.4917364447495,,1.26877791311408,20406,73.0,14.0,0.0,,False,False,30.0,,33.0,,True,False,3.0,,5.6,5.6,,,229,,,,1,0,,3.35,,,,,,False,,,,,True,False,True,False,,,,,,,False,,85.0,3.0,11.0,,,14.0,,,,,,9.0,,,,,,97.0
MNG.L,,,,,,,,,,,5587,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,75.0,34.2098659370725,665000000,-6.27411508136219,5587,,,0.0,,False,False,45.0,,36.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,1,,,,,False,,70.7,,,,,11.0,,11.0,,89.0,,11.6,,11.6,,88.4,,94.3
BKGH.L,True,True,True,True,False,True,False,True,True,,2911,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,83.4099501246883,,10.8108108108108,3030,,,0.0,,False,False,37.0,,60.0,,True,False,,24165,0.36,0.36,,,2,,,,0,0,,,,,,,,False,,,,,True,False,True,False,,,,,,,False,,65.4,,,,,,,,,,,,,,,,,
NG.L,True,True,False,False,True,True,False,True,True,6.20725,23683,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,81.0,74.0422274969174,2915000000,2.66158047596341,23537,54.0,6.6,0.0,,False,False,24.7,27.1,34.8,100,True,False,,,,,,,,,,,1,1,,1.0,,,,,,False,32.984,776336.0,,,True,True,True,False,,,,,,,True,,101.6,5.4,1.2,,,19.5,,,,,,,,,,,,
RKT.L,False,True,False,False,True,True,False,True,False,20.27,51812,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,76.0,122.91766563289,,-0.916027614694692,37453,,21.0,0.0,,True,False,44.0,49.66816,50.0,95,True,True,,,1.5,1.5,,,128,,,,2,0,4.786535938e-06,0.7,,,62.0,,,True,,,,,False,True,True,False,,,,,,,True,,97.6,,,96.55,,,,,,,,,,,,,,
WEIR.L,True,True,True,False,False,True,False,False,True,,12627,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,52.4453228897338,525000000,5.2776388194097,12000,,10.2,0.0,,False,False,17.0,,24.5283,,False,False,,,2.05,2.05,,2.05,49,,49,,0,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,109.0,10.2,,74.0,,,,,,,,,,,,,,
IMI.L,,,,,,,,,,,10100,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,77.0,67.6735725113694,,-6.2731997030438,10826,,,0.0,,False,False,38.0,,21.0,,True,False,,,2.8,2.8,,2.8,61,,61,,0,,,1.062,,1.06226,,,,False,,,,,True,True,False,False,,,,,,,False,,82.2,,,28.0,,,,,,,,,,,,,,
MRON.L,False,False,False,True,False,True,False,True,False,11.63,38772,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,46.6948075024679,,-4.85398773006135,43787,57.0,12.0,0.0,,False,False,20.0,,,,False,False,,,,,,,,,,,0,0,0.000640259610028,,,0.35,,6206.0364,,False,17.0,741512.0,8138788,253.933040431239,True,True,False,False,,,,,,,True,,89.6,12.0,,76.0,,,,,,,,,,,,,,
HSX.L,False,True,False,False,False,False,False,False,False,,3000,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,64.0,15.8375585480094,,0.0,,,,0.0,,False,False,50.0,,,95,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,80.9,,,,,,,,,,,,,,,,,
CPG.L,True,True,False,True,True,True,True,True,True,,513707,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,80.0,123.319613089696,,7.45434768966888,,,35.0,0.0,,True,False,57.0,,37.0,80,False,False,,,8.88,8.88,,8.88,7842,,7842,,,,,2.27,,2.27,,,,False,,,,,False,True,True,False,,,,,,,True,,,35.0,,,,,,,,,,,,,,,,
AUTOA.L,,,,,,,,,,,909,,False,True,True,False,True,True,True,True,False,True,False,False,False,False,93.0,7.9518530884808,,-0.438116100766706,909,,,0.0,,False,False,39.0,,34.0,,True,False,,,,,,,,,,,0,,,,,,,,,False,22.526,20476.134,249000,377.444554455446,False,True,False,False,,,,,,,True,,84.1,,,,,11.0,,,,,,6.0,,,,,,14.8
AV.L,,,,,,,,,,,22062,,False,True,True,True,True,True,True,True,True,False,True,False,False,False,72.0,71.9465005417118,1839000000,-1.73266224221639,21207,,10.0,0.0,,False,False,51.4,,33.7,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,75.7,10.0,,,10.9,,,,,,,,,,,,,120.1
ENT.L,,,,,,,,,,,25554,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,78.0,241.639405630865,579300000,8.40368217876384,25554,,32.0,0.0,,False,False,45.0,,38.0,,True,True,,,2.28927,2.28927,,2.28927,117,,117,,,,,,,,,,,False,10.5,268317.0,2600000,137.651248336855,True,True,False,False,,,,,,,False,,84.0,25.0,7.0,,,,,,,,,,,,,,,
DGE.L,True,True,True,True,True,True,True,True,True,5.05,28558,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,82.0,114.862623342002,2068000000,2.78947557859122,27987,47.1,17.1,0.0,,False,False,36.18466,43.05838,44.0,100,True,True,,,1.09,,,1.09,,,61,,0,0,0.000126930325653,,,0.46,,906.21906,,True,21.7,607317.9,,,False,True,True,False,,,,,,,True,,112.4,11.6,5.5,,,,,,,,,41.0,,,,,,
GAW.L,False,False,False,True,False,True,False,False,False,,941,65,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,13.5254508611955,,0.965665236051505,2643,,,0.0,,False,False,23.11767,,,,False,False,,,3.78358,3.78358,,3.78358,20,,20,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,89.1,,,,,,,,,,,,,,,,,
INF.L,False,False,False,False,False,False,False,False,False,16.41,10781,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,79.0,59.3114300911773,,7.33771405814416,11105,,19.0,0.0,,False,False,59.0,,55.0,90,True,False,,,,,,,,,,,,,,,,,,,,False,7.67,85175.35,2760000,309.690381226231,False,True,True,False,,,,,,,True,,74.6,15.0,4.0,,,,,,,,,,,,,,,
UU.L,,,,,,,,,,,5302,,False,True,True,True,True,True,True,True,True,False,True,True,True,True,84.0,107.910337423313,,0.664514904119984,5451,45.0,,0.0,,False,False,34.0,44.0,15.15152,,True,True,1.91,,,,,,,,,,0,0,,3.30855,2.75,3.87,,,,False,35.52,193619.52,,,False,True,True,False,,,,,,,False,,89.3,,,,,,,,,,,,,,,,,
PSHP.L,,,,,,,,,,,,,False,,False,False,,False,False,True,False,False,False,False,False,False,,,,,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
HLN.L,False,False,False,False,False,True,False,False,False,,21000,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,80.0,,,-7.89473684210526,24622,,,0.0,,False,False,47.05954,,43.60136,,False,False,,,0.17,0.17,,0.17,8,,8,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,94.7,,,,,,,,,,,,,,,,,
WTB.L,False,False,False,True,False,True,True,True,True,,34328,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,5.61486632003201,36984,,50.9,10.5876124933827,3000,False,False,65.0,,42.0,,True,False,7.0,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,90.2,47.0,3.9,,,15.0,6.0,4.0,,85.0,5.0,10.0,,,,,,102.57
PRU.L,True,True,False,False,False,True,False,False,False,,14681,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,1.34612729531962,14681,,,0.0,,False,False,56.96478,,35.45455,,True,False,,,,,,,,,,,0,,1.1715823173e-05,1.021,,1.021,43.0,43.0,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
MKS.L,,,,,,,,,,,69577,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,82.0,103.713631357553,,-7.85113568637839,,,,0.0,0,False,False,70.0332,,57.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,1,,,,True,,87.5,,,,,,,,,,,8.0,,,,,,
IMB.L,False,False,True,True,False,True,True,True,False,,25700,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,74.0,167.240478905359,,-15.1815181518152,,56.0,30.0,0.0,,False,False,40.0,38.0,29.0,,True,False,,,11.2,11.2,,,522,,,,0,0,,1.2,,,,,,False,,,,,False,True,False,False,,,,,,,True,,78.8,,,71.0,,,,,,,,,,,,,,
EXPN.L,,,,,,,,,,,17608,454,False,True,True,False,True,True,True,True,True,True,True,False,False,False,,99.0569716030534,,3.04307116104869,17835,,16.5,0.0,,False,False,44.0,,35.0,100,True,False,,,0.28035,0.28035,,0.28035,10,,10,,,,3.7937301227e-05,0.2,,0.2,167.0,167.0,,False,,,,,True,True,False,False,,,,,,,True,,80.71,10.1,6.3,,,37.4,18.8,7.9,8.6,62.6,2.1,,,,,,,
GSK.L,False,True,False,False,True,True,False,True,False,,69400,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,81.0,76.2561029507344,,-22.9710530989167,69400,35.0,13.3,0.0,,True,True,47.0,,51.0,100,True,True,,,1.45578,1.45578,,,214,,,,0,0,,1.0,,,,,,True,,,,,True,True,True,True,1,,,,,,True,,,7.3,6.0,,,19.3,13.3,2.7,,80.7,3.3,23.2,16.5,3.1,,76.8,3.6,99.04
LAND.L,,,,,,,,,,,530,6,False,True,True,True,True,True,False,True,True,True,True,True,False,True,76.0,26.9848275862069,,-6.69014084507042,579,,13.7,0.0,,False,False,51.6,51.13636,52.2,,True,True,4.0,,12.08981,,,12.08981,101,87,14,0.0,0,0,,,,,,,,False,6.6,3821.4,,,True,True,True,False,,,,,,,True,,63.4,6.0,7.7,,,17.0,,,,,,19.5,,,,,,
BEZG.L,,,,,,,,,,,1617,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,86.0,,,4.32258064516129,,,,0.0,,False,False,,,38.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,False,False,False,,,,,,,True,,73.7,,,,,23.0,,,,,,,,,,,,
BP.L,False,True,True,False,False,True,True,True,True,,67600,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,70.0,86.0744436674817,9587000000,2.57966616084977,67600,,24.0,0.0,,False,True,39.0,46.98906,34.0,100,True,True,,,0.935,0.935,0.98,0.865,215,135,80,,2,2,4.615384615e-06,0.34,0.29,0.41,78.0,38.0,40,False,,,,,True,True,False,True,4,,1,,,,True,,85.1,,,,,19.0,,,,,,18.0,,,,,,
JD.L,False,False,False,True,False,True,True,True,False,,34885,,False,True,True,True,True,True,True,True,False,True,True,False,True,False,,223.251224536507,,8.12025414535875,56250,,,0.0,,False,False,49.0,,25.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,True,1,,,,,,False,,92.43,,,,,,,,,,,,,,,,,
ABF.L,False,False,False,False,False,True,False,True,False,,132273,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,70.0,107.530610953058,,3.40937519544686,132273,,,0.0,,False,False,54.0,,36.0,,True,False,,,,,,,,,,,1,3,,1.33436,,,,,,False,,,,,False,True,True,False,,,,,,,False,,68.4,,,,,,,,,,,,,,,,,
AAL.L,True,True,True,False,False,True,False,False,True,42.73034,62000,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,90.0,100.138268277475,3900000000,0.0,62000,67.0,10.1,0.0,,True,False,24.0,,32.0,,False,False,,,2.19,2.19,1.88,2.24,564,,,0.04032,0,0,,1.4,1.15,1.56,,,,True,,,69000000,1112.90322580645,False,True,False,False,,,,,,,True,,,3.6,6.5,,,,,,,,,,,,,,,
ADML.L,False,False,False,False,False,False,False,False,False,,11335,,False,True,True,False,True,True,True,True,True,True,True,False,False,False,,926.906048859316,,5.68764568764568,,,,0.0,,False,False,50.0,,,,True,False,,,,,,,,,,,,,,,,,,,,False,81.818,900000.0,,,False,True,False,False,,,,,,,True,,86.2,,,,,,,,,,,,,,,,,
