Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
MNDI.L,False,False,True,False,False,True,False,True,False,,21200,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,79.0,81.2774821829856,,0.952380952380949,22240,,,0.0,,False,False,23.4,32.3,21.0,,True,True,,222711,3.4,3.4,2.25,4.2,224,60,164,,0,1,,,,,,,,True,25.0,566333.0,,,False,True,True,False,,,,,,,True,,,,,80,,,,,,,,,,,,,,
BATS.L,False,True,True,False,False,False,False,True,False,0.94,48989,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,84.0,103.203954786295,,4.84537185660781,48955,33.2,6.3,0.0,,False,False,34.0,37.8,44.4,100,True,True,,,0.74558,0.74558,,,73,,,0.0,0,1,,0.6,,,,,,True,18.0,881190.0,22176615.0,566.354957776236,False,True,True,False,,,,,,,True,,77.0,6.3,,,,,,,,,,,,,,,,
PSON.L,False,False,False,True,False,True,False,False,False,2.0,17024,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,83.2,197.024748405386,,-7.27668845315904,17116,,19.0,0.0,,True,False,59.0,61.0,51.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,False,True,True,,,,1,1,,True,,86.0,13.0,6.0,,,32.0,11.0,11.0,9.0,69.0,0.0,22.0,12.0,4.0,3.0,78.0,3.0,
PCT.L,False,False,False,False,False,False,False,False,False,,0,,False,,False,False,,False,False,False,False,False,False,False,False,False,,,,,0,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
SPX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSN.L,True,False,False,True,False,True,True,True,True,,4537,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,81.0,39.2636937292162,,-12.5144620131122,4731,,,0.0,,False,False,30.6,,33.0,,True,False,,,0.65,,,0.65,,,6,,,,,1.1,,,,,,False,25.95646,122800.01226,,,True,True,True,False,,,,,,,True,,78.7,,,,,3.1,,,,,,,,,,,,
RIO.L,False,False,True,True,False,True,False,True,True,7.51,59594,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,24.3782117647059,7055000000,4.23269318221569,60000,,8.8,0.0,,False,False,25.2,38.8,35.5,,True,False,,,1.85,1.85,2.05,1.6,,,192,1.455,5,,,1.15,,,,,,True,28.6,1716000.0,,,False,True,True,True,1,,2,,,,True,,99.0,,,,,,,,,,,42.0,,,,58.0,42.0,
CCH.L,False,True,True,True,True,True,True,True,True,10.32467,33000,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,88.0,172.478032989055,1297400000,0.917431192660545,33018,62.0,10.5,0.0,,True,False,27.0,39.0,40.6,,True,False,1.6,,2.25283,2.25283,1.96,2.3,175,23,152,0.0,1,1,,1.48043,1.31,1.52,,,,True,20.1,659353.0,12100000.0,379.61,True,True,True,True,1,,,,,,False,,137.0,7.5,3.0,100,,,,,,,,,,,,,,
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSE.L,False,True,False,False,False,False,False,False,True,4.8,12180,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,84.0,95.1652482269504,,13.2601822577646,12180,50.3,10.5,0.0,,False,False,30.0,,25.0,,True,False,8.9,,1.9,1.9,3.4,1.0,,,24,,0,1,,1.1,1.8,0.7,,,,False,19.8,241164.0,23200000.0,2349.14285714286,True,True,True,False,,,,,,,False,,87.9,7.0,3.5,,8.7,8.1,,,,,,,,,,,,
SMT.L,False,False,False,False,False,False,False,False,False,,0,,False,,False,False,,False,False,False,False,False,False,False,False,False,,,,,0,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
KGF.L,False,False,False,True,True,True,True,True,False,,82000,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,84.0,79.3868131868132,,0.0,78000,,40.5,0.0,,False,False,43.1,,38.9,,True,False,,,40.98718,40.98718,,40.98718,6394,,6394,,0,,0.002798926829268,,,,57378.0,57378.0,,False,32.231,2642927.0,,,True,True,True,False,,,,,,,True,,90.6,31.1,8.9,,,,,,,,,,,,,,,
LLOY.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWG.L,True,False,False,False,False,True,True,True,False,,59700,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,,72.5632110317656,,-3.08441558441559,59700,70.0,5.1,0.0,,True,False,48.0,42.0,43.0,,True,True,3.0,,3.7992,3.7992,,3.7992,450,,450,0.0,0,,,0.10131,,0.10131,,,,False,21.61,1290117.0,,,True,True,True,False,,,,,,,True,,71.9,5.1,,,,31.0,,,,,,13.2,,,,,,95.1
SDR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXT.L,False,False,False,True,False,True,False,False,False,,32324,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,89.7809306448039,,20.4501416008347,44048,,,0.0,,False,False,70.0,,43.0,,True,True,,,,,,,,,,,0,,,,,,,,,False,,,,,True,True,True,False,,,,,,,False,,68.8,,,,,,,,,,,,,,,,,
ITRK.L,True,False,False,False,False,True,False,False,True,,45000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,91.0,194.907531492897,1262000000,2.48701831101394,45000,,11.2,0.0,,False,False,35.0,,26.3,,True,False,,,2.1,2.1,,,189,,,,0,,,1.23333,,,,,,False,2.29562,103303.0,,,True,True,False,False,,,,,,,False,,81.0,11.2,,,,,,,,,,,,,,,,
BTRW.L,True,False,False,False,False,True,True,True,True,,6270,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,74.9,27.1500572519084,,-6.80737217598097,6270,,13.0,0.0,,False,False,32.0,,20.0,,True,False,,74296,1.51,1.51,,,19,,,,0,1,,,,,,,,False,32.8,205656.0,,,True,True,True,False,,,,,,,True,,92.2,12.0,1.0,100,,8.0,,,,,,3.0,,,,,,92.5
SHEL.L,False,True,True,True,False,True,True,True,True,1.36486,96000,,True,True,True,True,True,True,True,True,True,False,True,True,False,True,75.0,76.9186547725245,,-6.79611650485437,96000,,7.6,0.0,,False,True,35.0,37.0,35.0,100,True,False,,,1.1,1.1,,,501,,,0.6,0,2,,0.5,,,,,,True,22.0,2112000.0,,,False,True,True,True,2,,1,,,,True,,80.0,2.94573,4.65427,,,,,,,,,15.0,,,,,,
GLEN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOD.L,False,False,False,True,True,True,True,True,True,13.0,83186,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,75.0,70.6426170694381,,-14.1890428198595,96117,23.92917,16.0,1.05254294375211,1000,True,False,39.0,40.0,33.0,,True,False,,,0.1,0.1,1.27629,0.10274,40,21,19,,0,0,1.139614839e-05,0.095,,0.095,237.0,237.0,,False,20.0,1922340.0,28931217.0,376.969034528647,False,True,True,False,,,,,,,False,,89.6,12.0,4.0,,,,,,,,,18.0,,,,,,
BARC.L,False,True,False,False,False,True,False,False,True,,93000,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,85.0,109.46128059001,,0.649350649350655,92000,38.0,13.0,0.272727272727273,252,False,False,44.0,,,,True,True,,,,,,,,,,,,,,0.09,,0.09,,,,False,22.0,2024000.0,,,True,True,False,True,2,3,1,,,,True,,70.3,7.0,6.0,,,,,,,,,,,,,,,
FCIT.L,False,False,False,False,False,False,False,False,False,,0,,False,,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
UTG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPLM.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICGIN.L,False,False,False,False,False,False,False,False,False,,582,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,,14.3291710167511,,10.8571428571429,582,,16.8,0.0,,True,False,36.0,46.0,30.0,,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,65.6,,,,,34.0,14.0,3.0,,66.0,17.0,,,,,,,
BAES.L,False,True,True,False,False,True,False,False,False,,107400,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,135.596562905318,,7.61523046092185,107400,,,0.0,,False,False,24.0,,28.0,90,True,True,,,2.295,,,2.295,,,493,,0,0,,1.11,,,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
DCC.L,False,True,False,True,False,True,False,True,False,,16100,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,50.0285312615612,,4.54545454545454,16100,,25.0,0.0,,False,False,37.0,,20.0,,False,False,,,7.3,7.3,,,,,,,0,0,,4.85,,,,,,False,,,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
ULVR.L,False,False,False,True,False,True,True,True,False,,120040,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,79.0,93.1463424178896,,-6.21874999999999,120040,54.6,14.5,1.16843359791863,1500,False,False,37.0,,54.5,100,True,False,,,0.55,0.55,,,165,,,,0,1,9.8167277574e-05,,,,,2946.0,,True,,,,,False,True,True,True,,,1,1,,,True,,149.0,,,,,,,,,,,,,,,,,
EDV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSEG.L,True,True,False,True,False,True,False,True,False,,26251,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,74.0,92.7393818508535,,2.51093408309904,26279,13.0,13.5,0.777967947720554,200,False,False,42.0,44.0,35.0,,True,True,1.0,,,,,,27,,,,0,0,,,,,,,,True,34.0,893486.0,5700000.0,271.657079730296,True,True,False,False,,,,,,,True,,71.0,8.3,5.2,,,33.0,,,,,,26.0,,,,,,85.5
TSCO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEN.L,True,False,False,False,False,True,False,False,True,2.8,11876,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,80.0,95.8698945760122,,-0.669120107059218,10799,81.0,20.54059,0.0,,False,False,48.8,53.0,38.5,,True,True,,,,,,,93,,,,0,0,,,,,,,,False,,,4450000.0,468.79378578646,False,True,False,False,,,,,,,True,,76.7,6.0,14.54059,,,17.7,,,,82.3,17.7,18.3,,,,81.7,18.3,108.8
