Instrument,ESG Score Grade,ESG Combined Score Grade,ESG Score,ESG Combined Score,ESG Controversies Score,Social Pillar Score Grade,Governance Pillar Score Grade,Environmental Pillar Score Grade,Social Pillar Score,Governance Pillar Score,Environmental Pillar Score,Resource Use Score Grade,Emissions Score Grade,Environmental Innovation Score Grade,Workforce Score Grade,Human Rights Score Grade,Community Score Grade,Product Responsibility Score Grade,Management Score Grade,Shareholders Score Grade,CSR Strategy Score Grade,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
REL.L,A,A,86.3764253682371,86.3764253682371,100.0,A-,A+,A-,79.2052880611464,94.899512394927,78.5499553274015,A+,A+,B-,A+,A+,A+,C,A+,A,A+,99.1444866920152,99.9095840867993,52.4242424242424,99.2838541666667,95.5913978494624,96.5494791666667,34.2953020134228,97.8645066273932,84.6833578792342,95.398773006135
SMIN.L,B-,B-,57.7499360953669,57.7499360953669,100.0,B,B+,C,66.3405877399052,70.8627357084128,39.2750691931019,B+,C,D+,C+,A+,C+,B,B+,A+,B-,69.672131147541,36.8852459016393,19.047619047619,50.0,91.8181818181818,42.8571428571429,62.5,68.1148748159058,92.8571428571429,51.6104294478528
BAB.L,B-,B-,53.104659855701,53.104659855701,100.0,C-,A-,B-,33.0283617486145,82.5333333333333,50.0853834326351,B,B-,C,B,C-,D+,D,A+,B,B-,64.2045454545455,50.5813953488372,39.0,59.9056603773585,32.4675324675325,23.1132075471698,8.76288659793814,92.981072555205,65.0630914826498,56.5
AZN.L,A+,C+,93.588083097637,47.161688607642,0.735294117647059,A+,A,A+,97.2788481247391,88.3398387499962,93.2234481755526,A+,A+,B,A+,A+,A+,A+,A+,B,A,99.0909090909091,97.2924187725632,61.4583333333333,97.8908188585608,95.3703703703704,98.8833746898263,97.6683937823834,94.7717231222386,66.6421207658321,88.7269938650307
HSBA.L,A-,B-,76.0428292119061,50.9161514480583,25.7894736842105,B+,A-,A,72.5929524338565,76.8066234779283,86.0162524490216,A+,A+,A-,A,A+,B,C-,A,C-,A+,97.6621417797888,96.3347164591978,80.5251641137856,89.3828451882845,94.4206008583691,60.826359832636,28.1938325991189,86.6715758468336,29.3814432989691,98.6196319018405
CTEC.L,A-,A-,75.87860656363,75.87860656363,100.0,A,B+,C+,89.102496679722,71.7576370881032,47.3989940407851,A+,B-,D-,A+,A+,A-,A+,B+,B-,A+,93.7810945273632,57.6923076923077,0.0,93.0868167202572,91.6666666666667,79.5819935691318,92.4092409240924,71.5022091310751,56.8483063328424,95.398773006135
WPP.L,A-,B,75.747497015485,61.7867919860034,47.8260869565217,A,B+,B,85.706327466041,67.0684523809524,62.4472506393862,A,A,D-,A+,A+,B+,A-,B,B+,A+,87.8676470588235,90.2173913043478,0.0,93.2835820895522,96.3302752293578,74.3781094527363,82.0652173913044,60.9375,70.3125,92.8571428571429
FRES.L,B,B,60.1358713812874,60.1358713812874,100.0,A-,C+,C+,80.4443337517659,44.8076060287417,47.6090937230203,B-,B-,D-,A+,B+,A-,A-,C+,D+,A-,53.3942558746736,51.5424164524422,0.0,95.1685393258427,69.5286195286195,82.1348314606742,77.8532608695652,44.5583596214511,20.8990536277603,81.9166666666667
AAF.L,C+,C+,43.4981013342954,43.4981013342954,100.0,B-,B-,D,50.8447707565966,52.0834560112163,13.0813513104075,D-,C-,D-,C+,C,A-,C+,B,D+,C+,8.03571428571429,29.5731707317073,0.0,42.7461139896373,40.7534246575342,82.6424870466321,49.1847826086957,62.3817034700315,23.4227129337539,43.5833333333333
HWDN.L,C,C,41.3205442834546,41.3205442834546,100.0,C-,C+,B,25.856006080914,43.14344142565,58.5550668796993,B,B-,B,B-,D+,D,D+,B-,D+,C-,63.5416666666667,51.7123287671233,59.7560975609756,53.1847133757962,21.1382113821138,12.4203821656051,16.7785234899329,54.2709867452136,16.7157584683358,27.1472392638037
SGRO.L,A-,A-,77.8850426628368,77.8850426628368,100.0,A-,B+,A-,83.0329138889514,68.6791447599018,81.6330016405269,A,A-,A-,A+,B,B+,A,B,A,A,83.4967320261438,79.601226993865,81.7972350230415,93.5967302452316,64.0776699029126,74.5231607629428,86.4306784660767,59.384858044164,87.2239747634069,87.3333333333333
SJP.L,B,B,60.0032920807751,60.0032920807751,100.0,C+,B+,C+,49.118473598206,72.4073956949803,49.2950283547298,B+,A-,C-,B+,C+,C,C+,A-,C+,B+,72.8846153846154,76.1818181818182,29.1044776119403,69.1135734072022,49.0,35.8725761772853,44.006309148265,80.3387334315169,49.5581737849779,67.0245398773006
TW.L,B+,B-,73.8767103967036,54.4383551983518,35.0,A-,A,B-,77.4987750391388,89.4367845171084,57.5423703503807,A+,A,D,A,A+,B+,C+,A+,A+,B+,92.0138888888889,89.3835616438356,14.6341463414634,89.4904458598726,94.3089430894309,72.2929936305733,42.6174496644295,92.120765832106,92.4153166421208,71.5490797546012
AHT.L,C+,C+,45.5789734573935,45.5789734573935,100.0,B-,C+,C-,52.2451979254111,45.9437371811668,32.8893774421297,C,C-,C,B-,C,B-,A-,C+,C+,B-,35.1398601398601,25.4807692307692,38.5321100917431,56.7226890756303,34.4106463878327,50.2801120448179,78.6135693215339,44.6980854197349,46.3181148748159,51.6104294478528
HLMA.L,B,B,60.1272011061689,60.1272011061689,100.0,B-,A,C+,53.7194943386588,83.6900105152471,47.3417187387776,C,B+,C-,A,B-,C+,D,A,A,B-,38.2352941176471,72.0833333333333,30.5194805194805,83.8129496402878,56.1320754716981,42.4460431654676,11.9230769230769,87.1451104100946,90.2996845425868,56.5
III.L,B+,B+,73.3817418081965,73.3817418081965,100.0,B,A-,A-,65.4860088430729,77.7962495618647,80.8917420866873,A-,A-,A,A,A-,B-,C+,A,C,A+,75.1101321585903,75.8849557522124,85.207100591716,91.5123456790123,76.875,53.858024691358,43.978102189781,84.7791798107256,40.7728706624606,98.4166666666667
HIK.L,B+,B,72.3972240503387,63.6986120251694,55.0,A-,A,C+,75.9504020092831,87.167893445496,45.0144561557605,B,C+,D-,B+,A-,A-,A-,A,B+,A+,60.8796296296296,42.3913043478261,0.0,67.6,81.7415730337079,78.2666666666667,75.070821529745,90.4574132492114,70.4258675078864,95.8333333333333
CNA.L,B+,B+,69.1674523452639,69.1674523452639,100.0,B,B+,B+,61.8141945027936,71.7369914254994,73.5953026196928,A,A+,C,B-,A,C-,A-,A-,C+,A,86.25,93.9024390243902,37.5,54.8780487804878,88.5714285714286,25.609756097561,78.2051282051282,77.2459499263623,42.0471281296024,88.7269938650307
MNG.L,B+,B+,69.009306462757,69.009306462757,100.0,B-,A-,A-,57.3329771859819,79.2155625657203,79.2576906225797,A,A,B+,B-,B,A-,C,B+,A+,A+,83.4210526315789,88.4976525821596,74.7899159663866,53.1128404669261,64.7435897435898,76.0700389105058,34.156378600823,72.4763406940063,92.8233438485804,92.5
BKGH.L,B-,B-,57.0096518691635,57.0096518691635,100.0,B-,C+,B+,55.3041132500876,46.9501191153838,66.8031466822396,A+,A-,C,A,C-,A-,C,C+,B-,B-,95.4861111111111,79.7945205479452,39.8373983739837,84.3949044585987,31.3008130081301,83.1210191082803,33.8926174496644,44.1089837997054,53.3136966126657,51.6104294478528
NG.L,B,B,61.7837952412519,61.7837952412519,72.2222222222222,B+,A,C+,71.3918636883754,83.9745881528216,41.804707638041,C,B+,D+,B+,B+,A+,C,A,B+,A,37.5,67.948717948718,17.1428571428571,73.0769230769231,73.4375,93.5897435897436,37.8378378378378,85.5678233438486,74.3690851735016,90.4166666666667
RKT.L,A,A,90.5140120196883,90.5140120196883,100.0,A+,A,A,94.371525080833,83.6231255515298,89.9041786467319,A+,A-,A+,A+,A,A+,A+,A-,A-,A+,94.0,83.1081081081081,93.6170212765958,94.8275862068966,89.8550724637681,98.2758620689655,95.7831325301205,81.8114874815906,81.8114874815906,95.398773006135
WEIR.L,B+,B+,73.4458132273284,73.4458132273284,100.0,B+,B+,B+,73.1993586641485,74.6624411576028,72.7012310489075,A-,C-,A,B,A-,B+,B+,A-,A-,B-,77.4489795918367,29.4178794178794,91.2048192771084,65.0925925925926,82.2398190045249,71.2037037037037,70.6627680311891,77.8350515463918,79.4550810014727,51.6104294478528
IMI.L,B+,B+,70.1769319845204,70.1769319845204,100.0,B+,B+,B+,69.4967543082977,67.6677532422012,73.0110713604742,B,C,A+,B,A-,B-,B+,B+,C,A-,63.8424821002387,37.1670702179177,93.8502673796791,65.4488517745303,79.8684210526316,58.2463465553236,71.685393258427,73.2649842271293,39.5110410094637,81.9166666666667
MRON.L,B,B,64.0594398038917,64.0594398038917,100.0,A-,B+,C,76.3630521388803,67.3968545105728,36.7653787664689,C,B-,D+,B+,A,B,A+,A-,C+,B-,34.5744680851064,57.5268817204301,17.6470588235294,68.9814814814815,83.5365853658537,61.5740740740741,94.5544554455445,76.2150220913107,48.5272459499264,51.6104294478528
HSX.L,B-,C-,56.2139754091262,31.155768192368,6.09756097560976,C+,A,D+,41.9844621919849,83.7781709815608,23.3246849518162,B-,B,D-,B-,D+,D,B+,A+,A+,D-,53.9473684210526,62.6760563380282,0.0,54.6692607003891,23.7179487179487,13.8132295719844,73.4567901234568,96.1864406779661,95.3389830508475,4.3956043956044
CPG.L,B+,B+,74.8875264266148,73.049823819368,71.2121212121212,A-,B+,B+,83.0485633196683,67.4832470462095,69.5127753608649,B,A-,B+,B,A+,A,A,A-,D+,A+,62.7753303964758,77.1008403361345,67.7777777777778,58.6879432624113,95.4301075268817,91.3120567375887,85.1351351351351,75.1840942562592,20.5449189985272,99.3865030674847
AUTOA.L,B-,B-,50.7467455588517,50.7467455588517,100.0,C,B+,D+,40.8410946914257,67.8961093585699,22.015086308884,C-,B,D-,A,C,C-,C,B+,B,B-,25.0629722921914,61.4734299516908,0.0,83.6270190895741,39.6935933147632,26.798825256975,34.3605546995378,71.6876971608833,62.8548895899054,56.5
AV.L,A-,A-,75.2024250802671,75.2024250802671,100.0,B,A,A-,64.3437096441852,86.2640028040659,80.0231959351569,A-,A+,B+,B-,A,A,C,A+,C,A+,79.7368421052632,96.0093896713615,74.7899159663866,55.0583657587549,89.1025641025641,83.852140077821,34.156378600823,98.8170347003155,36.0410094637224,98.8333333333333
ENT.L,A-,B-,77.634892719382,57.2698273120719,36.9047619047619,A-,A-,B+,82.1599751925839,79.2063492063492,68.3470258340818,B,A-,D-,A,A+,B+,A-,A-,A-,A,65.0990099009901,83.256880733945,0.0,88.6100386100386,96.2732919254658,70.0772200772201,79.375,78.5714285714286,78.5714285714286,83.3333333333333
DGE.L,A,A,83.7882377097433,83.7882377097433,100.0,A+,B,A,94.1676424896758,61.5514515210929,86.413416097704,A,A+,B-,A+,A,A+,A+,B,C,A+,84.9514563106796,97.6415094339623,57.4074074074074,99.537037037037,89.5348837209302,92.1296296296296,96.6666666666667,62.6656848306333,35.2724594992636,95.398773006135
GAW.L,C,C,34.268904142398,34.268904142398,100.0,D+,B-,D,24.9227042778147,56.663323605326,8.45387782352287,D-,D+,D-,C,D,D-,C,B+,C,C-,6.57894736842105,24.4186046511628,0.0,35.7142857142857,12.5,1.02040816326531,40.4255319148936,67.9675994108984,38.659793814433,27.1472392638037
INF.L,B+,B+,71.5993436422629,71.5993436422629,100.0,B+,B+,A-,68.8574676465869,70.7769455261707,77.7792098319621,A+,A,C,A+,B-,A+,C-,B+,B-,A,97.7272727272727,88.6217948717949,38.5321100917431,94.2577030812325,55.3231939163498,93.6974789915966,25.9587020648968,72.0913107511046,56.6273932253314,85.4294478527607
UU.L,B+,B+,72.5788812965276,72.5788812965276,100.0,A-,C+,A,75.3467802358932,48.3046949856276,84.8949579831933,A+,A-,A-,A,A,C,A+,C,B-,B+,95.0,76.7857142857143,82.5,89.0625,90.9090909090909,35.9375,94.2307692307692,41.0891089108911,55.7425742574257,73.2258064516129
PSHP.L,C,C,33.7096999223389,33.7096999223389,100.0,C-,C,D,32.1365335120813,39.3333333333334,11.4035087719298,D-,D-,C,C,C,D+,C+,B,D-,D-,0.0,0.0,34.2105263157895,33.5365853658537,34.4827586206897,22.5609756097561,50.0,58.5714285714286,1.42857142857143,0.0
HLN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTB.L,A-,A-,78.7757916684174,78.7757916684174,100.0,A-,A-,B+,82.283165114325,80.3400284913156,71.1921283442402,A,B,D-,A-,A-,A-,A,A,B,A,88.3259911894273,64.4957983193277,0.0,79.6099290780142,78.2258064516129,82.8014184397163,85.1351351351351,83.8733431516937,65.1693667157585,85.4294478527607
PRU.L,A-,B+,76.9764364551095,69.8984746378112,62.8205128205128,B+,A,A-,68.2837025752546,85.0448753279061,83.1956884162116,A,B,A,B+,A,C+,A-,A+,C+,A,86.0,60.6122448979592,89.7887323943662,74.3197278911565,87.434554973822,42.0068027210884,78.4671532846715,96.2444771723122,43.519882179676,91.3343558282209
MKS.L,A,A,85.5175182356348,85.5175182356348,100.0,A,A-,A-,90.3685190478766,81.218576936558,81.2228807406374,A+,A+,D+,A-,A,A+,A,A,C+,A,99.4949494949495,93.6893203883495,24.5614035087719,83.0578512396694,90.8536585365854,99.5867768595041,90.0,90.615141955836,45.8201892744479,87.3333333333333
IMB.L,B+,B+,67.3626578721012,67.3626578721012,75.6410256410256,B,B+,B+,63.4082941733235,67.2473353391701,73.6786435602192,A,A-,D-,A-,B+,B,C+,B,A-,A-,85.814606741573,76.2784090909091,0.0,75.9842519685039,70.265780730897,63.8157894736842,46.6292134831461,60.4565537555228,79.6023564064801,82.6687116564417
EXPN.L,B,B,64.8331815081152,64.8331815081152,65.0,B+,B,B-,71.2708029956314,65.7555555555555,51.7642904710678,A-,B+,D-,A,B,A+,C-,B,A,B+,77.3858921161826,66.8518518518518,0.0,89.938080495356,60.2272727272727,99.8452012383901,27.4671052631579,58.3333333333333,85.0,74.0
GSK.L,A+,B+,94.8148970801738,72.4074485400869,50.0,A+,A+,A,96.888651919697,97.6869177877969,86.672444207417,A+,A-,B,A+,A+,A+,A+,A+,A+,A,98.0,82.4909747292419,61.4583333333333,96.1538461538462,95.3703703703704,99.1315136476427,97.6683937823834,99.7790868924889,96.6863033873343,88.7269938650307
LAND.L,A-,A-,83.3022319956213,83.3022319956213,100.0,A-,A-,A,76.5986911960293,81.6369085173502,90.1244063823828,A,A+,A-,A+,A,C+,A+,A+,C+,A-,89.7058823529412,92.7914110429448,81.7972350230415,96.866485013624,90.2912621359223,42.6430517711172,94.5427728613569,94.0851735015773,44.4006309148265,75.25
BEZG.L,B-,B-,52.8723464181026,52.8723464181026,100.0,C,A,D+,34.5643450399179,84.6955134945671,21.4808500123548,B-,B-,D-,B,D+,D,C,A+,A-,C-,55.5263157894737,51.8779342723005,0.0,62.4513618677043,20.5128205128205,12.6459143968872,34.156378600823,97.8706624605678,75.6309148264984,32.4166666666667
BP.L,A,B-,90.482499680491,53.9147192280006,17.3469387755102,A,A+,A,88.3824275831031,93.8553629028615,90.7363169654718,A+,A+,A-,A,A,A+,B+,A+,B+,A+,96.9635627530364,93.5661764705882,79.5454545454545,90.1433691756272,91.2621359223301,96.2365591397849,67.9536679536679,99.6318114874816,70.9131075110457,99.3865030674847
JD.L,C-,C-,32.6420737957073,32.6420737957073,100.0,C,D+,B-,35.8339075558588,17.8615990631321,55.1100593494102,A,B+,D-,B,A-,D+,D-,D+,D-,C,84.640522875817,67.2413793103448,0.0,66.0975609756098,75.1748251748252,21.4634146341463,0.0,17.9207920792079,2.47524752475247,40.6451612903226
ABF.L,A-,A-,75.1033195447724,75.1033195447724,100.0,A-,B-,A+,75.8340614196663,54.3754197650219,92.7990833693331,A+,A,A,C+,A+,B+,A,B-,C,B+,96.4887640449438,90.7670454545455,84.5108695652174,47.6377952755906,93.0232558139535,69.3421052631579,87.3595505617977,55.3019145802651,39.8379970544919,71.5490797546012
AAL.L,A-,B,81.7786239013181,61.5924369506591,41.40625,A-,A-,A-,81.7579363663396,80.039424029684,83.015673512608,A+,A,D-,A,A,A,D+,A-,B,A+,95.6179775280899,87.2270742358079,0.0,84.3,90.6944444444444,87.3,23.6842105263158,82.40058910162,61.9293078055965,95.398773006135
ADML.L,B-,B-,56.0667128929678,56.0667128929678,62.8205128205128,C+,A-,C+,41.9563779303029,77.1932891808295,42.0731563987097,B+,B+,D+,B+,C,D+,C-,A+,D+,B+,69.1111111111111,68.3673469387755,24.2957746478873,70.578231292517,36.1256544502618,21.2585034013605,32.8467153284672,94.4771723122239,23.3431516936672,71.5490797546012
RTO.L,B+,B+,73.0976772412845,73.0976772412845,100.0,A,B-,A-,85.8875215175158,54.7998982022763,75.8908204435727,A,A+,C,A,A-,A,A+,B-,B,B-,89.6853146853147,92.1474358974359,38.5321100917431,85.8543417366947,77.1863117870722,90.3361344537815,94.1002949852507,52.5036818851252,64.580265095729,51.6104294478528
RMV.L,B,B,65.9953349169609,65.9953349169609,100.0,C+,A-,B+,45.0042767448093,82.9884107206857,69.6038603246091,A-,A,B-,A+,C,C-,C,A,A+,B-,77.851711026616,91.5913200723327,52.4242424242424,93.9453125,39.5698924731183,33.0078125,34.2953020134228,86.0824742268041,93.5935198821797,51.6104294478528
SBRY.L,B-,C-,56.0661872530213,32.6627232561403,9.25925925925926,B-,B-,B-,57.9699004148737,52.1179810725552,57.2072388851898,B,B,D+,B,C,D+,A,C+,A-,B-,66.1616161616162,65.5339805825243,24.5614035087719,65.702479338843,40.2439024390244,19.0082644628099,88.6363636363637,42.981072555205,79.6529968454259,56.5
PHNX.L,B,B,62.0183770782723,62.0183770782723,100.0,B,B,B,59.454844686146,65.3880126182965,60.8818338306412,B,A-,B-,A+,B-,D,B+,B-,A-,A+,59.2105263157895,76.2910798122066,56.3025210084034,93.1906614785992,57.0512820512821,12.2568093385214,73.8683127572017,56.2302839116719,77.8391167192429,92.5
IHG.L,A-,A-,83.2537660749615,83.2537660749615,100.0,A,A-,A,85.7800790299075,75.6113435191292,87.5348251009763,A+,A,B+,A,A+,A,A-,B,A+,A+,93.6123348017621,84.2436974789916,67.7777777777778,87.4113475177305,95.4301075268817,90.9574468085106,77.7992277992278,65.4639175257732,96.2444771723122,95.398773006135
BT.L,A-,B+,75.3570850472944,73.143658802717,70.9302325581395,A-,B+,A-,76.2352780858786,71.1111111111111,78.5980098413821,A,A,B,A-,B+,A-,B+,B,A,A+,86.0119047619048,86.890243902439,60.6481481481482,79.0155440414508,72.2602739726027,81.6062176165803,74.4565217391304,60.6466876971609,89.5110410094637,95.8333333333333
MNDI.L,A,A,88.1272942729389,88.1272942729389,100.0,A,A,A,85.805666831012,87.7861103330713,90.9153720952719,A,A+,A+,A,A,B+,A,A,A+,A+,83.3333333333333,96.7105263157895,94.3661971830986,89.375,87.1428571428571,74.375,90.7894736842105,84.1678939617084,94.7717231222386,95.398773006135
BATS.L,A+,B-,94.3225148024028,58.0586932986373,21.7948717948718,A+,A+,A+,94.231023411869,95.5977604500785,93.3069067512628,A+,A,A,A+,A+,A+,A,A+,A,A,98.1741573033708,90.1988636363637,84.5108695652174,99.0813648293963,93.0232558139535,98.0263157894737,88.9044943820225,98.8954344624448,91.3843888070692,85.4294478527607
PSON.L,A-,A-,81.461870609907,81.461870609907,100.0,A-,A,A-,75.8063228112742,89.3865030674847,80.0273870417732,A+,A,B-,A+,A+,A,C,A+,B,A+,99.6323529411765,86.5942028985507,51.6666666666667,97.2636815920398,96.3302752293578,88.5572139303483,34.5108695652174,95.3608247422681,65.4639175257732,95.398773006135
PCT.L,C-,C-,32.4900645296431,32.4900645296431,100.0,B-,D+,D,50.807685740845,23.3945671223274,10.2941176470588,D-,C-,D-,C,B+,B-,C+,C-,D,D,0.0,30.8823529411765,0.0,33.5365853658537,70.6896551724138,56.7073170731707,50.0,28.3123028391167,11.98738170347,15.9166666666667
SPX.L,B-,B-,54.1813638336187,54.1813638336187,100.0,B-,B,C+,53.996311646919,64.5496319663512,45.7433270381062,A-,B+,D+,A-,B-,A-,D-,B+,C+,A-,79.3556085918854,73.4866828087167,18.4491978609626,76.7223382045929,55.7894736842105,77.348643006263,7.19101123595506,68.217665615142,45.1892744479495,75.25
PSN.L,B,B-,65.7823871339576,50.3911935669788,35.0,B-,B+,B+,58.062803565703,68.4942219250612,72.9994482615181,B-,A-,A,A,C-,C,A,B+,B-,B+,50.3472222222222,78.4246575342466,84.1463414634146,90.1273885350319,31.3008130081301,34.0764331210191,89.5973154362416,72.2385861561119,53.9764359351988,71.5490797546012
RIO.L,A-,C+,82.1328334788595,49.6601667394297,17.1875,A,B+,A-,91.552721866299,72.5971068966452,78.0148633645335,A-,A-,C+,A+,A,A+,B,B,A,A+,79.3258426966292,82.5327510917031,50.0,96.8,90.6944444444444,98.8,63.3971291866029,63.9911634756996,86.0824742268041,95.398773006135
CCH.L,A,A,89.9900235117372,89.9900235117372,100.0,A+,A,A,92.061710489484,87.2733516483516,89.0792482606968,A+,A+,B-,A+,A,A,A,A+,B,A,92.7184466019418,95.7547169811321,57.4074074074074,98.6111111111111,89.5348837209302,89.3518518518518,91.4285714285714,93.5096153846154,65.1442307692308,89.2857142857143
ALWA.L,B,B,64.6322662671345,64.6322662671345,100.0,B+,B-,A-,73.1203007518797,55.5078513845075,78.8957688338492,C+,A+,A,A+,D-,A,C+,C,A+,B+,50.0,98.5294117647059,88.1578947368421,98.1707317073171,0.0,84.7560975609756,50.0,40.615141955836,96.7665615141956,68.0833333333333
RR.L,B+,B+,74.5877772048464,74.5877772048464,82.3529411764706,A-,B,A-,80.4497521604609,63.7609884332282,78.5158081875842,A,A-,B+,A+,B+,B+,A+,B,C+,A-,90.3409090909091,76.1627906976744,72.0,95.7547169811321,67.5324675324675,71.2264150943396,98.4536082474227,65.8517350157729,49.1324921135647,75.25
SN.L,A-,A-,80.818260545755,80.818260545755,100.0,A,A,C+,85.3425285569131,90.7352260778129,46.8027210884354,B,A-,D-,A-,B+,A+,A+,A+,A+,B-,63.3928571428571,80.3333333333333,0.0,82.7526132404181,70.5521472392638,93.9024390243902,92.1532846715328,96.7665615141956,93.4542586750789,56.5
SSE.L,B+,B,74.0905594957776,59.8713667044105,45.6521739130435,B+,B+,A-,73.2200404331552,70.2383456011216,77.0222587169923,B+,B+,A+,B+,B+,A,B+,B-,A+,A+,68.3098591549296,70.6818181818182,94.9275362318841,69.0476190476191,68.8524590163934,84.6320346320346,70.4545454545455,57.9652996845426,94.0851735015773,95.8333333333333
SMT.L,D+,D+,18.0560666140755,18.0560666140755,100.0,D+,D+,D,18.4989913808913,19.0593059936909,11.4035087719298,D-,D-,C,C,D-,D+,D-,D,C+,D-,0.0,0.0,34.2105263157895,33.5365853658537,0.0,22.5609756097561,0.0,15.3785488958991,42.0347003154574,3.0
KGF.L,A-,A-,75.2957915203498,75.2957915203498,100.0,A-,B+,A-,75.9569592277545,71.6473887136348,81.1233355617696,A,A+,C+,A,A-,A-,B-,B+,B-,A+,90.2941176470588,94.9101796407186,48.9795918367347,91.5137614678899,79.6875,81.4220183486239,54.3689320388349,72.0031545741325,54.3375394321767,95.8333333333333
LLOY.L,A,B,83.7716580580741,58.4555964708975,33.1395348837209,A-,A,A,82.7845265368654,84.7599018576936,84.7011682431887,A+,A,A-,A+,A+,A+,C-,A,B,A+,98.4022556390977,89.9122807017544,79.9731182795699,92.9814385150812,94.8648648648649,95.6496519721578,29.8148148148148,88.8801261829653,63.6435331230284,95.8333333333333
NWG.L,A-,C+,79.5911020548491,45.8481826063719,12.1052631578947,A,A-,B,86.2582477378772,77.074279208869,62.9185462615913,A,A,B-,A,A+,A,B+,A+,D-,A+,84.0874811463047,85.5463347164592,51.9693654266958,86.663179916318,94.4206008583691,88.0230125523013,74.0638766519824,95.8026509572901,2.4300441826215,95.398773006135
