Instrument,Corruption Due Diligence,Corruption Intermediaries Procedures,Corruption Oversight,Corruption Procedures for High Risk Operations,Corruption Risk Assessment,Corruption Training,Principles for Community Investments,Supplier Policy Animal Welfare,Corruption Fines,Lobbying Controversies,Recent Lobbying Controversies,Policy Fair Competition,Policy Bribery and Corruption,Policy Business Ethics,Policy Community Involvement,Improvement Tools Business Ethics,Whistleblower Protection,OECD Guidelines for Multinational Enterprises,Extractive Industries Transparency Initiative,Total Donations To Revenues in million,Donations Total,Political Contributions,Lobbying Contribution Amount,Employee Engagement Voluntary Work,Corporate Responsibility Awards,Product Sales at Discount to Emerging Markets,Diseases of the Developing World,"Bribery, Corruption and Fraud Controversies",Intellectual Property Controversies,Crisis Management Systems,Anti-competition Controversies,Public Health Controversies,Business Ethics Controversies,Tax Fraud Controversies,Anti-Competition Controversies Count,Critical Countries Controversies,Critical Country 1,Critical Country 2,Critical Country 3,Critical Country 4,Critical Country 5,Recent Public Health Controversies,Recent Business Ethics Controversies,Recent Tax Fraud Controversies,Recent Anti-Competition Controversy,Recent Critical Countries Controversies,Recent Intellectual Property Controversies
PRU.L,True,False,True,True,True,True,True,False,0,,,True,True,True,True,False,True,False,False,373.584905660377,9900000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
MKS.L,,,,,,,,,,,,True,True,True,True,True,True,True,False,1600.87999292863,16300000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
IMB.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,91.488518190967,3000000,0.0,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPN.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,2152.34601274377,11147000,0.0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
GSK.L,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,10487.5283446712,259000000,6778000.0,,True,False,True,True,False,,True,False,,,,,,,,,,,,,,,,
LAND.L,,,,,,,,,,,,True,False,False,True,False,True,False,False,6477.73279352227,4800000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BEZG.L,,,,,,,,,,,,False,False,False,True,False,True,False,False,117.481364432689,342000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BP.L,True,False,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,True,323.318900208572,51000000,,,True,True,False,False,True,,True,True,1,,1,1,,,,,,,,,,,,
JD.L,False,False,True,False,True,False,True,False,,,,False,True,False,True,False,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ABF.L,,,,,,,,,,,,False,True,True,True,False,True,True,False,7058.48458657447,98000000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
AAL.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,True,3320.97992972999,138000000,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
ADML.L,,,,,,,,,,,,False,True,False,True,False,False,False,False,83.8709677419355,130000,,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
RTO.L,True,True,True,True,True,True,True,False,0,,,True,True,True,True,True,True,False,False,122.099709125347,361000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RMV.L,False,False,True,False,False,True,True,False,0,,,False,True,True,True,False,True,False,False,501.826912354126,153000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SBRY.L,,,,,,,,,,,,False,False,False,True,False,,False,False,,,0.0,,True,True,False,False,True,,True,True,,2,,2,,,,,,,,,,,,
PHNX.L,,,,,,,,,,,,False,True,False,True,False,,False,False,99.9115931887101,2141605,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
IHG.L,False,False,True,False,False,False,True,False,,,,True,True,True,True,True,True,True,False,412.796697626419,1200000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BT.L,True,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,1270.59235892043,29000000,9967.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MNDI.L,,,,,,,,,,,,False,True,True,True,True,True,False,False,1691.56868368225,11797000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BATS.L,True,False,True,False,False,False,False,False,,,,True,True,True,True,True,True,True,False,737.813424700202,18950000,4339371.0,,True,True,False,False,True,,True,True,,1,,1,,CU,,,,,,,,,,
PSON.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PCT.L,,,,,,,,,,,,False,True,False,False,False,,False,False,,,,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SPX.L,,,,,,,,,,,,True,True,True,True,False,True,False,False,454.164571811631,542000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PSN.L,,,,,,,,,,,,False,True,True,True,False,True,False,False,498.545907769007,1800000,,,True,False,False,False,True,,False,True,,,,2,,,,,,,,,,,,
RIO.L,,,,,,,,,,,,True,True,True,True,True,True,True,True,1436.33356957241,91200000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CCH.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,948.607778583784,6800000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ALWA.L,,,,,,,,,,,,False,False,False,True,False,,False,False,190.606371264761,50200,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
RR.L,True,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,417.718214254634,4800000,49806.19,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SN.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,1061.40350877193,4840000,0.0,,True,True,True,False,False,,True,False,,,,,,,,,,,,,,,,
SSE.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,1205.77596094462,8200000,0.0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
SMT.L,,,,,,,,,,,,False,False,False,False,False,,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
KGF.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,125.857726048814,1449000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
LLOY.L,True,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,2237.93778764239,68563700,,,True,True,False,False,True,,True,True,,2,,1,,,,,,,,,,,,
NWG.L,True,True,True,True,True,True,True,False,,,,False,True,True,True,True,True,False,False,664.619690949227,7526818,0.0,,True,True,False,False,True,,True,True,,,4,2,,,,,,,,,,,,
SDR.L,False,False,False,False,False,False,True,False,,,,False,True,False,True,False,True,False,False,1950.09352489354,4900000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NXT.L,,,,,,,,,,,,False,True,True,True,False,False,False,False,785.24213585861,3350000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ITRK.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BTRW.L,False,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,893.655049151028,4300000,0.0,,True,True,False,False,True,,True,True,,,,2,,,,,,,,,,,,
SHEL.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,True,True,569.78095937347,149000000,0.0,,True,True,False,False,True,,True,True,1,3,,1,,,,,,,,,,,,
GLEN.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,True,True,667.425423990783,95000000,0.0,,True,False,False,False,True,,True,False,,3,,,,,,,,,,,,,,
VOD.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,1022.81318094899,46000000,0.0,,True,False,False,False,True,,True,True,,,,4,,,,,,,,,,,,
BARC.L,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,True,False,412.362715878006,10100000,29000.0,,True,True,False,False,True,,True,True,,,,3,,,,,,,,,,,,
FCIT.L,,,,,,,,,,,,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
UTG.L,,,,,,,,,,,,False,True,True,True,False,True,False,False,5102.04081632653,1100000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DPLM.L,,,,,,,,,,,,False,False,False,True,False,False,False,False,99.7678306092125,53715,0.0,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ICGIN.L,,,,,,,,,,,,False,True,False,True,False,,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BAES.L,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,563.495722555197,11000000,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
DCC.L,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ULVR.L,True,True,True,True,True,True,False,True,,,,True,True,True,True,True,True,True,False,,,0.0,,True,True,True,False,True,,True,True,,,,1,,CU,IR,MM,SD,IR,,,,,,
EDV.L,,,,,,,,,,,,True,True,True,True,True,True,True,False,1685.27491046977,2400000,0.0,,False,True,False,True,False,,True,False,,,,,,,,,,,,,,,,
LSEG.L,True,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,334.812547819434,2188000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TSCO.L,True,True,True,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,1386.30282736931,88600000,0.0,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,
LGEN.L,,,,,,,,,,,,False,True,True,True,False,True,False,False,49.1171671896011,2191608,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
