Instrument,Audit Oversight of Tax,Named Position for Tax Oversight,Tax Breakdown by Country,Tax Breakdown by Domestic or International,Tax Data Verification,Tax Fairness Commitment,Tax in Audit Tor,Tax Oversight by Board,Policy Tax Transparency,Taxes Align to Revenues,CSR Sustainability Committee,Integrated Strategy in MD&A,Global Compact Signatory,Stakeholder Engagement,CSR Sustainability Reporting,GRI Report Guidelines,CSR Sustainability Report Global Activities,CSR Sustainability External Audit,CSR Sustainability External Auditor Name,ESG Reporting Scope,ESG Period Last Update Date,UNPRI Signatory,SDG 2 Zero Hunger,SDG 3 Good Health and Well-being,SDG 4 Quality Education,SDG 5 Gender Equality,SDG 6 Clean Water and Sanitation,SDG 7 Affordable and Clean Energy,SDG 8 Decent Work and Economic Growth,"SDG 9 Industry, Innovation and Infrastructure",SDG 10 Reduced Inequality,SDG 11 Sustainable Cities and Communities,SDG 12 Responsible Consumption and Production,SDG 13 Climate Action,SDG 14 Life Below Water,SDG 15 Life on Land,SDG 16 Peace and Justice Strong Institutions,SDG 17 Partnerships to achieve the Goal
AIZ.N,,,,,,,,,,,True,False,False,False,True,True,True,True,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,True,True,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMCI.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COST.OQ,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MCO.N,,,,,,,,,,,True,False,True,True,True,True,True,True,"Apex Companies, LLC",100.0,,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False
DIS.N,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LULU.OQ,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAYX.OQ,,,,,,,,,,,False,False,False,False,True,True,True,,,97.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WSM.N,,,,,,,,,,,False,False,True,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMD.OQ,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,,26.2071,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
REG.OQ,,,,,,,,,,,True,False,False,True,True,True,True,False,,100.0,,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False
DHI.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TTD.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRV.N,,,,,,,,,,,True,False,False,True,True,True,True,True,"Apex Companies, LLC",51.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOS.N,,,,,,,,,,,True,True,True,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
WDC.OQ,,,,,,,,,,,True,False,False,True,True,True,True,True,"Cameron-Cole, LLC",100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VTR.N,,,,,,,,,,,True,False,False,True,True,True,True,True,"DNV GL Business Assurance USA, Inc.",95.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IVZ.N,,,,,,,,,,,True,False,False,True,True,True,True,,,100.0,,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
ZBRA.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMAT.OQ,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,,,100.0,,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True
STX.OQ,,,,,,,,,,,True,False,True,True,True,True,True,True,"Apex Companies, LLC",51.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDS.N,,,,,,,,,,,True,False,False,False,True,True,True,True,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DELL.N,,,,,,,,,,,False,False,False,True,True,True,True,True,"Apex Companies, LLC",100.0,,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True
VRSN.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TECH.OQ,,,,,,,,,,,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NVR.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JBL.N,,,,,,,,,,,False,False,False,True,True,True,True,,,100.0,,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True
XYZ.N,,,,,,,,,,,True,False,True,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LOW.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,"Bureau Veritas North America, Inc.",89.66667,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BSX.N,,,,,,,,,,,True,False,False,True,True,True,True,,,66.0,,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False
SYY.N,,,,,,,,,,,True,False,False,True,True,True,True,True,Lloyds Register Quality Assurance Ltd LRQA,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FCX.N,,,,,,,,,,,True,False,False,True,True,True,True,True,Corporate Integrity Ltd,100.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
MAS.N,,,,,,,,,,,True,False,False,True,True,True,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BEN.N,,,,,,,,,,,True,False,False,False,False,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
META.OQ,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,,True,True,"Apex Companies, LLC",100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAYC.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EXPE.OQ,,,,,,,,,,,True,False,False,False,True,True,True,True,Sustainable Business Consulting (SBC),100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RJF.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CL.N,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,"Apex Companies, LLC",100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VICI.N,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UNH.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,False,True,Upstream Sustainability Services,17.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARE.N,,,,,,,,,,,True,False,False,True,True,True,True,False,,63.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEN.OQ,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,,,37.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LLY.N,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,True,True,,51.0,,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
DAY.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRMN.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PODD.OQ,,,,,,,,,,,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ISRG.OQ,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AVB.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,"Lloyd's Register Quality Assurance, Inc.",100.0,,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False
TPR.N,,,,,,,,,,,False,False,True,True,True,True,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CBRE.N,,,,,,,,,,,True,False,True,True,True,True,True,True,"Apex Companies, LLC",100.0,,False,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True
CINF.OQ,,,,,,,,,,,True,False,False,False,True,,True,,,66.709,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WMB.N,,,,,,,,,,,True,False,False,True,True,True,True,True,ERM Certification and Verification Services ERM CVS,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EA.OQ,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TMUS.OQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,True,"Apex Companies, LLC",100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CB.N,,,,,,,,,,,True,False,True,False,True,,True,True,Apex Companies LLC,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TXN.OQ,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,,12.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDLZ.OQ,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,True,True,SGS United Kingdom Limited,100.0,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
BRO.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BALL.N,,,,,,,,,,,True,True,False,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True
PFG.OQ,,,,,,,,,,,True,False,False,True,True,True,True,,,51.0,,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True
KEYS.N,,,,,,,,,,,True,False,False,True,True,True,True,False,,90.0,,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
PCG.N,,,,,,,,,,,True,True,False,True,True,True,True,True,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RL.N,True,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,True,,,55.56,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JPM.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,,,100.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TTWO.OQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CDW.OQ,,,,,,,,,,,False,False,False,False,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RMD.N,,,,,,,,,,,False,False,False,False,True,True,True,False,,51.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LNT.OQ,,,,,,,,,,,True,False,False,True,True,,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COO.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CMG.N,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PCAR.OQ,,,,,,,,,,,False,True,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNRC.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHTR.OQ,,,,,,,,,,,True,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PWR.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL.N,,,,,,,,,,,True,True,False,True,True,True,True,True,Lloyd's Register Quality Assurance Inc,61.33333,,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False
PM.N,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,,,100.0,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,True,False,False,False,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESS.N,,,,,,,,,,,True,False,False,True,True,True,True,False,,100.0,,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
KHC.OQ,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,Bureau Veritas UK Limited,100.0,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
BLDR.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JBHT.OQ,,,,,,,,,,,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CMI.N,,,,,,,,,,,True,False,True,True,True,True,True,True,Bureau Veritas and Apex Companies LLC,100.0,,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True
PNR.N,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRL.N,,,,,,,,,,,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DECK.N,,,,,,,,,,,True,False,True,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HPQ.N,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,Ernst & Young LLP,100.0,,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True
ROP.OQ,,,,,,,,,,,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LW.N,,,,,,,,,,,True,False,False,True,True,True,True,True,"Apex Companies, LLC",100.0,,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,False,False
TGT.N,,,,,,,,,,,True,False,False,True,True,True,True,True,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTAP.OQ,,,,,,,,,,,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OXY.N,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,,69.44,,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True
IR.N,,,,,,,,,,,False,False,False,False,True,True,True,True,Lloyd's Register Quality Assurance Inc,68.0,,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False
TER.OQ,,,,,,,,,,,False,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WAB.N,,,,,,,,,,,True,False,False,True,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NOW.N,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EXC.OQ,,,,,,,,,,,True,True,False,True,True,True,True,True,Lloyds Register Quality Assurance Ltd,100.0,,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
BR.N,,,,,,,,,,,True,False,False,False,True,,True,,,100.0,,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
EMN.N,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,,,100.0,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
AZO.N,,,,,,,,,,,True,False,False,True,True,True,True,,,100.0,,False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False
TEL.N,,,,,,,,,,,True,False,True,True,True,True,True,True,Deloitte & Touche LLP,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FRT.N,,,,,,,,,,,True,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DUK.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KMI.N,,,,,,,,,,,True,False,False,True,True,True,True,True,PricewaterhouseCoopers LLP,100.0,,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False
DVN.N,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,,,100.0,,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True
RCL.N,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,"DNV GL Business Assurance USA, Inc.",100.0,,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
VTRS.OQ,,,,,,,,,,,True,False,True,True,True,True,True,False,,100.0,,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True
CAH.N,,,,,,,,,,,True,False,False,True,True,True,True,True,Apex Companies LLC,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MKC.N,,,,,,,,,,,True,False,False,True,True,True,True,False,,100.0,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False
IEX.N,,,,,,,,,,,True,False,False,True,True,,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VLO.N,,,,,,,,,,,True,True,False,True,True,,True,True,,99.98265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EXPD.N,,,,,,,,,,,True,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LH.N,,,,,,,,,,,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SW.N,,,,,,,,,,,True,True,True,True,True,True,True,True,KPMG Accountants N V,100.0,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
DRI.N,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MAA.N,,,,,,,,,,,True,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR.N,,,,,,,,,,,True,False,False,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
SHW.N,,,,,,,,,,,True,True,False,True,True,True,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GD.N,,,,,,,,,,,False,False,False,False,True,,True,,,81.27573,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SBAC.OQ,,,,,,,,,,,True,False,False,True,True,True,True,,,100.0,,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False
MPWR.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COP.N,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False
ORCL.N,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMP.N,,,,,,,,,,,False,False,False,False,True,,True,,,100.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NXPI.OQ,,,,,,,,,,,True,False,True,True,True,True,True,,,100.0,,False,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False
CPRT.OQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
TXT.N,,,,,,,,,,,True,False,False,True,True,,True,,,100.0,,False,,,,,,,,,,,,,,,,
T.N,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Trucost,80.83954,,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True
MTCH.OQ,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NDAQ.OQ,,,,,,,,,,,True,False,True,True,True,True,True,False,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FFIV.OQ,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LEN.N,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CDNS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDA.OQ,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,Trucost,55.85599,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WELL.N,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,True,Lloyd's Register Quality Assurance Inc,10.0,,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False
PLD.N,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,Lloyd's Register Quality Assurance Ltd,6.89655,,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True
ROST.OQ,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MRK.N,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,WSP USA,100.0,,False,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True
WEC.N,,,,,,,,,,,True,True,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
MSCI.N,,,,,,,,,,,False,True,False,False,False,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TMO.N,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,,,51.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
F.N,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,,100.0,,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
GEHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB.N,,,,,,,,,,,True,False,False,True,True,True,True,,,100.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
