Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
CCH.L,1,0,0,1,1,,,,,,,,14.8916555094149,0.406703031962432,3.93686618e-07,0.285402834524589,0,0,1,0,1,0,1,,,,,,,0.238208353493802,,0.334194421512425,,,,,Reported,0.00493,4185,,False,0.303023294391078,183500.0,,,0.517364277014335,,,,,647753.0,,False,3574,,,0.955786854565832,,,2983.0,False,,ISO 14000,99.8,False,1,,3323,,0.425126546103474,,0.361258479735606,True,0.0,103700000,True,True,5.00806182e-07,0.363059086206407,,False
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,7.6,,False,,,,,,,,False,,No,,True,,,,,,,,False,,,False,False,,,,False
RR.L,0,0,0,1,1,,,,,,,,2.65062717856841,,,,0,0,0,1,1,0,1,,,,,,,0.720510590619674,,,,,,,Reported,,,0,False,1.16150720833561,47222.2,,,,,,,,380270.0,,False,,,,0.608,,,17628.0,False,,ISO 14000,100.0,False,1,,,,,,,False,,,True,True,,,,False
SN.L,,,,,,,,,,,,,0.588952765322217,,,,,,,,,,,,,,,,,0.025994199448244,,,,,,,Reported,,,,False,0.093438219493477,10547.0,,,,,,,,76222.0,,False,,,,0.79010331702012,,,487.0,False,,No,,False,0,,6000,,,,1.15118956254797,False,,,False,False,,,,False
SSE.L,,,,,1,,,,,,,,0.068514235262939,,,0.040703571612784,,,,,,,1,,,,,,,0.001620468514534,,0.126361124056799,,,,,Reported,,4281,0,False,0.005836640061029,2266.3,,,,,,,,7640000.0,,True,1379,,,0.9,,,54.9,False,,ISO 14000,51.0,False,1,,,,0.455130347928302,,,False,,294300000,True,True,,0.146607042698698,,False
SMT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,False,,,,,,,,,,24320.4,,False,,,,,,,,False,,No,,False,,,,,,,,False,,,False,False,,,,False
KGF.L,,,,,,,,,,,,,15.4058420136813,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,249930.0,,False,,,,0.689265536723164,,,,False,,ISO 14000,,True,,,0,,,,,True,,,True,True,,,,False
LLOY.L,0,0,0,1,1,,,,,,,,0.030070204627561,,,,0,0,1,1,0,0,0,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,102661.0,,False,,,,0.96,,,,False,,No,,True,1,,,,,,,True,,,True,True,,,,False
NWG.L,0,0,0,0,1,,,,,,,,0.083033715214391,,0.01447358236298,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,2159.0,,,False,,,,,,,,,,76394.0,,False,,,,0.580574842564185,,,,False,,No,,False,0,,,,,,,False,,,False,True,,,,False
SDR.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,5888.0,,False,,,,0.69,,,,True,,ISO 14000,,True,0,,,,,,,False,,,False,False,,,,False
NXT.L,,,,,,,,,,,,,1.24816701587903,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,80570.0,,False,,,,0.971636096170643,,,,False,,No,,False,,,,,,,,False,,,False,True,,,,False
ITRK.L,0,0,0,1,1,,,,,,,,0.517497960291399,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,False,,,,,,,,,,172644.0,,False,,,,0.089883111648529,,,,True,,ISO 14000,,True,0,,,,,,,True,,,False,True,,,,True
BTRW.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,0,False,,,,,,,,,,28036.0,,False,,,,,,,,False,,ISO 14000,93.0,True,0,,,,,,,True,,,False,True,,,,False
SHEL.L,0,0,0,1,1,,,,,,,,8.85534061702239,0.003181559503122,,0.130797446239452,1,0,1,0,1,0,1,,,,,,,,10.6051983437394,0.328761148655921,0.130797446239452,1.548146854e-06,,,Reported,,93000,1,True,,,,,0.002360259523647,,,,,59000000.0,3000000,True,37000,,,0.196806387225549,,,,False,,ISO 14000,100.0,True,1,1051000000,,7.86753174549059,0.243893484110208,0.097032891527717,,True,0.43794,211000000,True,True,,0.097032891527717,1.148502284e-06,False
GLEN.L,0,0,0,1,1,,,,,,,,19556.9089778664,,,3.5517326753651,1,1,1,0,1,0,1,,,,,,,1643.81802949243,,0.597984469839802,,,,,Reported,,58932,1,True,795.088122266885,1765354000.0,,,,,,,,28921000.0,,True,350027,,,0.010200700027084,,,162000000.0,True,,ISO 14000,,False,1,5731000000,4767000,,0.289235390255753,,23.3962041904089,True,0.0,190000000,True,True,,1.71791549489328,,False
VOD.L,,,,,,,,,,,,,0.05388492216634,,,,,,,,,,,,,,,,,0.025015584945478,,,,,,,Reported,,,,False,0.064812225785896,3843.0,,,,,,,,2380000.0,,False,,,,0.524048515265579,,,3330.0,True,,ISO 14000,49.0,True,1,,,,,,,False,,,True,True,,,,False
BARC.L,1,0,0,1,1,,,,,,,,0.01482822131323,,,,0,0,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,119960.0,,False,,,,0.965412621359223,,,,True,,ISO 14000,41.0,False,0,,,,,,,False,,,False,True,,,,False
FCIT.L,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,False,,No,,False,,,,,,,,False,,,False,False,,,,False
UTG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,44793.0,,False,,,,,,,,False,,No,,False,1,,,,,,,False,,,True,False,,,,False
DPLM.L,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,False,,,,,,,,,,9825.0,,False,,,,,,,,False,,No,,False,0,,,,,,,False,,,False,False,,,,False
ICGIN.L,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,222.0,,False,,,,1.0,,,,False,,No,,False,0,,0,,,,,False,,,False,False,,,,False
BAES.L,0,0,0,1,0,,,,,,,,1.17574351630385,,,,0,0,0,0,1,0,0,,,,,,,0.125584313250355,,,0.004605418427556,,,,Reported,,,0,False,0.197232809681001,42413.0,,,,,,,,394271.0,,False,,,,1.0,,,5072.0,False,,Both,100.0,False,0,,,,,0.007232906664169,,False,,,False,True,,,,False
DCC.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,False,,,,,,,,,,96000.0,,False,,,,,,,,False,,ISO 14000,,False,1,88676000,,,,,,False,,862000,False,True,,,,False
ULVR.L,1,0,0,1,1,,,,,,,,3.53958408023723,,,,0,0,1,1,0,0,1,,,,,,,,,0.010508144110604,,,,,Reported,,1696,0,False,,,,,,,,,,1926190.0,,False,,,,0.959172670685684,,,,False,,ISO 14000,,True,1,,0,,0.026380412396961,,0.0,True,,,True,True,,,,False
EDV.L,,,,,1,,,,,,,,31693.655300913,,,,,,,,,,1,,,,,,,3344.13299146745,,,,,,,Reported,,,1,True,8637.10116952424,193454779.0,,,,,,,,853151.0,,False,,,,0.017613617364244,,,22820085.0,True,,ISO 14000,,False,1,162900000,0,,,,0.0,True,0.0,,True,True,,,,False
LSEG.L,0,0,0,1,1,,,,,,,,0.029669508163129,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,71283.0,,False,,,,,,,,False,,ISO 14000,,True,0,,,,,,,False,,,False,False,,,,False
TSCO.L,0,0,0,1,1,,,,,,,,8.57285232769911,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,1964766.0,,False,,,,1.0,,,,False,,No,,False,0,,,,,,,True,,,False,True,,,,False
LGEN.L,0,0,0,1,1,,,,,,,,1.48138844790587,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,False,,,,,,,,,,30062.0,,False,,,,,,,,False,,No,,True,1,,,,,,,False,,,True,True,,,,False
