Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
EG.N,,,,,,,,,,,1947,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,11.5120274914089,1890,0.0,15.15825,0.0,,False,False,47.0,47.0,38.522,,False,False,,,,,,,,,,,,,,,,,,,,False,21.12487,39926.0,,,False,True,False,False,,,,,,,True,,,,,,,37.0,16.0,7.0,9.0,63.0,5.0,28.0,17.0,4.0,6.0,72.0,1.0,
FTNT.OQ,False,False,False,False,False,True,False,False,False,,12595,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,23.5409514467877,12595,,12.29204,0.0,,False,False,21.0,23.0,20.0,,False,False,,,,,,,,,,,,,,,,,,,,False,14.0,176330.0,,,False,True,False,False,,,,,,,True,,,,,,,50.1,35.2,2.9,9.5,49.9,2.5,,,,,,,
DTE.N,,,,,,,,,,,10300,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-2.83018867924528,10733,50.0,10.8011,0.0,,False,False,28.3,46.95652,,75,True,False,,,2.95,2.95,,2.95,63.0,,63.0,,2,,,1.8,,1.8,,,,False,27.4925,295077.0,,,False,True,True,False,,,,,,,True,,,,,,,29.1,,,,,,,,,,,,
HST.OQ,,,,,,,,,,,160,,False,True,True,True,True,True,True,True,False,False,False,False,False,True,,19.0032164948454,,-1.84049079754601,160,0.0,8.1,0.0,,False,False,57.0,,44.0,80,True,False,,,,,,,,,,,0,,0.0,,10.805,,0.0,0.0,,False,7.5,1200.0,,,False,True,False,False,,,,,,,False,,,6.2,1.9,,13.0,35.0,12.0,14.0,6.0,65.0,3.0,19.0,12.0,4.0,1.0,81.0,2.0,
IRM.N,False,False,False,False,False,True,False,False,False,2.54,27600,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,72.0,516.361288867967,,3.17757009345794,25297,6.2,31.5,0.0,,False,False,39.3,48.27369,35.18896,100,True,False,,,5.5,5.5,,5.5,278.0,,278.0,,,,,3.5,,3.5,,,,False,0.27,6714.0,,,True,True,False,False,,,,,,,True,1,,21.7,9.8,,,62.2,4.6,31.0,21.6,37.8,5.0,32.5,8.1,10.4,10.2,67.5,3.8,
DOC.N,,,,,,,,,,,196,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,95.0,,,-9.67741935483871,196,0.0,22.22222,0.0,,False,False,43.0,48.0,45.0,,True,False,,,0.0,0.0,,0.0,0.0,,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,,False,,,,,False,True,False,False,,,,,,,False,,91.74312,,,,,35.2,22.45,1.53,7.14,64.8,4.08,,,,,,,
FIS.N,,,,,,,,,,,65000,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,77.0,,,4.83870967741935,65000,18.46154,,0.0,,False,False,42.0,,29.0,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,35.0,11.0,14.0,8.0,65.0,2.0,,,,,,,
DAL.N,True,True,False,False,False,True,False,True,False,,83000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,78.0,104.301870679138,,12.1621621621622,83000,20.0,,0.0,,False,False,41.0,,33.6,85,True,False,,,19.15,19.15,,19.15,3178.9,,3179.0,,0,,,17.3,,17.3,,,,True,,,,,True,True,False,False,,,,,,,False,,,,,,,47.0,7.0,25.0,11.0,53.0,4.0,26.6,,8.7,,73.4,17.9,
ROK.N,False,False,True,True,False,True,True,False,False,,26000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,6.12244897959184,26000,,,0.0,,False,False,32.0,,26.0,100,True,True,,,1.9,1.9,,1.9,99.0,,99.0,,0,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,27.0,9.0,7.0,5.0,73.0,6.0,22.0,7.0,6.0,5.0,78.0,4.0,
DOW.N,,,,,,,,,,,35700,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,71.0,144.302882926829,6150000000,0.0,35691,15.0,7.703,0.0,,False,False,28.9,34.6,35.5,100,True,True,,,0.7,0.7,0.8,0.65,99.0,50,49.0,0.0501,0,0,,0.185,0.175,0.195,,,,False,40.7,1452745.8,,,True,True,True,False,,,,,,,True,,97.0,3.52,4.183,,,26.0,5.9,8.7,9.7,74.0,1.7,21.2,7.8,6.2,6.0,78.9,1.1,97.0
PPL.N,,,,,,,,,,,5607,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,-54.4812469556746,12280,31.0,10.0,0.0,,False,False,28.2,,34.1,100,False,True,,,6.2,6.2,,6.2,70.0,,70.0,,0,,,2.1,,2.1,,,,False,50.8,283429.0,,,False,True,True,False,,,,,,,True,,,,,,,12.1,,,,,,,,,,,,
NTRS.OQ,True,False,False,False,False,True,False,False,False,0.11129,21100,,False,True,False,True,True,True,True,True,True,True,False,True,False,False,,90.0498774710015,,0.956937799043067,21565,,,0.0,,False,False,46.18131,,43.00823,100,True,False,,,,,,,,,,,,,,,,,,,,True,24.11315,520000.0,,,True,True,False,False,,,,,,,True,,85.6,,,,,36.0,12.0,10.0,12.0,64.0,2.0,20.0,,20.0,,80.0,,
ETN.N,,,,,,,,,,,85947,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-6.57934782608696,85947,,,0.0,,False,,33.4,,23.6,100,True,False,,,1.95,1.95,,1.95,335.0,,335.0,,1,,,0.75,,0.75,,,,False,12.0,1031364.0,,,False,True,True,False,,,,,,,True,1,,,,,,,,,,,,,,,,,,
CVX.N,False,True,False,False,False,True,False,True,True,,43846,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,2.93696443244513,38258,,,0.0,,False,True,27.0,,24.0,100,False,True,,,1.05,1.05,1.1,0.9,,,69.0,,0,5,,0.16,0.13,0.23,,,,True,,,,,False,True,False,True,1,1,2,,,,True,,,,,,,43.0,13.0,8.0,18.0,57.0,4.0,35.0,12.0,7.0,14.0,64.0,3.0,
CI.N,False,False,False,True,False,True,False,True,False,,73700,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,0.0,70653,2.0,19.038,0.0,,False,False,70.0,75.0,58.0,100,True,True,,,2.05,2.05,,2.05,290.0,,290.0,,,,,,,,,,,False,62.0,4380486.0,,,True,True,False,False,,,,,,,True,,99.0,16.0,3.038,,,36.0,,,,,,25.0,,,,,,99.0
ACN.N,False,False,False,False,False,False,False,False,False,,721000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,15.5448717948718,721000,,,0.0,,False,False,47.0,50.0,32.0,100,True,True,1.59501,,,,,,,,,,,,,,,,,,,True,61.0,43981000.0,1100000000.0,1525.65880721221,True,True,True,False,,,,,,,True,1,80.2,19.0,,,,23.2,,12.1,11.1,76.8,,,,,,,,100.0
CRWD.OQ,,,,,,,,,,,2309,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,58.6941580756014,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
PANW.OQ,,,,,,,,,,,10473,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,,,,30.6838033441477,10473,,13.1,0.0,,False,False,25.0,,25.0,100,True,True,,,0.33419,,,0.33419,,,7.0,,0,0,,,,,,,,False,12.0,125676.0,,,False,False,False,False,,,,,,,True,,,11.1,2.0,,,52.0,38.0,4.0,7.0,48.0,3.0,53.0,38.0,5.0,7.0,47.0,3.0,
XYL.N,True,True,True,True,False,True,True,True,False,,17800,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,2.89017341040463,17926,,11.2,0.0,,False,False,26.0,,25.4,100,True,False,,,3.2,3.2,,3.2,115.0,,115.0,,0,,,1.7,,1.7,,,,False,14.0,250964.0,,,True,True,True,False,,,,,,,True,,,,,,,,,,,,,20.2,7.2,5.5,5.8,79.8,1.7,
HAS.OQ,False,False,False,False,True,True,True,False,False,2.90111,6640,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-2.66783934330108,6420,6.0,14.0,0.0,,False,False,55.0,57.0,46.0,100,True,True,,,0.75,0.75,,0.72127,10.0,,10.0,,0,,0.000203633493976,2.4,,2.4,338.0316,331.272,,False,,,,,True,False,True,False,,,,,,,True,,,14.0,,,,22.0,8.0,3.0,8.0,78.0,3.0,14.0,,,,,,
ENPH.OQ,True,False,False,False,False,True,False,False,True,,2260,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,165.882352941176,2260,,,0.0,,False,False,16.0,,14.0,,False,False,,,,,,,,,,,0,,,0.0,,0.0,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,40.5,21.0,3.2,8.4,59.5,7.9,,,,,,,
SO.N,,,,,,,,,,,27300,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,83.0,,,-1.44404332129964,27300,32.0,7.7,0.0,,False,False,25.0,29.0,25.0,100,False,True,,,6.4522,6.4522,4.85,6.45,353.0,1,352.0,,0,2,,,,2.45,,,,False,29.8444,814752.0,,,True,True,False,False,,,,,,,False,,,3.1,4.6,,15.0,29.0,,,,,,23.0,,,,,,
LII.N,,,,,,,,,,,11000,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,82.0,,,6.79611650485437,7883,24.0,,0.0,,False,False,21.0,,21.0,,True,False,,,2.5,2.5,,,39.0,,,,0,,,0.64,,,,,,False,,41963.0,,,True,True,False,False,,,,,,,True,,,,,,,54.0,5.0,37.0,10.0,46.0,2.0,,,,,,,
EQT.N,,,,,,,,,,,693,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,11.0576923076923,693,0.0,17.602,0.0,,False,False,25.25253,18.9781,20.28986,,True,True,,,14.34788,14.34788,15.99742,8.15551,92.0,81,11.0,,0,0,0.0,1.0,1.0,0.0,,0.0,,False,,,,,False,False,False,False,,,,,,,True,,,5.159,12.443,,,,,,,,,,,,,,,
NRG.N,,,,,,,,,,,6635,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,61.6715399610136,6500,13.0,,0.0,,False,False,32.0,,,85,True,True,,29833.0,1.5,1.5,,,20.0,,,,0,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,,41.0,8.0,10.0,16.0,59.0,7.0,33.0,13.0,5.0,8.0,67.0,7.0,
MKTX.OQ,False,False,False,False,False,True,False,False,False,1.33,744,,False,True,True,False,True,True,True,True,True,False,False,False,False,False,81.0,26.1257944633063,,10.0591715976331,744,0.0,18.7,0.0,,False,False,27.7,25.1,23.1,,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,15.5,3.2,,,44.6,29.9,5.2,7.6,55.4,1.9,15.4,15.4,0.0,0.0,84.6,0.0,
APO.N,,,,,,,,,,,2153,,True,,True,False,,True,True,True,False,True,True,False,False,False,,269.31889745261,,24.5228455754771,3787,,12.4,0.0,,False,False,,,,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,2,,,,,True,,,12.4,,,,,,,,,,,,,,,,
LMT.N,True,True,True,True,False,True,False,True,False,,114000,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,,,,0.0,114000,20.0,10.0,0.0,,False,False,23.2,,23.4,100,True,False,9.8,,5.1,5.1,,5.1,1163.0,,1163.0,,0,,0.0002324,1.5,,1.5,6623.4,6623.4,,False,26.0,2964000.0,,,False,True,False,False,,,,,,,True,,,5.0,5.0,7.0,,29.2,,,,70.8,29.2,14.9,,,,,,
DLR.N,True,False,False,False,False,True,False,False,False,1.81,3030,,False,True,True,True,True,True,True,True,False,False,True,True,True,True,,,,5.28144544822793,3035,1.2,14.0,0.0,,False,False,25.0,19.0,25.0,,True,False,,,0.95,,0.7,0.95,36.0,28,8.0,,0,0,0.000374617821782,0.8,,0.8,283.773,283.7725,,False,13.0,45653.6,,,False,False,True,False,,,,,,,True,,,10.0,4.0,,,34.0,,,,,,23.0,,,,,,
PSX.N,,,,,,,,,,,14000,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-2.09790209790209,14000,33.0,,0.0,,False,False,20.6,,18.8,100,True,False,,,,,,,,,,,,,,,,,,,,False,52.0,728000.0,,,True,True,True,False,,,,,,,True,,,,,,,26.9,4.6,7.1,11.2,73.1,4.0,21.2,4.3,4.8,8.9,78.8,3.2,
SCHW.N,,,,,,,,,,,33400,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,141.81199148442,,4.375,,,,0.0,,False,False,36.64721,,37.311,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
SNPS.OQ,,,,,,,,,,,15036,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,79.0,,,8.20379965457685,15000,,,0.0,,False,False,23.0,,16.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,100.0,,,,,60.0,53.0,1.0,3.0,40.0,3.0,58.0,51.0,1.0,2.0,42.0,4.0,
J.N,,,,,,,,,,,55000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,62.0,,,0.0,55000,3.6,17.4,0.0,,False,False,29.7,,23.7,100,True,False,5.3,,1.10909,1.10909,1.75,1.07,122.0,11,111.0,0.09,0,0,,0.25455,0.39,0.25,,,,False,10.7,588500.0,38500000.0,700.0,False,False,False,False,,,,,,,True,,80.4,11.3,6.1,,,30.0,7.1,8.6,9.3,70.0,5.0,,,,,,,
AVY.N,,,,,,,,,,,36000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,82.0,,,12.5,36062,,19.0,0.0,,False,False,38.0,,36.0,90,True,False,,,1.05,1.05,,1.05,76.0,,76.0,,0,0,,0.55,,0.55,,,,False,,,,,True,True,False,False,,,,,,,True,,,12.0,7.0,,,25.0,,,,,,25.0,,,,,,
AVY.N,True,True,True,False,False,True,False,True,False,,36000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,84.5,,,0.0,35929,,19.0,0.0,,False,False,38.0,,37.0,100,True,False,,,1.15,1.15,,1.15,83.0,,83.0,,0,0,,0.4,,0.4,,,,False,,,,,True,True,False,False,,,,,,,True,,,12.0,7.0,12.0,,25.0,,,,,,22.0,,,,,,
