Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
LVS.N,,,,,,,,,,,44500,1500,False,True,True,True,True,True,True,True,False,True,True,False,True,False,,,,-11.0,47016,,12.0,0.0,,False,False,50.0,44.0,44.0,0,True,True,0.001,,,,,,,,,,0,,,,,,,,,False,47.0,2209752.0,24730416.0,555.739685393258,True,True,False,False,,,,,,,False,,,6.0,6.0,,,,,,,,,,,,,,,
CTRA.N,,,,,,,,,,,274,,False,True,True,False,False,False,False,True,False,True,True,False,False,True,,,,-9.57095709570958,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
ON.OQ,,,,,,,,,,,34800,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,71.0,,,-2.52100840336135,35207,,11.81,0.0,,False,False,44.0,37.0,20.0,,False,False,,,3.85,3.85,,3.85,271.0,,271.0,0.0,0,,5.260816092e-05,,,,457.691,457.691,,False,19.75,695338.25,,,True,True,True,False,,,,,,,False,,,,,82.0,,,,,,,,,,,,,,
AIG.N,,,,,,,,,,,46000,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,-7.25806451612904,,,,0.0,,False,False,51.22,,,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
AIZ.N,,,,,,,,,,,14200,,False,True,False,True,True,True,True,True,False,False,False,True,False,False,,,,-3.72881355932203,14200,,23.0,0.0,,False,False,60.0,,35.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,70.0,,,,5.5,,,,,,,,,,,,,
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,4617,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,,,,-4.44950331125827,5642,54.5809,,0.0,,False,False,24.0,,,,False,False,,,7.85,7.85,,7.85,89.0,,89.0,,0,,,3.35,,3.35,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
SMCI.OQ,,,,,,,,,,,3670,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,12.369871402327,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
COST.OQ,False,False,False,True,False,True,True,False,False,,156000,117000,True,True,True,True,True,False,True,True,False,False,False,True,False,False,,,,4.69798657718121,,6.26374,,0.0,,False,False,45.8,,,60,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,False,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
MCO.N,,,,,,,,,,,11000,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,71.0,,,-15.3846153846154,11000,10.0,15.0,0.0,,False,False,48.0,,33.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,24.0,251109.0,,,False,True,False,False,,,,,,,True,,81.57,12.0,3.0,,,,,,,,,,,,,,,
DIS.N,False,False,False,False,False,True,False,False,False,25.0,223000,,True,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,10.9452736318408,222564,56.0,,0.0,,False,False,50.9,,42.6,100,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
LULU.OQ,False,False,False,True,False,True,True,True,False,,15700,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,,,,17.1641791044776,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
PAYX.OQ,,,,,,,,,,,15600,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,92.0,85.0026912479741,,1.96078431372548,15000,,,0.0,,False,False,60.0,,,,True,False,,,,,,,,,,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
WSM.N,,,,,,,,,,,11400,16800,False,True,True,True,False,False,False,True,False,False,False,False,False,False,,11352.2123600484,,4.58715596330275,,,,0.0,,False,False,69.0,,,90,False,False,,,,,,,,,,,,,,,,,,,,True,,,,,False,False,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
AMD.OQ,False,False,False,True,False,True,True,True,False,31.7,11400,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,12.8712871287129,11421,4.0,8.0,0.0,,False,False,24.0,24.0,13.0,100,True,False,,,0.1,0.1,,,2.0,,,,0,0,0.0,,,,0.0,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
REG.OQ,,,,,,,,,,,450,,False,True,True,True,True,True,True,True,False,False,True,False,False,True,85.0,,,0.896860986547088,457,0.0,12.0,0.0,,False,False,58.0,55.71429,58.73016,,False,False,,,4.37637,4.37637,,4.376,4.0,,4.0,,0,,6.2222222222e-05,,,,7.0,7.0,,False,23.29759,10647.0,,,False,True,False,False,,,,,,,False,,98.3,10.0,2.0,,8.0,22.0,6.0,6.0,8.0,78.0,2.0,,,,,,,
DHI.N,False,False,False,False,False,False,False,False,False,,8916,,False,True,True,False,True,False,True,True,False,False,True,False,False,False,,,,5.67737347398365,,,,0.0,,False,False,,,,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TTD.OQ,,,,,,,,,,,1310,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,38.771186440678,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TRV.N,,,,,,,,,,,30800,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,1.3157894736842,30784,0.0,9.6,0.0,,False,False,55.0,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,,33300.0,,,True,True,False,False,,,,,,,True,,,7.4,2.1,,12.0,,,,,,,,,,,,,
MOS.N,,,,,,,,,,,12600,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,79.9542037422037,1539200000,-2.32558139534884,12271,75.0,12.0,0.0,,False,False,13.98419,25.83826,16.0,60,True,False,,461546,1.6,1.6,1.3,2.05,,,50.0,0.1,0,0,,0.35,0.2,0.5,,,,False,63.0,771626.0,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
WDC.OQ,,,,,,,,,,,61800,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,-13.6871508379888,62284,,28.8,0.0,,True,False,56.67908,11.2,26.1,100,False,False,,,0.57078,,,0.57078,100.0,21,79.0,,0,0,,,,0.25,,,,False,,,,,False,True,True,False,,,,,,,False,,,9.5,19.3,,,,,,,,,,,,,,,
VTR.N,,,,,,,,,,,516,,False,True,True,True,True,True,True,True,True,False,True,False,False,True,,255.375769628302,22929900,3.2,537,0.0,9.9,0.0,,False,False,46.0,,49.0,,False,True,,,,,,,,,,,,,0.0,0.55,,0.55,0.0,0.0,,False,13.0,6981.0,,,False,True,False,False,,,,,,,True,,,9.9,,,,,,,,,,,,,,,,
IVZ.N,,,,,,,,,,,8821,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,82.0,59.4445966939683,,18.2598203512535,8514,0.0,9.1,0.0,,True,False,37.67,,32.0,45,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,9.09,0.01,,,,,,,,,,,,,,,
ZBRA.OQ,,,,,,,,,,,8200,,False,True,True,False,True,False,True,True,False,False,True,False,False,False,,,,10.8108108108108,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
AMAT.OQ,True,False,False,True,False,True,True,True,False,4.79,22000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,4.76190476190477,23234,,5.4,0.0,,False,False,17.4,,14.9,100,False,False,,,2.15,2.15,,2.15,100.0,,100.0,,0,,0.0001533444,1.45,,1.45,843.3942,843.3942,,False,44.0,1407932.0,,,False,True,True,False,,,,,,,True,,,5.4,,,,,,,,,,,,,,,,
STX.OQ,,,,,,,,,,,40500,,False,True,True,False,True,True,True,True,True,True,True,True,False,True,,,,-5.81395348837209,40273,15.0,13.3,0.0,,True,False,58.8,15.3,29.5,100,False,False,,,0.95,0.95,,0.95,77.0,,77.0,,0,,,0.55,,0.55,,,,False,6.083,245000.0,,,True,True,True,False,,,,,,,True,,,13.3,,100.0,,,,,,,,,,,,,,
FDS.N,,,,,,,,,,,9681,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,1.14930519276983,9681,0.0,,0.0,,False,False,36.8,,,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,82.1,,,,,,,,,,,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,True,False,False,False,,43000,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,7.5,43000,,,0.0,,False,False,35.7,,31.9,100,False,True,,,3.2,3.2,,3.2,99.0,,99.0,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,28.5,7.2,5.5,10.1,71.5,5.7,20.8,9.5,2.2,4.8,79.2,4.3,
DELL.N,,,,,,,,,,,157000,,False,True,True,True,True,True,True,True,True,False,True,True,True,True,89.0,,,8.27586206896551,,,,0.0,,False,False,30.4,,23.4,100,True,False,,,0.4,,,0.4,,,126.0,,0,,,,,0.25,,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
VRSN.OQ,,,,,,,,,,,872,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,-3.11111111111111,,0.0,,0.0,,False,False,,,,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TECH.OQ,,,,,,,,,,,2300,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,2.22222222222221,2300,,,0.0,,False,False,50.0,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
NVR.N,,,,,,,,,,,5700,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,,,1.78571428571428,,0.0,,0.0,,False,False,,,,0,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
JBL.N,,,,,,,,,,,240000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,20.0,218224,,,0.0,,False,False,40.0,33.0,31.0,20,False,False,,,1.2,,,1.2,,,594.0,,0,,,,,0.75,,,,False,56.0,12220544.0,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
XYZ.N,,,,,,,,,,,3835,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,,,14.5117945655419,,0.0,,0.0,,False,False,40.0,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
LOW.N,False,False,False,True,False,True,True,False,False,,190000,110000,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,-5.0,297800,,,0.0,,True,False,,,,100,False,True,,,,,,,,,,,,,,12.0,,12.0,,,,False,12.5,3722500.0,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BSX.N,,,,,,,,,,,36000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,12.5,36000,,12.0,0.0,,False,False,47.0,50.2,38.1,100,True,True,,,2.65,,,2.65,,,191.0,5.9,0,0,,3.0,,3.0,,,,False,,,,,False,True,False,False,,,,,,,True,,99.0,9.5,2.5,,,,,,,,,,,,,,,
SYY.N,,,,,,,,,,,57000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,-17.3913043478261,57000,24.0,,0.0,,False,True,20.0,,24.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,44.0,4.0,16.0,21.0,56.0,3.0,24.0,4.0,7.0,11.0,76.0,2.0,
FCX.N,,,,,,,,,,,27500,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,177.787206365503,2435000000,2.61194029850746,27500,31.0,9.0,0.0,,False,False,13.0,21.0,12.0,20,False,False,,,3.7,3.7,2.85,4.25,528.0,294,234.0,,1,2,,1.65,1.4,1.8,,,,True,,,,,False,True,True,False,,,,,,,False,,,,,,,45.0,2.0,2.0,38.0,55.0,3.0,,,,,,,
MAS.N,,,,,,,,,,,18000,,False,True,True,True,True,True,True,True,False,True,False,False,False,False,66.0,,,-30.7692307692308,18000,,18.0,0.0,,False,False,36.0,,30.0,85,False,False,,,8.5,8.5,,8.5,306.0,,306.0,,0,,,3.5,,3.5,,,,False,,,,,False,True,False,False,,,,,,,False,,,18.0,,,,,,,,,,,,,,,,
BEN.N,,,,,,,,,,,9600,,False,False,False,False,True,True,True,True,True,False,False,False,False,False,,63.3071748595949,,-1.03092783505154,,,,0.0,,False,False,41.4,,23.52,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,72.0,,,,,,,,,,,,,,,,,
META.OQ,False,False,False,False,False,False,False,False,False,,44942,,True,True,False,True,True,True,True,True,True,False,False,True,False,False,,,,26.2876893247534,,,,0.0,,False,False,36.9,,32.6,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,4,,,,,True,,94.9,,,,,,,,,,,,,,,,,100.0
PAYC.N,False,False,False,False,False,False,False,False,False,,4218,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,12.0318725099602,,,,0.0,,False,False,51.0,,47.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
EXPE.OQ,,,,,,,,,,,19100,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,,82.3120167032967,,-24.8031496062992,18353,,,0.0,0,False,False,51.3,,36.3,100,True,True,,,,,,,,,,,,,,,,,,,,False,0.75,8600.0,,,False,False,False,False,,,,,,,False,,88.3,,,,,41.1,25.4,4.0,8.1,58.9,3.6,29.0,22.7,0.6,3.8,71.2,1.7,
RJF.N,,,,,,,,,,,14200,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,36.5050264728987,,2.15827338129497,,,,0.0,,False,False,,,,90,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
CL.N,False,True,True,True,True,True,False,True,False,,34300,,False,True,True,True,True,True,True,True,False,True,True,False,True,True,,,,-0.579710144927537,34300,24.7,,0.0,,False,False,38.3,,39.6,100,True,True,,,1.0,,,1.0,111.0,24,87.0,0.09,0,0,0.000155801749271,,1.49,0.25,,1336.0,,True,20.0,686000.0,,,False,True,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
VICI.N,False,False,False,False,False,False,False,False,True,,140,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,,,,0.0,,,,0.0,,False,False,47.0,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
UNH.N,False,False,False,False,False,True,False,False,False,,325000,,False,True,True,True,True,True,True,True,False,False,True,True,False,False,71.0,,,8.33333333333333,325000,,,0.0,,False,False,69.0,72.0,55.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,28.0,9100000.0,,,False,True,True,False,,,,,,,False,,100.0,,,,,,,,,,,,,,,,,100.0
ARE.N,,,,,,,,,,,439,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,13.7305699481865,,,8.3,0.0,,False,False,57.0,,48.0,,False,False,,,,,,,,,,,,,,,,,,,,False,14.7,6453.3,,,True,True,False,False,,,,,,,False,,,,,,,50.0,,,,,,,,,,,,
GEN.OQ,False,False,False,False,False,True,False,False,False,2.41,11900,,True,True,True,True,True,True,True,True,True,True,True,False,False,False,,,,0.847457627118642,12165,1.21,17.2,8.24946378485398,1000,True,False,25.0,27.39528,27.96992,100,True,True,,,0.97324,0.97324,,0.973,12.0,,12.0,,0,,,,,,22.0,22.0,,False,,,,,True,True,False,False,,,,,,,True,,,12.7,4.5,,,,,,,,,,,,,,,
LLY.N,False,False,False,False,False,False,False,False,False,,33625,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-13.0687693898656,,,,0.757575757575758,250,False,False,50.0,,45.0,100,True,True,,,3.55,3.55,,3.55,239.0,,239.0,,,,,1.3,,1.3,,,,True,,,,,False,True,True,False,,,,,,,True,,,,,,,27.0,10.0,10.0,5.0,73.0,2.0,22.0,,,,,,
DAY.N,,,,,,,,,,,5011,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,3626.78118769784,,12.7587758775878,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
GRMN.N,False,False,False,True,False,True,False,False,False,,15000,,False,True,True,True,True,True,True,True,False,False,True,True,False,True,,,,15.3846153846154,15000,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,1350,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,,,15.4833190761335,1952,,,0.0,,False,False,,,,,True,False,,,,,,,,,,,,,,,,,,,,False,1.543,3011.0,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
