Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
EMN.N,False,False,False,True,False,True,True,True,True,,14500,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,3.57142857142858,14684,5.0,10.4,0.0,,False,False,27.6,18.8,34.0,100,False,False,,,3.05,,2.2,3.05,,,90.0,,0,1,,,,,,,,False,42.0,616728.0,,,False,True,True,False,,,,,,,True,,,6.0,4.4,46.0,,13.0,,,,87.0,13.0,13.0,,,,,,
AZO.N,False,False,False,True,False,True,False,False,False,,71400,47600,False,True,True,True,True,True,True,True,False,True,True,True,False,True,79.0,,,2.8225806451613,119000,0.0,,0.0,,True,False,22.7,22.2,27.7,65,False,False,,,11.2,11.2,,11.2,2007.0,,2007.0,,1,,,3.2511,,3.25,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,50.8,,,,,,46.2,,,,,,
TEL.N,False,True,False,True,False,True,False,True,True,1.37333,90000,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,79.0,,,-2.17391304347826,90000,60.0,,0.0,,False,False,41.0,,26.0,85,True,False,,,0.7,0.7,,0.7,126.0,,126.0,,0,0,,0.45,,0.45,,,,False,2.34691,211222.0,,,True,True,True,False,,,,,,,True,,79.2,,,,,,,,,,,,,,,,,
FRT.N,False,True,False,False,False,False,False,False,False,,314,8,False,True,True,True,True,True,True,True,False,False,True,False,False,False,95.0,,,1.29032258064516,319,0.0,17.0,0.0,,False,False,53.0,38.0,42.0,,True,False,,,1.567,1.567,,1.5674,1.0,,1.0,,0,,0.0,0.0,,0.0,0.0,0.0,,False,15.0,4500.0,,,False,False,False,False,,,,,,,False,,,13.0,4.0,,8.4,37.0,,,,,,19.2,,,,,,
DUK.N,True,True,True,False,False,False,False,False,True,,27859,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,0.92012316609309,27859,18.2,9.3,0.0,,False,False,23.9,,21.9,100,True,False,,,2.0,,,2.0,,,111.0,,1,1,2.2972827e-08,,,0.16,,0.16,,False,55.0,1534304.5,,,False,True,True,False,,,,,,,True,,,,,,,20.4,,,,,,14.4,,,,,,
KMI.N,True,True,True,False,False,False,False,False,True,0.03,10525,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-0.037990312470315,10607,8.38131,12.0,0.0,,False,False,16.0,16.0,22.0,20,True,True,6.0,142000.0,4.0,,1.0,4.0,85.0,1,84.0,,0,0,,,1.0,2.0,,,,False,53.61019,568000.0,38000000.0,3610.4513064133,True,True,True,False,,,,,,,False,,,10.0,2.0,,,31.0,,,,,,21.0,,,,,,
DVN.N,False,False,False,False,False,True,False,False,False,,1800,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,82.0,,,12.5,1860,,4.0,0.0,,False,False,23.0,,16.0,75,True,True,,,2.65,2.65,2.65,2.8,81.0,71,10.0,,,,,0.75,0.8,0.55,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,22.0,,,,,,17.0,,,,,,
RCL.N,True,False,False,True,False,True,False,True,True,,102500,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,856.760046777414,,20.5882352941176,102500,88.0,,0.0,,True,False,24.85756,,59.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,23.9519,2455070.0,,,False,True,False,False,,,,,,,True,,,,,,,55.0,5.0,9.0,40.0,42.0,4.0,58.0,,,,,,
VTRS.OQ,False,True,False,False,False,False,False,True,False,10.75,37000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,0.0,38216,,12.7,0.0,,False,False,35.9,17.3,16.0,,True,False,,,1.95,,,1.95,,,149.0,,0,0,,,,1.55,,,,True,,,,,True,True,True,False,,,,,,,True,,,,,,8.6,29.2,6.8,4.5,16.5,70.8,1.4,19.46,7.1,2.85,8.43,80.54,1.08,
CAH.N,False,False,False,False,False,True,False,False,False,,48000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,3.2258064516129,47400,11.0,,0.0,,True,False,50.2,45.6,41.5,100,True,True,,,7.42967,7.42967,4.15,7.55,682.0,15,667.0,,0,0,,,,2.95,,,,False,30.9,1464660.0,,,False,True,True,False,,,,,,,True,,98.6,,,,,51.1,9.1,18.4,18.8,50.4,3.3,28.516,8.732,9.472,8.214,71.484,2.098,99.5
MKC.N,False,False,False,True,False,True,True,True,False,0.9,14200,,False,True,True,True,True,True,True,True,True,False,True,True,True,False,,,,1.42857142857142,13818,21.9074,21.0,0.0,,False,False,43.0,,43.0,90,True,False,,,2.6,2.6,,2.6,79.0,,79.0,0.0,0,,,1.45,,1.45,,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,,,,,,,,26.0,,,,,,
IEX.N,False,True,False,False,False,True,False,False,True,,8800,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,74.0,,,-0.766801984663956,8761,4.0,,0.0,,False,False,29.0,,29.0,,False,False,,,6.45,6.45,,,113.0,,,,0,,,3.2,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,22.0,,,,,,20.0,,,,,,
VLO.N,False,True,True,False,False,True,False,False,False,,9716,27,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,114.112582034302,1720000000,-0.79640596283439,9743,18.0,4.9,0.0,,False,True,19.0,,22.0,70,False,True,15.0,655000.0,1.16497,1.16497,0.75,1.6,46.0,15,31.0,,0,0,,,,,,,,False,144.44216,1407300.0,,,True,True,False,True,1,,3,,,,False,,99.0,,,,,37.0,,7.0,24.0,63.0,6.0,26.0,,,,,,100.0
EXPD.N,False,True,True,False,False,False,False,False,False,,18100,,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,79.332293315676,,-9.04522613065326,18100,,,0.0,,False,False,,,,5,False,False,,36350.0,2.55,2.55,7.85,2.55,,,92.0,,0,,,2.05,,,,,,False,54.0,977400.0,,,True,True,False,False,,,,,,,False,,,,,,,42.0,,,,,,,,,,,,
LH.N,False,True,True,False,False,True,False,True,False,,80000,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,5.96026490066226,80000,3.3,21.0,0.0,,False,False,71.0,,60.0,100,False,False,,,11.0,11.0,,11.0,1760.0,,1760.0,,,,,2.0,,2.0,,,,True,34.375,2750000.0,,,True,True,True,True,1,,,,,,True,,,21.0,,,,49.0,10.0,24.0,13.0,51.0,2.0,32.0,10.0,14.0,7.0,68.0,1.0,
SW.N,True,True,True,True,False,True,False,True,True,,48000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,112.522543660313,,0.0,48058,74.0,12.7,0.0,,False,False,20.0,,23.5,,True,False,,,5.1,,,5.1,,,490.0,,0,1,0.000740833333333,,,3.1,,8890.0,,False,21.0,1009218.0,,,False,True,True,False,,,1,,,,False,,98.4,11.3,1.4,57.14,,,,,,,,,,,,,,
DRI.N,False,False,False,True,False,True,False,False,False,,187384,,False,True,True,True,True,True,True,True,False,True,False,False,False,False,,475.979326874458,,4.70953753995396,,0.0,19.0,0.0,,False,False,58.0,57.0,,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,55.0,,,,,,,,,,,,
MAA.N,False,False,False,False,False,True,False,False,False,0.08,2387,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,-1.72910662824207,2387,0.0,38.62126,0.0,,False,False,46.0,42.0,56.0,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,6.0,50.2,1.2,21.4,23.1,49.8,4.5,40.0,,,,,,
JNJ.N,False,True,False,False,False,True,True,True,False,,141700,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,5.35315985130111,144315,30.0,10.3949,0.0,,False,False,48.0,54.0,48.0,100,True,True,,,1.35,1.35,,1.35,390.0,,390.0,,0,,4.07381793e-07,0.1,,0.1,,14.4315,,True,,,150000000.0,1058.57445306987,True,True,True,False,,,,,,,True,,,8.0,2.3949,,,34.0,15.3,7.2,9.2,66.0,2.3,34.0,18.3,6.3,7.7,66.0,1.7,
JNJ.N,False,True,False,True,False,True,False,True,False,,152700,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,7.76287932251234,153677,30.0,10.45531,0.0,,False,False,49.0,53.8,49.0,100,True,True,,,1.15,1.15,,1.15,353.0,,353.0,,0,,4.8307112e-07,0.3,,0.3,,18.44124,,True,27.0,4149279.0,112000000.0,733.464309102816,True,True,True,True,1,,,,,,True,,,8.8,1.65531,,,35.8,16.2,7.5,9.8,64.2,2.3,36.1,19.6,6.6,8.0,63.9,1.9,
COR.N,False,False,False,False,False,True,False,False,False,,42000,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,7.69230769230769,45809,28.0,30.0,0.0,,False,False,51.0,53.0,47.0,100,False,False,,,,,,,,,,,0,,0.000810285714286,3.09,,3.09,8508.0,8508.0,,False,,,,,False,True,False,False,,,,,,,True,,100.0,21.0,9.0,,,52.0,11.0,22.0,15.0,49.0,3.0,16.0,,,,,,100.0
SHW.N,False,False,True,True,False,True,True,True,False,,64366,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,4.44617531561353,64366,,13.1,0.0,,False,True,23.0,,26.0,100,False,False,,,6.45,6.45,,6.45,830.3214,,830.3214,,,,,4.35,,4.35,,,,False,,,,,True,True,False,False,,,,,,,True,,,13.1,,38.0,,36.0,,,,64.0,36.0,29.0,,,,71.0,29.0,
GD.N,False,True,False,False,False,False,False,False,False,,106500,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,3.29776915615907,106500,20.0,,0.0,,False,False,24.0,29.0,26.0,60,True,True,7.0,,10.15,10.15,,10.15,2312.0,,2312.0,,,,0.000690366197183,4.65,,4.65,18381.0,18381.0,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,28.9,5.7,10.9,9.8,71.1,2.5,,,,,,,
SBAC.OQ,False,False,False,False,False,False,False,False,True,,1834,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,14.9122807017544,1834,14.0,23.3,0.0,,False,False,41.4,34.6,33.3,,True,False,2.5,,5.5,5.5,,,20.0,,,,0,,,0.5,,,,,,False,25.576,46907.0,1800000.0,981.461286804798,True,True,True,False,,,,,,,False,,,17.3,6.0,,5.4,41.3,3.1,9.7,25.1,58.7,3.4,,,,,,,
MPWR.OQ,False,False,False,True,False,True,True,True,False,1.2,3564,,False,True,True,True,True,True,True,True,False,False,True,True,False,True,90.0,,,9.76285802279027,3555,,6.0,0.0,,False,False,41.0,33.0,,,False,False,,,0.14,,,0.14,,,1.0,,0,,,,,,,,,False,4.53952,16138.0,,,True,True,True,False,,,,,,,False,,,,,,,69.0,61.0,1.0,5.0,31.0,2.0,,,,,,,
COP.N,True,True,True,False,False,False,False,False,True,,9500,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,79.0,,,-4.04040404040404,9500,4.0,13.1,0.0,,False,False,27.0,29.0,26.0,100,True,True,5.0,,0.68419,0.68419,0.7,0.6,57.0,53,4.0,,0,0,,0.2,0.2,0.3,,,,True,18.4,175200.0,10174500.0,1071.0,True,True,True,False,,,,,,,True,,96.3,5.6,7.5,,10.9,30.2,6.3,4.2,15.6,69.8,4.1,81.4,12.6,15.7,11.2,18.6,41.9,
ORCL.N,False,False,False,False,False,True,False,False,False,,132000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-2.22222222222223,132806,,,0.0,,False,False,29.9,,,100,True,False,,,,,,,,,,,,,,,,,,,,False,30.119,4000000.0,,,False,True,True,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
AMP.N,False,False,False,False,False,False,False,False,True,,13500,,False,True,True,False,True,True,True,True,True,False,False,False,False,False,,,,12.5,11600,,,0.0,,False,False,40.0,,29.0,90,True,True,,,,,,,,,,,,,,,,,,,,False,12.5,145000.0,,,False,True,False,False,,,,,,,True,,,,,,,19.92,,,,,,16.49,,,,,,
NXPI.OQ,False,True,False,True,False,True,False,True,True,11.0,34200,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-0.869565217391299,32738,,8.3,0.0,,False,False,36.0,,18.0,,True,False,,,0.5,0.5,0.38564,0.54982,47.0,11,36.0,,0,0,3.518128655e-05,,,,300.8,,,False,13.7,451356.0,,,True,True,True,False,,,,,,,True,,,6.5,1.8,,,46.0,24.0,5.0,15.0,54.0,2.0,36.0,21.0,3.0,11.0,64.0,1.0,
CPRT.OQ,False,False,False,False,False,False,False,False,False,,10200,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,7.36842105263158,10200,,,0.0,,False,False,40.0,,36.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,37.0,14.0,9.0,12.0,63.0,2.0,28.0,7.0,7.0,12.0,72.0,2.0,
TXT.N,False,False,False,True,False,True,True,False,False,,34000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,3.03030303030303,34000,27.0,,0.0,,False,False,,,,60,True,False,,,5.1,5.1,,5.1,347.0,,347.0,,,,,1.35,,1.35,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
T.N,False,True,False,True,False,True,True,True,False,0.62,149900,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,82.0,,,-6.72059738643435,149900,42.0,,0.0,,False,False,30.0,30.9,30.0,100,True,True,4.9,,7.15,7.15,,7.15,2144.0,,2144.0,,1,,,6.3,,6.3,,,,True,38.69,5800000.0,132000000.0,880.587058038692,True,True,True,True,1,1,1,,,,True,,94.2,,,,,49.5,8.1,19.8,17.8,50.5,3.8,44.9,,,,,,
MTCH.OQ,False,False,False,False,False,False,False,False,False,,2700,20,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,,,8.00000000000001,2700,,,0.0,,False,False,41.0,,39.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,55.0,27.0,8.0,10.0,45.0,10.0,29.0,,,,71.0,29.0,
NDAQ.OQ,False,False,False,False,False,True,False,False,False,0.41,6377,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,178.309980044865,,9.68352253181974,6377,,13.2,0.0,,False,False,36.0,,36.5,100,True,True,,,,,,,,,,,,,,,,,,,,False,19.4,103083.0,2040640.0,320.0,True,True,False,False,,,,,,,True,,,11.0,2.2,,,35.4,16.1,7.9,5.7,64.6,5.7,26.3,10.7,6.2,4.1,73.7,5.3,
FFIV.OQ,False,False,False,False,False,True,False,True,False,,6524,,False,True,True,True,True,True,True,True,True,False,False,False,False,False,72.0,,,-7.97009451262519,,,,8.78826350684159,623,False,False,25.4,,24.3,45,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,60.5,,,,,38.9,26.4,3.5,5.2,61.1,3.8,34.1,22.0,3.4,4.8,65.9,3.9,
LEN.N,False,False,False,False,False,False,False,False,False,,12012,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,11.7083604575467,,0.0,,0.0,,False,False,,,,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
CDNS.OQ,False,False,False,True,False,True,False,True,False,,10200,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,865.796523677408,,9.6774193548387,10200,,13.0,0.0,,False,False,24.0,25.0,17.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,25.0,255000.0,,,False,True,True,False,,,,,,,True,,100.0,13.0,,,6.5,58.0,52.0,1.0,3.0,42.0,2.0,56.0,52.0,1.0,2.0,44.0,1.0,100.0
NVDA.OQ,False,True,False,True,False,True,False,True,False,34.69,22473,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,18.4347826086956,22473,4.3,4.9,0.0,,False,False,19.0,19.1,16.5,100,True,True,2.1,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,99.0,,,,,63.2,49.2,2.4,3.3,36.8,8.3,,,,,,,
WELL.N,True,False,False,False,False,True,False,False,False,,514,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,10.7758620689655,514,0.0,14.1,0.0,,False,False,48.0,54.62185,47.0,,True,True,,615.0,2.09,2.09,,2.09,2.0,,2.0,,0,,3.504e-05,1.04,,1.04,4.50264,4.503,,False,10.0,5140.0,995000.0,1935.79766536965,True,True,False,False,,,,,,,True,,100.0,10.9,3.2,,,27.0,8.0,6.0,7.0,73.0,6.0,22.0,8.0,4.0,5.0,78.0,5.0,
PLD.N,False,False,False,False,False,False,False,False,True,0.33,2466,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,173.41574363408,684740000,20.1169020944959,2412,,11.0,0.0,,False,False,49.0,,44.0,,False,True,,,,,,,,,,,,,,0.68,,0.68,,,,False,3.073,7413.0,,,False,True,False,False,,,,,,,True,,,1.0,10.0,,,32.0,,,,,,27.0,,,,,,
ROST.OQ,False,False,False,True,False,True,True,False,True,,100000,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,6.72358591248665,100000,0.0,,0.0,,False,False,79.0,,75.0,90,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,79.0,,,,,,65.0,,,,,,
MRK.N,False,False,False,False,True,True,False,True,True,21.73,69000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,81.0,126.783890246305,10150000000,1.47058823529411,69000,22.0,11.4,0.0,,False,False,50.0,52.0,45.0,100,True,True,,,1.3,,,1.3,,,179.0,,1,0,,,,0.3,,,,True,36.232,2500000.0,,,True,True,True,False,,,,,,,True,,99.0,8.5,2.9,,,34.0,,,,,,27.0,,,,,,
WEC.N,True,True,True,False,False,False,False,False,True,,7022,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,1.21072355145575,7029,59.44175,,0.0,,False,False,25.0,,23.0,20,True,False,,,8.05,8.05,0.0,8.45,119.0,0,119.0,,0,0,,1.75,0.0,1.85,,,0.0,False,,,,,False,True,True,False,,,,,,,True,,,,,,,26.0,,,,,,,,,,,,
MSCI.N,False,False,False,False,False,False,False,False,False,13.74,4759,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,74.0,94.8263380566677,,10.5972577271671,5408,,17.0,0.0,,False,False,35.0,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,13.8,3.2,,,47.2,28.1,4.1,11.2,52.8,3.8,,,,,,,
TMO.N,True,False,False,True,False,True,True,True,True,,130000,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,0.0,127344,,,0.0,,False,False,46.0,,,100,True,True,,,2.15,2.15,,2.15,548.0,,548.0,,,,,1.05,,1.05,,,,True,,,,,True,True,True,False,,,,,,,True,,,,,,,39.56,15.39,10.54,9.98,60.44,3.65,30.04,14.36,6.28,6.59,69.96,2.81,99.0
F.N,False,False,False,True,False,True,True,True,False,,173000,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,-5.46448087431694,171000,99.0,,1.71428571428571,3000,False,False,27.9,,26.3,90,True,True,,,,,,,,,,,2,,,1.95,,1.95,,,,False,,,,,True,True,True,False,,1,,,,,True,,,,,,,36.3,5.9,23.6,4.3,63.7,2.5,20.5,,,,,,
GEHC.OQ,False,True,False,True,False,True,True,False,False,,50000,,False,True,True,False,True,True,True,True,False,False,True,False,False,True,,,,-1.96078431372549,50000,,8.4,0.0,,False,False,32.1,,34.2,,True,False,,,1.75,1.75,,,175.0,,,,0,0,,0.7,,,,,,False,,,,,False,False,False,False,,,,,,,False,,100.0,8.4,,38.0,,28.6,10.5,7.2,8.3,71.4,2.6,23.6,13.8,2.1,6.0,76.4,1.7,
LYB.N,True,True,True,True,False,True,False,False,True,1.5,19300,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,1.04712041884816,19451,,12.0,0.0,,False,False,19.41802,17.9,22.0,,True,True,,,0.6,0.6,0.4,0.8,46.0,14,32.0,,0,0,4.302567876e-06,,,,20.75989,,,False,42.0,816942.0,,,True,True,True,False,,,,,,,True,,98.0,,,,,33.0,,,,67.0,33.0,18.0,,,,82.0,18.0,96.0
IBM.N,False,False,False,False,True,True,False,False,False,,311300,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,1.20286085825747,285000,,,0.0,,False,False,37.2,39.7,31.1,100,True,True,,,0.0159,0.0159,,0.0159,9.0,,9.0,,0,,,,,,,,,False,86.0,24300000.0,,,False,True,True,False,,1,,,,,True,,100.0,,,100.0,,35.6,19.7,7.7,7.0,64.4,1.2,30.3,18.0,5.7,5.5,69.7,1.1,
IQV.N,False,False,False,False,False,False,False,False,False,,87000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,1.16279069767442,87000,,11.4,0.0,,False,False,61.0,,52.0,5,True,True,,,4.75,4.75,,4.75,827.0,,827.0,,,,,2.5,,2.5,,,,True,,,,,True,True,True,False,,,,,,,True,,,11.4,,100.0,,39.0,16.0,12.0,8.0,61.0,3.0,,,,,,,
VRTX.OQ,False,False,False,False,False,False,False,False,False,,5400,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,82.0011660522047,,12.5,5100,0.0,4.7,0.0,,False,False,55.0,57.0,40.0,100,True,True,,,1.65,1.65,,1.65,17.0,,17.0,,,,,0.75,,0.75,,,,False,,,,,False,True,True,False,,,,,,,True,,86.2,4.7,,,,41.0,,,,,,21.0,,,,,,
DXCM.OQ,False,False,False,False,False,False,False,False,False,,7500,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,90.0,,,19.047619047619,8200,0.0,,0.0,,False,False,47.3,,36.0,,True,False,,,1.61,,,1.61,,,17.0,,0,0,7.89333333e-07,,,2.5,,1.48,,False,3.902,32000.0,,,False,True,False,False,,,,,,,True,,,,,,,60.0,,,,,,32.0,,,,,,
PEP.OQ,False,False,False,True,True,True,False,True,False,,315000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,1.94174757281553,296617,,21.40141,0.0,,False,False,27.0,29.0,44.0,100,True,True,,,,,,,,,,,,,,2.3,,2.3,,,,True,3.371,1000000.0,,,False,True,True,True,1,,1,,,,True,,99.0,,,100.0,,48.0,3.0,23.0,18.0,52.0,4.0,36.0,5.0,14.0,13.0,64.0,4.0,99.0
AOS.N,False,False,False,False,False,False,False,False,False,,12000,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,-12.4087591240876,,,,0.0,,False,False,32.0,,,,False,False,,,5.65,5.65,,5.65,136.0,,136.0,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,9.0,27.0,,,,,,,,,,,,
BLK.N,False,False,False,False,False,False,False,False,False,,19800,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,110.557406278792,,7.6086956521739,19800,,,0.0,,True,False,44.0,46.7,32.5,100,True,True,,,,,,,,,,,,,,,,,,,,True,,,,,True,True,False,False,,,,,,,True,,,,,,,45.3,27.0,7.8,7.7,54.7,2.8,29.9,20.0,3.5,4.2,70.1,2.2,
HII.N,True,True,False,False,False,False,False,False,False,,43000,,True,True,True,True,False,False,False,True,False,True,True,False,False,True,,,,-2.27272727272727,42607,45.0,,0.0,,False,False,,,,100,True,False,,,27.9,27.9,,27.9,2377.0,,2377.0,,,,,13.75,,13.75,,,,False,56.32,2400000.0,,,False,False,False,False,,1,,,,,True,,,,,,,,,,,,,,,,,,,
CVS.N,True,True,False,True,True,True,False,True,True,,300000,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,314.782048543689,20600000000,0.0,307611,5.0,39.6,0.189289376133764,600,False,False,70.0,65.0,56.0,100,True,True,,,8.05,8.05,,8.05,4953.0,,4953.0,,5,,0.0014560254,2.2,,2.2,109201.905,109201.905,,False,45.51203,14000000.0,,,False,True,True,True,1,,,,,,True,,,32.2,7.4,,,51.0,12.0,18.0,16.0,49.0,5.0,35.0,14.0,10.0,9.0,65.0,2.0,
PH.N,True,False,False,True,False,True,False,True,False,,55090,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,0.823572474377743,55090,,,0.0,,False,False,31.0,,19.0,20,False,False,,,1.95,1.95,,1.95,215.0,,215.0,,,,,0.85,,0.85,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
NSC.N,False,True,False,False,False,False,False,False,False,,19300,,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,71.9490892789012,2193390000,6.62983425414365,19212,80.0,23.50855,0.0,,False,False,7.80762,8.33168,22.3,75,False,True,,,5.2,5.2,,5.2,197.0,,197.0,,1,,1.8652849741e-05,,,,90.0,90.0,,False,,,,,True,True,False,True,1,,,,,,True,,,,,,,21.42,,,,,,30.1,4.7,20.2,3.0,69.9,2.2,
MSFT.OQ,False,False,False,True,False,True,False,False,False,,221000,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,22.0994475138122,220000,,,0.0,,False,False,32.7,33.3,28.4,100,True,True,7.8,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,5,,,,,True,,100.7,,,,,53.3,35.8,6.6,7.6,46.7,3.3,45.5,32.2,4.5,6.2,54.5,2.6,100.8
