Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
ARE.N,,,,,,,,,,,470,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,7.0615034168565,,,,0.0,,False,False,53.0,56.0,49.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,49.0,,,,,,,,,,,,
GEN.OQ,False,False,False,False,False,True,False,False,False,1.42,3600,,False,True,True,True,True,True,True,True,True,False,True,False,False,False,,,,-69.7478991596639,3655,0.0,,0.0,,True,False,31.0,,27.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,50.0,39.0,3.0,4.0,50.0,4.0,9.0,,,,,,
LLY.N,False,False,False,False,False,False,False,False,False,,35000,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,78.0,,,4.08921933085502,35000,,7.3,0.0,,False,False,50.0,,46.0,100,True,True,,,4.6,,4.5,4.6,,3.0,,,0,0,,,,0.8,,,,True,70.0,2450000.0,,,False,True,True,False,,,,,,,True,,,5.4,1.9,,,27.0,10.0,10.0,5.0,73.0,2.0,22.0,,,,,,
DAY.N,,,,,,,,,,,5974,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,76.0,,,19.2177210137697,,0.0,,0.0,,False,False,49.0,,45.1,,True,False,,,,,,,,,,,,,,,,,,,,False,20.001,119483.0,,,True,True,False,False,,,,,,,True,,,,,,,33.8,10.5,14.6,5.7,66.2,3.0,20.3,5.9,7.2,4.5,79.7,2.7,
GRMN.N,False,False,False,True,False,True,False,False,False,,16000,,False,True,True,True,True,True,True,True,False,False,True,True,False,True,,,,6.66666666666667,16000,,,0.0,,False,False,43.0,,20.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,1900,,False,True,True,False,True,True,True,True,False,False,True,False,False,True,,,,40.7407407407407,,,,0.0,,False,False,47.0,41.0,,,True,False,,,1.673,,0.0,1.673,10.0,0.0,10.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.988,5940.0,,,False,True,False,False,,,,,,,True,,,,,100.0,,,,,,,,,,,,,,
ISRG.OQ,False,False,False,False,False,False,False,False,False,,9793,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,21.1854968444499,9700,,10.3,0.0,,False,False,35.6,,30.1,,True,False,,,5.95,5.95,,5.95,115.0,,115.0,,,,,0.4,,0.4,,,,False,,,,,False,True,True,False,,,,,,,True,,,10.3,,,,52.7,,,,,,43.9,,,,,,
AVB.N,True,False,False,False,False,True,False,False,False,,3090,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,138.526866150921,251933000,-1.02498398462524,3102,0.0,23.00289,0.0,,False,False,39.0,32.55814,40.0,,True,True,,17654.0,10.45,,,10.45,,,65.0,,,,,8.0,,8.0,,,,False,17.65828,54776.0,,,False,True,False,False,,,,,,,True,,,,,,5.6,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,9200,4900,False,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,-56.1904761904762,17562,,,0.0,,True,False,78.0,,60.0,100,False,False,,,2.2,2.2,,2.2,553.0,,553.0,0.0,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,,58.0,,,,42.0,58.0,24.0,,,,76.0,24.0,
CBRE.N,,,,,,,,,,,100000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,0.0,100000,13.0,21.5,0.0,,False,False,33.2,7.1,32.2,100,True,False,,,1.95,,,1.95,,,390.0,,1,,,,,1.15,,,,False,9.9,990000.0,,,True,True,False,False,,,,,,,True,,84.52,11.6,9.9,75.0,,25.58,5.77,7.95,7.94,74.42,3.92,19.29,5.7,5.25,5.62,80.71,2.72,85.5
CINF.OQ,,,,,,,,,,,5266,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,91.0,,,2.29215229215229,5266,,3.0,0.0,,False,False,48.0,,,10,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,99.0,3.0,,,,10.0,,,,,,,,,,,,98.2
WMB.N,,,,,,,,,,,4739,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-1.51704073150457,4729,0.0,4.6,0.0,,False,False,21.0,,18.0,90,True,False,,,7.168,7.168,2.7,5.25,68.0,19.0,49.0,,0,1,0.000935218400506,2.355,0.55,2.4,1108.0,,,False,37.0,174000.0,1690000.0,356.615319687698,True,True,False,False,,,,,,,True,,,4.6,,,,15.0,,,,,,,,,,,,
EA.OQ,False,False,False,False,False,False,False,False,False,,9800,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,1.03092783505154,9832,7.0,,0.0,,False,False,23.9,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
TMUS.OQ,False,False,False,True,False,True,False,True,False,,75000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,41.5094339622641,75000,,,0.0,0,False,False,40.6,,35.8,100,False,True,4.392,,1.36606,,,1.36606,,,184.0,,0,,,,,,,,,False,49.33333,3700000.0,,,False,True,False,False,,,,,,,True,,,,,,,60.1,,,,,,50.1,,,,,,
CB.N,,,,,,,,,,,31000,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,0.0,,,,0.0,,False,False,,,,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,8.2,,,,,,,,,,,,,
TXN.OQ,False,False,False,True,False,True,False,True,False,,30000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,0.779360386992734,30000,,7.1,0.0,,False,False,,,,100,True,True,,,0.70405,0.70405,0.95,0.7,44.0,3.0,41.0,0.176,0,0,,,,0.5,,,,False,30.0,900000.0,,,True,True,True,False,,,,,,,True,,100.0,,,100.0,,,,,,,,,,,,,,100.0
MDLZ.OQ,False,False,True,True,False,True,False,True,False,,79000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,-1.25,79000,57.37975,,0.0,,False,False,,,38.0,100,True,False,,,0.9,0.9,,0.9,142.0,,142.0,,,,,0.633,,0.63291,,,,False,,,,,False,True,True,False,,,,,,,False,,94.4,,,100.0,,,,,,,,3.2,,,,,,
BRO.N,,,,,,,,,,,11136,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,56.2414218551258,,10.4433204403451,11075,0.0,,0.0,,False,False,,,,,False,False,,,1.30926,1.30926,,,29.0,,,,0,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BALL.N,,,,,,,,,,,24300,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,13.0232558139535,24339,,13.0,0.0,,False,False,18.0,,21.0,100,False,False,,,,,,,,,,,0,,0.00044414617284,1.75,,1.75,2698.188,2698.188,,False,12.0,292068.0,14919807.0,613.983827160494,True,True,False,False,,,,,,,True,,105.0,9.0,4.0,,,24.0,4.0,4.0,9.0,76.0,7.0,18.0,3.0,4.0,6.0,82.0,5.0,
PFG.OQ,,,,,,,,,,,18600,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,79.0,,,6.89655172413792,18586,,24.0,0.0,,False,False,54.3,,46.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,,,,,8.9,14.0,4.0,4.0,4.0,86.0,2.0,6.7,,,,,,
KEYS.N,,,,,,,,,,,13900,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,2.20588235294117,13777,5.07,5.1,0.0,,False,False,30.30413,,23.317,,True,True,,,1.1,1.1,,,40.0,,,,0,0,,,,,,,,False,12.87,177309.99,,,False,True,True,False,,,,,,,False,,98.0,,,,,,,,,,,,,,,,,
PCG.N,,,,,,,,,,,8,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,72.0,,,-33.3333333333333,24000,62.5,,0.0,,False,False,27.0,,33.2,100,True,True,,,7.1,7.1,4.05,11.05,781.0,251.1,530.4,,,,,0.07273,0.16,0.1,,,,False,22.5,540000.0,,,True,True,True,False,,,,,,,True,,,,,,,46.1,14.4,6.6,19.7,53.9,5.4,35.3,,,,,,
RL.N,False,False,False,True,True,True,True,True,False,,13700,11200,False,True,True,False,True,True,True,True,True,False,False,False,False,True,,,,5.38461538461539,,0.1087,,0.0,,False,False,64.0,59.0,49.0,100,True,False,,,,,,,,,,,,,,,,,,,,True,,,,,False,True,False,False,,,,,,,False,,99.0,,,,,60.0,8.0,24.0,24.0,40.0,4.0,15.0,,,,,,
JPM.N,False,False,False,False,False,False,False,False,False,,255351,,True,True,True,True,True,True,True,True,False,False,True,False,False,False,,231.095676473477,,-0.634288138033556,255351,,,0.0,0,False,False,49.0,,,100,True,True,4.0,,,,,,,,,,,,,,,,,,,True,27.413,7000000.0,200000000.0,783.235624689153,True,True,False,False,,,,,,,True,,99.0,,,,,,,,,,,,,,,,,
TTWO.OQ,False,False,False,True,False,True,False,False,False,,5800,,False,False,False,False,True,True,False,True,False,False,False,False,False,False,,,,18.5124642419289,,0.0,,0.0,,False,False,,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
CDW.OQ,,,,,,,,,,,10000,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,1.01010101010102,10000,0.0,,0.0,,False,False,,,,100,False,True,,,0.5,0.5,,0.5,10.0,,10.0,,0,,1.2e-06,0.2,,0.2,3.0,3.0,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
RMD.N,,,,,,,,,,,7970,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,106.343435627733,778635000,2.57400257400258,7496,,10.7,0.0,,False,False,53.5,,35.0,,True,False,,,4.42,4.42,,4.42,66.0,,66.0,,0,,,1.91,,1.91,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
LNT.OQ,,,,,,,,,,,3375,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-6.17180984153461,3323,53.0,,0.0,,False,False,25.9,,,100,False,False,,,11.2,,4.95,11.2,,,74.0,,0,0,0.000454487940741,,,3.3,,383.4742,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
COO.OQ,,,,,,,,,,,12000,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,0.0,11727,,11.0,0.0,,False,False,49.0,,44.0,85,False,False,,,,,,,,,,,,,,20.85,,,,,,False,,,,,False,True,True,False,,,,,,,True,,,11.0,,,,35.0,15.0,6.0,11.0,65.0,3.0,,,,,,,
CMG.N,False,False,False,True,True,True,True,True,True,1.35,88000,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,6.02409638554218,87500,0.0,12.0,0.0,,True,False,31.0,49.0,,90,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
PCAR.OQ,,,,,,,,,,,26000,,False,True,True,True,True,True,True,True,False,False,True,False,False,True,,,,-3.70370370370371,26000,,,0.0,,False,False,,,,20,False,False,,,7.0,7.0,,7.0,364.0,,364.0,,0,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
GNRC.N,,,,,,,,,,,6452,345,False,True,True,False,True,True,True,True,False,True,False,False,False,False,,,,19.2165558019217,,,,0.0,,False,False,,,,,False,False,,,9.15,9.15,,9.15,124.0,,124.0,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
CHTR.OQ,,,,,,,,,,,96100,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,1.0515247108307,96000,,,0.0,,False,False,34.0,,,90,False,True,,,12.0,12.0,,12.0,2304.0,,2304.0,,,,,,,,,,,False,53.125,5100000.0,209000000.0,2174.81789802289,False,True,False,False,,,,,,,True,,,,,,,42.0,4.0,21.0,17.0,58.0,,,,,,,,
PWR.N,,,,,,,,,,,35800,,False,True,True,False,True,True,False,True,False,False,True,False,False,True,,,,-11.166253101737,35797,34.0,,0.0,,False,False,9.0,,14.0,20,False,False,,,,,,,,,,,,,,,,,,,,False,2.783,99624.0,,,False,False,False,False,,,,,,,False,,,,,,,27.0,,,,,,22.0,,,,,,
CCL.N,,,,,,,,,,,69000,1000,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,523.27347752809,,-33.6538461538462,,56.65714,13.95143,0.0,0,False,False,23.36571,,,100,True,True,,,17.24138,17.24138,,,2000.0,,,,0,,,5.0258,,,,,,False,,,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
PM.N,False,False,True,True,True,True,False,True,False,4.33,69600,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-1.97183098591549,68547,61.1,12.0,0.0,,False,False,42.2,41.3,39.7,80,True,True,,,0.9,0.9,0.5,,,,,0.001,1,0,,0.25,0.25,0.3,,,,False,17.0,1165299.0,34684782.0,498.344568965517,True,True,True,False,,,,,,,True,,66.5,4.7,7.3,100.0,,,,,,,,,,,,,,
SNA.N,,,,,,,,,,,12800,,False,True,True,False,True,False,True,True,False,True,True,False,False,True,,,,1.58730158730158,,21.0,,0.0,,False,False,,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,74400,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,94.5330056710775,9522000000,-22.5,70634,83.0,,0.0,,False,False,36.0,,32.9,100,False,False,,,16.8,16.8,,16.8,2373.0,,2373.0,,,,,8.2,,8.2,,,,False,,,,,False,True,False,True,2,,,,,,True,,,,,,,44.0,12.0,13.0,14.0,56.0,5.0,20.0,6.0,6.0,5.0,80.0,3.0,
ESS.N,,,,,,,,,,,1799,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,341.127042923669,,-1.26234906695939,1799,0.0,26.0,0.0,,False,False,42.0,35.0,67.0,,True,False,,,26.68149,26.68149,,26.68149,96.0,,96.0,,,,,8.5,,8.5,,,,False,28.0,50303.0,392754.0,218.317954419122,True,True,False,False,,,,,,,False,,100.0,,,,,,,,,,,,,,,,,
KHC.OQ,False,False,False,True,False,True,False,True,False,1.92,38000,,True,True,True,True,True,True,True,True,False,False,True,False,False,True,,,,2.7027027027027,38744,,,0.0,,False,False,36.0,,37.0,100,False,False,,,3.7,3.7,,3.7,287.0,,287.0,,,,,,,,,,,False,14.0,542416.0,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
BLDR.N,False,False,True,False,False,False,False,False,False,,26000,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,64.5569620253165,,,,0.0,,False,False,16.0,,,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
JBHT.OQ,,,,,,,,,,,30309,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,97.9830218931932,,4.31236233480177,30309,0.0,39.5,0.0,,False,False,13.8,,21.7,20,True,False,,,9.85,9.85,,,597.0,,,,0,,,7.45,,,,,,False,3.495,105935.0,,,True,True,False,False,,,,,,,True,,,27.1,12.4,,4.5,50.0,3.1,28.2,15.9,50.0,2.8,,,,,,,
CMI.N,,,,,,,,,,,57825,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,-6.15109956990992,57825,35.06961,,0.0,,False,,27.0,,,100,False,False,,48601.0,2.41,,3.15,2.41,,,279.0,0.013,0,,0.00031272,,,1.045,,4520.7585,,False,9.51146,550000.0,,,True,True,True,False,,,,,,,True,,,,,,,32.5,11.8,11.7,7.0,67.5,2.0,,,,,,,
PNR.N,False,True,True,True,False,True,False,True,True,,11250,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,15.3846153846154,11263,26.0,27.7741,0.0,,False,False,32.0,13.0,31.0,,False,False,,,9.05,9.05,6.5,11.75811,204.0,11.0,193.0,,0,0,,2.5,2.45,2.5,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,39.0,,43.0,,,,,,,,,,,,
CRL.N,,,,,,,,,,,18400,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,7.60233918128654,18400,,14.0,0.0,,False,False,58.7,72.52179,49.2,,True,False,,,19.7,19.7,,19.7,725.0,,725.0,,0,0,,10.2,,10.2,,,,False,,,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
DECK.N,,,,,,,,,,,3600,,False,True,True,True,True,True,False,True,True,False,True,True,False,False,,,,2.85714285714285,3556,,,0.0,,False,False,64.1,,,,True,True,,,2.0,2.0,,2.0,14.0,,14.0,,,,0.001005555555556,1.4,,1.4,905.0,905.0,,False,,,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
HPQ.N,True,True,True,True,True,True,True,True,True,,53000,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,79.0,,,-5.35714285714286,53285,43.0,5.1,0.0,,False,False,36.9,35.8,29.7,100,True,False,,,0.5,0.5,,,55.0,,,0.0,0,,8.8075471698e-05,0.3,,,1167.0,,,False,32.0,1700000.0,,,True,True,True,False,,,,,,,True,,,5.1,,29.0,,36.9,12.9,4.0,9.3,63.1,10.7,,,,,,,
ROP.OQ,,,,,,,,,,,18400,,False,True,True,True,False,False,False,True,False,False,True,False,False,False,,,,11.7861482381531,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
LW.N,,,,,,,,,,,7700,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,1.3157894736842,7285,23.0,,0.0,,False,False,40.0,,,,True,False,,,11.75,11.75,,11.75,171.0,,171.0,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,60.0,5.0,4.0,44.0,40.0,7.0,,,,,,,
TGT.N,,,,,,,,,,,368000,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,,,2.22222222222221,368000,0.0,,0.0,,False,False,58.0,,53.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,5.742,2112926.0,,,True,True,True,False,,,,,,,True,,100.0,,,,,49.0,5.0,15.0,25.0,51.0,4.0,39.0,4.0,12.0,20.0,61.0,3.0,100.0
NTAP.OQ,,,,,,,,,,,10800,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,2.85714285714285,10967,0.0,,0.0,,False,False,23.206,,26.0,90,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,,,,,,35.0,25.0,4.0,5.0,65.0,1.0,30.0,22.0,3.0,4.0,70.0,1.0,
OXY.N,True,False,False,True,False,True,False,False,True,,11800,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-18.0555555555556,11764,6.6,13.3,0.0,0,False,False,22.0,,21.6,20,True,False,,35.7,0.85,0.85,0.87351,0.8,56.0,37.0,19.0,,0,0,,,,0.6,,,,False,25.3,297629.2,,,False,True,True,False,,,,,,,True,,,7.8,5.5,,,35.0,,,,,,22.7,,,,,,
IR.N,,,,,,,,,,,15900,,False,True,True,True,False,False,False,True,False,True,True,False,False,True,76.0,156.033850630456,1237200000,140.909090909091,15900,50.0,16.7,0.0,,False,False,22.0,,19.4,,False,False,,,2.65,2.65,5.5,2.5,,,80.0,,0,0,,1.8,3.85,1.7,,,,False,,,,,False,False,False,False,,,,,,,False,,,7.2,9.5,,,,,,,,,,,,,,,
TER.OQ,,,,,,,,,,,5500,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,1.85185185185186,5700,,,0.0,,False,False,22.6,24.8,16.9,,True,True,,,0.25,,,0.25,,,3.0,,,,,,,,,,,False,,,,,True,False,False,False,,,,,,,True,,,,,,10.0,,,,,,,,,,,,,
WAB.N,,,,,,,,,,,27000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,-1.81818181818182,25000,,,0.0,,False,False,16.1,,,,True,True,,,4.2,4.2,,4.2,210.0,,210.0,,0,,,1.6,,1.6,,,,False,7.0,200000.0,,,False,True,False,False,,,,,,,True,,,,,24.0,,23.7,,,,,,,,,,,,
NOW.N,False,False,False,False,False,False,False,False,False,,13096,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,82.0,,,26.2751904348665,13096,,7.0,0.0,,False,False,29.2,,27.6,,True,False,,,,,,,,,,,,,,,,,,,,False,78.0,1021488.0,,,False,True,False,False,,,,,,,True,,100.0,7.0,,,,44.2,32.2,2.7,6.2,55.8,3.1,31.4,2.1,24.3,3.9,68.6,1.1,
EXC.OQ,,,,,,,,,,,32340,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,-1.14021948460856,32340,37.0,8.0,0.0,,False,False,24.5,,23.1,100,False,False,,,2.65,2.65,,,171.0,,,,,,0.000534,1.85,,,4317.39,,,True,,,,,False,True,False,False,,,,,,,True,,,,,,,28.5,,,,,,22.3,,,,,,
BR.N,,,,,,,,,,,13704,,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,,,14.2,13000,0.0,,0.0,,False,False,33.0,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,5.576,72487.0,,,False,True,False,False,,,,,,,True,,71.5,,,,,,,,,,,,,,,,,
EMN.N,False,False,True,True,False,True,False,True,True,,14500,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,0.0,14502,5.3,9.2,0.0,,False,False,24.0,7.7,25.0,90,False,False,,,4.05,,2.2,4.05,,,117.0,,0,1,,2.2,,,,,,False,33.0,478566.0,,,False,True,True,False,,,,,,,True,,100.0,3.3,5.9,48.0,,13.0,,,,,,12.0,,,,,,
AZO.N,,,,,,,,,,,62000,38000,False,True,True,True,True,True,True,True,False,True,True,True,False,True,82.0,,,3.33333333333334,84951,0.0,,0.0,,False,False,23.5,23.0,24.7,60,False,False,,,15.2,15.2,,15.2,2583.0,,2583.0,,2,,,3.901,,3.9,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,50.0,,,,,,45.1,,,,,,
TEL.N,,,,,,,,,,,89000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,80.0,,,8.53658536585367,89000,,,0.0,,False,False,42.0,,30.0,100,True,False,,,1.05,1.05,,1.05,187.0,,187.0,,,,,0.7,,0.7,,,,False,1.94,172689.0,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
FRT.N,,,,,,,,,,,307,4,False,True,True,True,True,True,True,True,False,False,True,False,False,False,80.0,,,-0.324675324675328,309,0.0,9.003,0.0,,False,False,51.0,45.0,55.085,,True,False,,,1.618,1.618,,1.618,1.0,,1.0,,0,,0.0,,,,0.0,0.0,,False,,,,,False,False,False,False,,,,,,,False,,,,,,8.0,31.05,9.0614,10.7,9.35,68.95,1.9417,19.4,7.096,6.4516,5.211,80.6,0.645,
DUK.N,True,True,True,False,False,False,False,False,True,,27535,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,91.0181940909091,4400000000,-4.36911749383531,27730,18.7,5.7,0.0,,False,False,23.3,,19.8,100,True,False,,,1.65,,,1.65,,,92.0,,1,,2.6148538e-08,,,0.18,,0.18,,False,,1252000.0,,,False,True,True,False,,,,,,,True,,,,,,,18.8,,,,,,13.0,,,,,,
KMI.N,,,,,,,,,,,10524,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-5.06945697275843,10534,8.827,10.0,0.0,,False,False,16.0,,20.0,20,True,False,4.0,133500.0,3.5,,2.0,3.5,100.0,19.0,81.0,,0,0,,,0.5,2.0,,,,False,33.32,351000.0,27000000.0,2565.56442417332,True,True,False,False,,,,,,,False,,,4.0,6.0,,,30.0,,,,,,20.0,,,,,,
DVN.N,True,False,False,False,False,False,False,False,False,,1400,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,,,-22.2222222222222,2022,,3.0,0.0,,False,False,27.0,,20.0,65,True,True,,,2.15,2.15,2.2,1.8,64.0,55.0,9.0,,,,,0.6,0.55,0.8,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,21.0,,,,,,13.0,,,,,,
RCL.N,True,False,False,False,False,True,False,False,True,,85000,100,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,1304.50472108013,,-0.468384074941452,85396,89.0,3.55,1.57922229375964,1300,False,False,22.46358,,,100,False,False,,,,,,,,,,,,,,,,,,,,False,11.65043,994900.0,,,True,True,False,False,,,1,,,,True,,,3.55,,,6.0,,,,,,,,,,,,,
VTRS.OQ,,,,,,,,,,,45000,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,28.5714285714286,41652,,7.9,0.0,,False,False,34.4,,21.5,,True,True,,,2.6,,,2.6,,,217.0,,0,0,,,,1.9,,,,True,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
CAH.N,,,,,,,,,,,47300,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-1.45833333333333,,1.0,,0.0,,False,False,46.89222,,40.824,100,True,True,,,7.0,7.0,,,662.0,,,,1,0,,,,,,,,False,28.5,822139.5,,,False,True,False,False,,,,,,,True,,99.0,,,,,45.67,8.82,18.06,15.97,54.33,2.82,26.69,6.84,8.87,8.99,73.31,1.99,100.0
