Instrument,Corruption Due Diligence,Corruption Intermediaries Procedures,Corruption Oversight,Corruption Procedures for High Risk Operations,Corruption Risk Assessment,Corruption Training,Principles for Community Investments,Supplier Policy Animal Welfare,Corruption Fines,Lobbying Controversies,Recent Lobbying Controversies,Policy Fair Competition,Policy Bribery and Corruption,Policy Business Ethics,Policy Community Involvement,Improvement Tools Business Ethics,Whistleblower Protection,OECD Guidelines for Multinational Enterprises,Extractive Industries Transparency Initiative,Total Donations To Revenues in million,Donations Total,Political Contributions,Lobbying Contribution Amount,Employee Engagement Voluntary Work,Corporate Responsibility Awards,Product Sales at Discount to Emerging Markets,Diseases of the Developing World,"Bribery, Corruption and Fraud Controversies",Intellectual Property Controversies,Crisis Management Systems,Anti-competition Controversies,Public Health Controversies,Business Ethics Controversies,Tax Fraud Controversies,Anti-Competition Controversies Count,Critical Countries Controversies,Critical Country 1,Critical Country 2,Critical Country 3,Critical Country 4,Critical Country 5,Recent Public Health Controversies,Recent Business Ethics Controversies,Recent Tax Fraud Controversies,Recent Anti-Competition Controversy,Recent Critical Countries Controversies,Recent Intellectual Property Controversies
MCD.N,False,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,,,12950.0,,True,False,False,False,False,1,False,False,,,,,,,,,,,,,,,,
HD.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,295000,True,True,False,False,True,,False,False,,1,,,,,,,,,,,,,,
SPG.N,False,False,True,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,1181.54243066561,6800000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
HBAN.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,1868.4838225841,8720214,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LVS.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,3329.48469387755,9788685,7129936.0,,True,True,False,False,True,,False,False,,,2,,,,,,,,,,,,,
CTRA.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,96000.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ON.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,384.382101886587,2120982,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
AIG.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,130.208333333333,6500000,234000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
AIZ.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,446.012646936389,4500000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,1418.0815105482,7300000,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
SMCI.OQ,,,,,,,,,,,,True,True,True,False,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
COST.OQ,False,False,False,False,False,False,True,True,,,,False,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
MCO.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,1156.4091944502,5584300,110000.0,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,
DIS.N,True,True,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,4858.70673926473,338200000,173500.0,,True,True,False,False,True,1,True,True,,1,,3,,,,,,,,,,,,
LULU.OQ,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
PAYX.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WSM.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
AMD.OQ,True,True,False,False,True,True,True,False,0,,,True,True,True,True,True,True,True,False,66.8872381518348,450218,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
REG.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,1191.38180874704,1350000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DHI.N,False,False,False,False,False,False,False,False,,,,True,True,True,False,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
TTD.OQ,,,,,,,,,,,,True,False,True,False,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
TRV.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,766.70764603451,24216461,610025.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MOS.N,,,,,,,,,,,,True,True,True,True,True,True,True,False,1347.36085692151,12000000,256757.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WDC.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
VTR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,361.500225937641,1400000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
IVZ.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ZBRA.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
AMAT.OQ,True,True,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,739.320920043812,10800000,84000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
STX.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
FDS.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,3832.48554107728,55000000,,,True,True,False,False,True,,True,True,,,,2,,,,,,,,,,,,
DELL.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,755.895432625992,68500000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
VRSN.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TECH.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
NVR.N,,,,,,,,,,,,True,True,True,False,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JBL.N,,,,,,,,,,,,True,True,True,True,True,True,True,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
XYZ.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
LOW.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,465700.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
BSX.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,869.119701909641,9330000,260000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
SYY.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
FCX.N,,,,,,,,,,,,True,True,True,True,True,True,False,True,6943.48007221219,100000000,96950.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MAS.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,149.097957357984,1000000,2500.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BEN.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
META.OQ,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,17590950.0,3400000,True,False,False,False,True,,False,True,,23,1,33,,,,,,,,,,,,
PAYC.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPE.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RJF.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
CL.N,True,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,3476.70936086153,54560000,0.0,,True,True,True,False,False,,True,False,,,,,,,,,,,,,,,,
VICI.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
UNH.N,True,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,2390000,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ARE.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,52.2433285269471,80000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GEN.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,9992.26384364821,24541000,,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,
LLY.N,True,False,False,False,True,True,True,True,,,,False,True,True,True,True,True,False,False,,,8127000.0,,True,True,True,True,True,,False,True,,,,3,,,,,,,,,,,,
DAY.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GRMN.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
ISRG.OQ,True,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,290.014684287812,1264000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
AVB.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,946.388795444945,2200000,860000.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,3650.18002024191,22000000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CBRE.N,,,,,,,,,,,,True,True,True,True,True,True,True,False,594.687029525417,14209506,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CINF.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,False,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WMB.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,1287.64784782344,10560000,152050.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EA.OQ,True,False,True,True,False,False,True,False,,,,True,True,True,True,True,True,False,False,252.525252525253,1250000,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
TMUS.OQ,False,False,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,387.84348193253,17452181,,,True,True,False,False,True,,False,True,,,,15,,,,,,,,,,,,
CB.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TXN.OQ,False,False,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,2833.90113328235,40760000,101000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MDLZ.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,2706.04608009896,70000000,79500.0,,True,True,False,False,True,,True,True,,1,,1,,,,,,,,,,,,
BRO.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
BALL.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,424.412189118071,5000000,411000.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
PFG.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KEYS.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PCG.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,1021.65917449939,17500000,225000.0,,True,True,False,False,True,,True,False,9,4,,,,,,,,,,,,,,
RL.N,False,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JPM.N,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,870575.0,700000,True,True,False,False,True,,True,True,,8,2,17,,,,,,,,,,,,
TTWO.OQ,True,True,True,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
CDW.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
RMD.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,641.863934991155,1898000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
LNT.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,1696.21789072566,6187294,743179.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
COO.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CMG.N,False,False,False,False,False,False,True,True,,,,False,True,True,True,True,True,False,False,,,,,True,True,False,False,True,,False,False,,2,,,,,,,,,,,,,,
PCAR.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
GNRC.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
CHTR.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,1,False,False,,,,,,,,,,,,,,,,
PWR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
CCL.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,10000.0,,True,True,False,False,True,,True,False,,1,,,,CU,,,,,,,,,,
PM.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,2090.6809786018,59990000,117937.0,,True,True,False,False,True,1,True,True,,,1,1,,,,,,,,,,,,
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,577.605816130747,24986650,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
ESS.N,,,,,,,,,,,,False,False,True,True,True,True,False,False,32.7472083443196,47816,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
KHC.OQ,False,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,,,184056.0,,True,True,False,False,True,,True,True,,1,,1,,,,,,,,,,,,
BLDR.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JBHT.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,133.36634931608,1222337,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CMI.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,869.712782656654,20500000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PNR.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1136.58956855988,3430000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CRL.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,401.674636219845,1052880,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
DECK.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,659.433577983377,1332344,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
HPQ.N,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,248.48526107972,14600000,1817400.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ROP.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,True,,False,True,,,,1,,,,,,,,,,,,
LW.N,,,,,,,,,,,,False,True,True,True,True,True,False,False,203.647011846133,765000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TGT.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,2707.15006104358,204000000,136900.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NTAP.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,276.602668402213,1700000,0.0,100000,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
OXY.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,1836.42559636501,38800000,,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
IR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
TER.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
WAB.N,,,,,,,,,,,,True,True,True,True,True,True,True,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NOW.N,False,False,False,False,False,False,True,False,,,,True,True,True,False,True,True,False,False,449.109462186423,1554115,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXC.OQ,,,,,,,,,,,,False,True,True,True,True,True,False,False,859.515651315407,29600000,,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,
BR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,220.799293442261,1000000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EMN.N,False,False,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,229500.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
AZO.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
TEL.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,460.893854748603,5610000,40328.59,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
FRT.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
DUK.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,2009.64950755612,50400000,1828590.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KMI.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,143.614202437732,1897000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DVN.N,True,True,True,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,996.784565916399,6200000,3322000.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
RCL.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,170000,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
VTRS.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,True,True,True,2,True,True,,,,3,,,,,,,,,,,,
CAH.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,3.26964073187638,500000,303500.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
MKC.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,1362.81650895762,7287525,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
IEX.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,234.30397262173,551000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
VLO.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,590.820132196005,64000000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPD.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
LH.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SW.N,,,,,,,,,,,,True,True,True,True,True,True,True,False,386.825817860301,3500000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DRI.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,50000.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
MAA.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,26.330489370155,5000000,494500.0,,True,False,False,False,True,,True,False,,1,,,,,,,,,,,,,,
SHW.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,363.25594386843,6502572,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GD.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,10300000.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
SBAC.OQ,,,,,,,,,,,,False,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
MPWR.OQ,,,,,,,,,,,,True,True,True,True,True,True,True,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
COP.N,True,True,False,True,False,True,True,False,,,,True,True,True,True,True,True,False,True,1353.85184728304,43900000,2107780.0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
ORCL.N,True,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,665.51557778737,26210000,,1560000,True,True,False,False,True,,True,False,,,,,,,,,,,,,,,,
AMP.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,1357.64158262219,17500000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NXPI.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CPRT.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TXT.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,717.110220440882,10019464,,860000,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
T.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,True,False,734.708144005592,105100000,6399337.0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
MTCH.OQ,,,,,,,,,,,,False,False,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
NDAQ.OQ,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
FFIV.OQ,False,False,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,2227.14480296679,5235621,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LEN.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
CDNS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDA.OQ,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,230.035592352339,2695097,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WELL.N,False,True,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,23.792759112617,121850,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
PLD.N,False,False,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,690.561910226351,2300000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ROST.OQ,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
MRK.N,True,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,True,False,64261.3151152861,3010000000,811315.0,,True,True,True,True,True,2,True,True,,,,2,,,,,,,,,,,,
WEC.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,2658.47855272428,20000000,483824.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MSCI.N,,,,,,,,,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TMO.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,129.198966408269,3300000,73369.0,,True,True,False,False,True,,True,True,,,,1,,,,,,,,,,,,
F.N,False,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,398.973701090443,62200000,0.0,2129297,True,True,False,False,True,,True,True,,2,,4,,,,,,,,,,,,
GEHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
