Instrument,Corruption Due Diligence,Corruption Intermediaries Procedures,Corruption Oversight,Corruption Procedures for High Risk Operations,Corruption Risk Assessment,Corruption Training,Principles for Community Investments,Supplier Policy Animal Welfare,Corruption Fines,Lobbying Controversies,Recent Lobbying Controversies,Policy Fair Competition,Policy Bribery and Corruption,Policy Business Ethics,Policy Community Involvement,Improvement Tools Business Ethics,Whistleblower Protection,OECD Guidelines for Multinational Enterprises,Extractive Industries Transparency Initiative,Total Donations To Revenues in million,Donations Total,Political Contributions,Lobbying Contribution Amount,Employee Engagement Voluntary Work,Corporate Responsibility Awards,Product Sales at Discount to Emerging Markets,Diseases of the Developing World,"Bribery, Corruption and Fraud Controversies",Intellectual Property Controversies,Crisis Management Systems,Anti-competition Controversies,Public Health Controversies,Business Ethics Controversies,Tax Fraud Controversies,Anti-Competition Controversies Count,Critical Countries Controversies,Critical Country 1,Critical Country 2,Critical Country 3,Critical Country 4,Critical Country 5,Recent Public Health Controversies,Recent Business Ethics Controversies,Recent Tax Fraud Controversies,Recent Anti-Competition Controversy,Recent Critical Countries Controversies,Recent Intellectual Property Controversies
MOS.N,True,True,False,False,True,True,True,False,0,,,True,True,True,True,True,True,True,False,784.305523602368,15000000,824336.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WDC.OQ,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
VTR.N,True,True,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
IVZ.N,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ZBRA.OQ,False,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
AMAT.OQ,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,True,False,434.361062633314,11200000,69500.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
STX.OQ,False,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
FDS.N,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,True,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
DELL.N,True,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,601.796495943556,60900000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
VRSN.OQ,True,False,False,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,947.434907712822,1350000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TECH.OQ,True,True,False,False,False,True,False,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NVR.N,False,False,False,False,False,False,False,False,,,,True,True,True,False,True,True,False,False,,,,,False,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JBL.N,False,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,True,False,,,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
XYZ.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
LOW.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,831.168831168831,80000000,192500.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BSX.N,True,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,694.685380854755,8810000,180000.0,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
SYY.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,125.778417733709,9600000,,,True,False,False,False,True,,True,True,,,,1,,,,,,,,,,,,
FCX.N,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,True,7769.97366110623,177000000,145600.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MAS.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,900.345622119816,7815000,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BEN.N,True,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,9.06311553659686,75000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
META.OQ,False,True,True,True,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,19991900.0,,False,False,False,False,True,1,True,True,,1,,5,3,,,,,,,,,,,
PAYC.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,1357.99451370216,2300000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPE.OQ,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RJF.N,True,False,True,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CL.N,False,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,2727.22212945956,49000000,0.0,,True,True,True,False,False,,True,False,,,,,,,,,,,,,,,,
VICI.N,False,False,False,False,False,True,False,False,,,,True,True,True,True,True,True,False,False,48.4485505231867,126000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
UNH.N,True,False,False,True,False,False,True,False,,,,True,True,True,True,True,True,False,False,295.531246722318,95800000,,,True,True,False,False,True,,True,True,,,,4,,,,,,,,,,,,
ARE.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,299.69315167433,800000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GEN.OQ,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,1669.20886981402,4667108,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LLY.N,True,True,False,False,True,True,True,True,,,,False,True,True,True,True,True,False,False,134586.950885381,3841300000,8027400.0,,True,True,True,True,True,1,False,True,,,,1,,,,,,,,,,,,
DAY.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,4012.19707912053,5000000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GRMN.N,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PODD.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
ISRG.OQ,True,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,453.790654258082,3232850,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
AVB.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,925.409667292089,2400000,747800.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TPR.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,5983.99281920862,40000000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CBRE.N,True,True,True,True,True,True,True,False,0,,,True,True,True,True,True,True,True,False,557.929893254387,17200000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CINF.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WMB.N,False,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1355.22115823073,14860000,207500.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EA.OQ,True,False,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,1358.89000143041,9500000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TMUS.OQ,False,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,28005.1777657689,2228400000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CB.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
TXN.OQ,False,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,True,False,2626.32314759337,52600000,155500.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
MDLZ.OQ,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1714.50342900686,54000000,76750.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BRO.N,False,False,False,False,False,True,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
BALL.N,True,True,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,431.105952578345,5200000,78100.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
PFG.OQ,True,True,True,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,1220.21489340067,18000000,35000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KEYS.N,True,True,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PCG.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,1028.59778597786,22300000,2899038.0,,True,True,False,False,False,,True,False,1,,,,,,,,,,,,,,,
RL.N,False,False,True,False,False,False,True,True,,,,True,True,True,True,True,True,True,False,1833.23952721717,11400000,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
JPM.N,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,1251725.0,,True,True,False,False,True,,True,False,,4,,,1,,,,,,,,,,,
TTWO.OQ,True,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CDW.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,117.901190380947,2800000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
RMD.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,300.971372673362,1271000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
LNT.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,2573.31082045184,10820772,565195.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
COO.OQ,False,False,False,False,False,True,False,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CMG.N,False,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,,,,,False,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PCAR.OQ,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,301.876841188493,8700000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
GNRC.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
CHTR.OQ,False,False,True,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
PWR.N,True,True,False,True,False,True,True,False,0,,,True,True,True,True,True,True,False,False,450.980657439602,7700000,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CCL.N,False,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,,,100000.0,,True,True,False,False,False,,True,False,,,,,,CU,,,,,,,,,,
PM.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,638.225449594372,22500000,339898.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
SNA.N,False,False,False,False,False,True,False,False,,,,True,True,True,True,True,True,False,False,,,,,False,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
UAL.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,302.290001112223,13589447,261100.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
ESS.N,False,False,False,False,False,False,True,False,,,,False,False,True,True,True,True,False,False,177.305525095002,284897,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
KHC.OQ,True,True,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,,,124000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BLDR.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,140.80529540555,3200000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JBHT.OQ,True,True,True,True,False,False,True,False,,,,True,True,True,True,True,True,False,False,405.127676868346,6001561,0.0,,False,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
CMI.N,False,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,1207.52297499466,33900000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
PNR.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,450.724814228286,1850000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CRL.N,True,True,True,False,True,True,True,True,0,,,True,True,True,True,True,True,True,False,706.677464625785,2809792,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DECK.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1082.42284959719,3410000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
HPQ.N,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,True,False,1134.79573994595,71390000,2670000.0,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,
ROP.OQ,False,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
LW.N,False,False,False,False,True,True,True,True,,,,False,True,True,True,True,True,False,False,165.898167801117,680000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TGT.N,False,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,2584.7837366162,274000000,483400.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NTAP.OQ,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,237.416904083571,1500000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
OXY.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,660.588524321668,24200000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
IR.N,True,True,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,211.280699085577,1250000,1089088.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TER.OQ,True,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,True,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
WAB.N,False,True,False,False,False,False,True,False,,,,True,True,True,True,True,True,True,False,117.077254245396,979000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NOW.N,False,False,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,2795.74313319531,20255159,0.0,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
EXC.OQ,False,False,False,False,False,True,True,False,,,,False,True,True,True,True,True,False,False,3585.28147604571,68400000,543708.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BR.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,532.682274909667,3228534,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EMN.N,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,,,163450.0,,True,True,False,False,False,,True,False,1,,,,,,,,,,,,,,,
AZO.N,False,True,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
TEL.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,329.923911687664,5290000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
FRT.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,418846.99798395,450000000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DUK.N,False,True,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1557.28587319244,44800000,5991089.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KMI.N,True,True,True,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,101.40625,1947000,3197000.0,,True,True,False,False,False,,True,False,2,,,,,,,,,,,,,,,
DVN.N,False,False,True,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,1544.15984141061,29600000,5382776.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
RCL.N,True,True,True,True,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
VTRS.OQ,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,False,False,61.4904044223899,1000000,467250.0,,True,True,True,True,True,2,True,True,,,,1,,,,,,,,,,,,
CAH.N,True,True,True,False,False,True,True,True,,,,True,True,True,True,True,True,True,False,106.986569355885,21930000,510000.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
MKC.N,False,False,False,False,True,False,False,False,0,,,True,True,True,True,True,True,False,False,1637.66632548618,10400000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
IEX.N,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,397.499923638474,1301375,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
VLO.N,True,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,385.524682083874,68000000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPD.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,,,0.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
LH.N,True,False,False,False,True,True,False,True,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SW.N,False,False,False,False,True,False,True,False,0,,,True,True,True,True,True,True,True,False,187.28053062817,2400000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
DRI.N,False,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
MAA.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,190.111621265965,384000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JNJ.N,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,34772.6695453391,2738000000,7440202.06,,True,True,False,True,False,,True,False,,,,,,,,,,,,,,,,
JNJ.N,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,False,53656.707088386,4292000000,1337200.0,,True,True,False,True,True,,True,True,,1,,2,,,,,,,,,,,,
COR.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,10.2985433282603,2700000,511800.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
SHW.N,True,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,281.458943785019,6234006,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
GD.N,False,True,False,False,False,False,True,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
SBAC.OQ,True,True,False,False,True,True,True,False,0,,,False,True,True,True,True,True,False,False,,,10000.0,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
MPWR.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,5958.03566035353,10850000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
COP.N,True,False,False,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,735.088032206283,57700000,4622000.0,,True,True,False,False,False,,True,False,1,,,,,,,,,,,,,,,
ORCL.N,True,False,False,False,False,False,False,False,,,,True,True,True,True,True,True,False,False,469.379184268386,19000000,1165000.0,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
AMP.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,1213.89702804521,17400000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NXPI.OQ,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,True,False,,,,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
CPRT.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,258.429986148153,1000000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TXT.N,True,True,False,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,669.923770300723,8621249,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
