Instrument,Corruption Due Diligence,Corruption Intermediaries Procedures,Corruption Oversight,Corruption Procedures for High Risk Operations,Corruption Risk Assessment,Corruption Training,Principles for Community Investments,Supplier Policy Animal Welfare,Corruption Fines,Lobbying Controversies,Recent Lobbying Controversies,Policy Fair Competition,Policy Bribery and Corruption,Policy Business Ethics,Policy Community Involvement,Improvement Tools Business Ethics,Whistleblower Protection,OECD Guidelines for Multinational Enterprises,Extractive Industries Transparency Initiative,Total Donations To Revenues in million,Donations Total,Political Contributions,Lobbying Contribution Amount,Employee Engagement Voluntary Work,Corporate Responsibility Awards,Product Sales at Discount to Emerging Markets,Diseases of the Developing World,"Bribery, Corruption and Fraud Controversies",Intellectual Property Controversies,Crisis Management Systems,Anti-competition Controversies,Public Health Controversies,Business Ethics Controversies,Tax Fraud Controversies,Anti-Competition Controversies Count,Critical Countries Controversies,Critical Country 1,Critical Country 2,Critical Country 3,Critical Country 4,Critical Country 5,Recent Public Health Controversies,Recent Business Ethics Controversies,Recent Tax Fraud Controversies,Recent Anti-Competition Controversy,Recent Critical Countries Controversies,Recent Intellectual Property Controversies
META.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYC.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,1699.23534409516,3200000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EXPE.OQ,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,True,,True,True,,,,1,,,,,,,,,,,,
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEN.OQ,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,1613.78460155782,5386813,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LLY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG.OQ,True,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1077.57330491733,9000000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
AVB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA.OQ,True,False,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,915.701589011581,6800000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
TMUS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,True,,False,False,,1,,,,,,,,,,,,,,
TXN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL.N,True,True,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
PFG.OQ,True,True,True,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,1198.95665261506,18800000,50000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
KEYS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL.N,True,False,True,False,False,True,True,True,,,,True,True,True,True,True,True,True,False,1598.48531876591,10300000,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
JPM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTWO.OQ,True,True,True,True,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
CDW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMD.N,False,False,False,False,False,True,True,True,0,,,True,True,True,True,True,True,False,False,380.78866718588,1784108,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
LNT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO.OQ,False,False,False,False,False,True,False,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CMG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCAR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNRC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CU,,,,,,,,,,
PM.N,False,True,False,False,False,True,False,False,,,,True,True,True,True,True,True,True,False,,,230286.0,,True,True,False,False,True,1,False,True,,1,,1,,,,,,,,,,,,
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBHT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNR.N,True,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,526.599392573724,2150000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
CRL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECK.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1157.8892230839,4200000,0.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
HPQ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT.N,False,False,False,False,False,False,True,True,,,,True,True,True,True,True,True,False,False,3005.8651026393,328000000,616000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NTAP.OQ,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
OXY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TER.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,454.011341980697,2954161,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
EMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO.N,False,True,False,False,False,False,True,False,0,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
TEL.N,False,False,False,False,False,True,True,False,0,,,True,True,True,True,True,True,False,False,459.450930893026,7280000,,,True,True,False,False,True,,True,False,,1,,,,,,,,,,,,,,1
FRT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTRS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAH.N,True,False,True,False,True,True,True,True,,,,True,True,True,True,True,True,False,False,94.7858940955001,21500000,383500.0,,True,True,False,False,False,,False,False,,,,,,,,,,,,,,,,
MKC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX.N,False,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,550.041299559471,1797975,,,True,False,False,False,True,,True,False,,1,,,,,,,,,,,,,,
VLO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPD.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRI.N,False,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
MAA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR.N,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,9.52515085296076,2800000,477150.0,,True,True,False,False,True,,True,True,,,,,,,,,,,,,,1,,
SHW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBAC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPWR.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,10760.7267455031,23750000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
COP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXPI.OQ,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,True,False,,,,,True,True,False,False,False,1,True,False,,,,,,,,,,,,,,,,
CPRT.OQ,True,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,283.231090843304,1200000,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
TXT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.N,False,False,False,False,True,True,False,False,,,,True,True,True,True,True,True,True,False,613.883076118232,75100000,5292819.0,,True,True,False,False,True,,True,True,1,1,,3,,,,,,,,,,,,
MTCH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAQ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIV.OQ,True,True,True,False,True,True,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
LEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDNS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDA.OQ,False,True,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
WELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROST.OQ,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,False,False,False,False,,False,False,,,,,,,,,,,,,,,,
MRK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQV.N,True,True,False,False,True,True,True,True,,,,True,True,True,True,True,True,False,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
VRTX.OQ,False,True,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,4809.3937441584,53000000,2026100.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,1
DXCM.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HII.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS.N,True,False,False,False,False,True,True,True,,,,True,True,True,True,True,True,False,False,641.078943909616,239000000,,,True,True,False,False,True,1,True,True,,1,,7,,,,,,,,4,,3,,
PH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM,,,,,,,,,,
HWM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CU,IR,SY,SD,,,,,,,
HUM.N,True,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,124.149760956514,14620000,,,True,True,False,False,True,,True,True,,,,1,,,,,,,,1,,,,
AXON.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBH.N,True,False,False,False,True,True,True,False,0,,,True,True,True,True,True,True,False,False,586.044330997838,4500000,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,1
TDY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPAM.N,True,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
NOC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFb.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,False,False,1194.81022463207,61700000,764450.0,,True,True,False,False,True,,True,True,,,,2,,,,,,,,,,1,,
HSY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL.N,False,False,False,False,False,False,True,False,,,,True,True,True,True,True,True,False,False,,,0.0,,True,False,False,False,True,,True,False,,1,,,,,,,,,,,,,,
SLB.N,True,True,False,True,True,False,True,False,,,,True,True,True,True,True,True,True,False,,,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
AWK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMC.N,True,True,False,False,True,True,True,False,,,,True,True,True,True,True,True,True,False,,,,,True,False,False,False,False,,True,False,,,,,,,,,,,,,,,,
IT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL.N,True,True,False,True,True,True,True,False,,,,True,True,True,True,True,True,True,False,1060.89674361874,16700000,120000.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
BXP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED.N,False,False,False,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,32.7739905610907,500000,0.0,,True,True,False,False,False,,True,False,,,,,,,,,,,,,,,,
ALLE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
