Instrument,Environmental Data Assurance Standard,Policy Resource Efficiency,Targets Resource Use,Facilities Water Withdrawal,Water Incidents,Water Management Plan Details,Water Stressed Targets,Water Use Target,Supplier Environmental Commitment,Supplier Environmental Due Diligence,Supplier Environmental Policy Communication,Supplier Environmental Policy Training,Supplier Environmental Risk Assessment,Target Sustainable Palm Oil Supply Chain,Total Water Usage Properties,Water Stressed Sites,Water Stressed Sites Percent,Water Withdrawal in Stressed Regions,Water Withdrawal in Stressed Regions Percent,Certified Palm Oil Percent Supply Chain,Electricity Produced from Nuclear,Electricity Produced from Coal,Electricity Produced from Oil,Electricity Produced from Gas,Electricity Produced from Combined Cycle Gas Turbine,Electricity Produced from Biomass,Electricity Produced from Hydro,Electricity Produced from Geothermal,Electricity Produced from Solar,Electricity Produced from Wind,Electricity Produced from Other Renewables,Renewable Electricity Produced Without Bifurcation,Total Energy Use from Properties,Energy Consumption External Assurance,Energy Consumption International Assurance Standard,Deforestation Controversies Count,Recent Deforestation Controversies Count,Water and Marine Resource Controversies Count,Recent Water and Marine Resource Controversies Count,Extraction Virgin Natural Resources ControversiesCount,Recent Extraction Virgin Natural Resources ControversiesCount,Exposure To Supply Risk ControversiesCount,Recent Exposure To Supply Risk ControversiesCount,ResourceUse Controversies count,Recent ResourceUse Controversies count,Biodiversity and Ecosystem Controversies Count,Recent Biodiversity and Ecosystem Controversies Count,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Electricity Purchased Per Tonne of Aluminum Production,Electricity Purchased Per Tonne of Chlorine Production,Resource Reduction Policy,Policy Water Efficiency,Policy Sustainable Packaging,Policy Environmental Supply Chain,Resource Reduction Targets,Targets Water Efficiency,Environment Management Team,Environment Management Training,Environmental Materials Sourcing,Toxic Chemicals Reduction,Total Energy Use To Revenues USD in million,Renewable Energy Use Ratio,Renewable Energy Supply,Energy Use Total,Energy Purchased Direct,Electricity Purchased,Electricity Produced,Cement Energy Use,Renewable Energy Purchased,Renewable Energy Produced,Renewable Energy Use,Green Buildings,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,Environmental Supply Chain Management,Environmental Supply Chain Monitoring,Env Supply Chain Partnership Termination,Land Environmental Impact Reduction,Environmental Controversies,Environmental Controversies Count,Recent Environmental Controversies,Total Renewable Energy,Total Renewable Energy To Energy Use in million,Grid Loss Percentage,Coal Produced (Raw Material in Tonnes) Total
HSBA.L,True,False,False,False,False,False,False,False,True,False,True,False,False,False,,1308,50.1,833000.0,49.0,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,4.03644427319372,2.54430969917059,,,True,True,False,True,True,False,False,True,True,False,34.5604741521238,0.687224409718888,,2624004.0,2624004.0,2392650.0,,,1803279.6,,True,True,21.7846559104379,1654000.0,1654000.0,,True,True,True,False,True,1,1,1803279.6,687224.409718888,,
CTEC.L,True,False,False,False,False,True,False,False,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,8326.8,,True,True,,,,,,,,,,,,,67.7802584291715,23.7117408181939,,,True,True,True,True,False,False,True,True,True,True,203.537130875415,0.491473958293092,,465937.2,457610.4,241203.6,8326.8,,228996.0,8326.8,True,False,71.2039140311026,163000.0,163000.0,,True,True,True,False,False,,,237322.8,509345.036198011,,
WPP.L,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,33.9607555124879,,,,True,False,True,True,False,False,False,True,True,False,33.8432848654272,0.787513842746401,,624153.6,624153.6,528861.6,,,491529.6,,True,True,,,,,True,True,False,False,False,,,491529.6,787513.842746401,,
FRES.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF.L,False,True,False,False,False,False,False,False,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,74.0956355665202,,,,True,True,False,True,True,True,True,True,False,False,131.273825056948,,,691550.5104,691550.5104,,,,,,False,False,,,,,False,True,False,False,False,,,,,,
HWDN.L,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,163.64656817843,,,,True,False,True,True,False,False,False,False,True,False,354.059288648739,,,1034196.4152,1034196.4152,,,,,,True,False,,,,,True,True,False,False,False,,,,,,
SGRO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJP.L,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,6.2484388004058,,,,True,False,False,True,True,False,False,False,True,False,1.26321698366006,,,40953.50032,40953.50032,,,,,,True,True,,,,,True,,False,False,False,,,,,,
TW.L,False,True,False,False,False,True,False,True,True,False,False,True,False,False,,42,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,51.7455582801306,62.7039000301114,,,True,True,False,True,True,True,True,True,True,False,67.6000203908529,0.260812975570685,,287654.4,287654.4,88290.0,,,75024.0,,True,True,81.9159182257611,348572.0,348572.0,,True,True,False,False,False,,,75024.0,260812.975570685,,
AHT.L,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,267540.0,30.0,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,139.176481783702,20.9421778221036,,,True,True,True,True,False,False,True,False,True,False,545.800141821765,0.012546923403997,,5926680.0,5926680.0,458852.4,,,74361.6,,True,False,82.1276948437658,891800.0,891800.0,,False,,False,False,False,,,74361.6,12546.9234039968,,
HLMA.L,False,True,False,False,False,False,False,True,True,False,False,False,True,False,,,,43575.0,45.06578,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,15.1991294617777,8.4954473065516,,,True,True,False,True,False,False,False,True,False,False,75.7052039076255,,,172990.8,,117633.744,,,,,True,False,42.3148952212264,96692.0,96692.0,,True,,False,False,False,,,84765.492,490000.0,,
III.L,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,0.245524118720099,0.261598923141471,,,True,False,False,True,False,False,True,True,True,False,0.88327639427287,0.436044552058111,,5203.8,5203.8,2424.24,,,2269.08864,,True,False,0.941105724287237,5544.5,5544.5,,True,True,True,False,False,,,2269.08864,436044.552058111,,
HIK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA.L,True,True,False,False,True,True,False,False,True,True,False,False,True,False,,,,10610.013,0.05,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,2130.45330351402,1584.55453215804,,,True,True,False,True,True,True,True,True,True,False,925.653658078504,,0.296188078262655,28530589.2444,20080168.8444,,,,,8450420.4,True,False,688.467893991232,21220026.0,,,True,True,True,False,False,,,8450420.4,296188.078262655,,
MNG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKGH.L,False,True,False,False,False,False,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,14.0120579090872,25.7951885107552,,,True,True,False,True,True,True,True,True,True,False,32.1705239856374,0.881403381203418,,99018.0,98881.2,75240.0,,,87274.8,136.8,True,False,59.2236155519392,182285.0,182285.0,,True,True,True,False,False,,,87411.6,882784.948191238,,
NG.L,True,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,99.3065270866838,13048.2121128006,,,True,False,False,True,True,False,False,True,True,False,382.074832332098,0.026807760141093,,10206000.0,10206000.0,3207600.0,,,273600.0,,True,False,50202.0723258224,1341000000.0,,,True,True,True,False,False,,,,,,
RKT.L,True,True,True,False,False,True,True,True,True,True,True,False,True,True,,16,,1299328.02,17.0,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,85.5550027975316,145.929306857466,,,True,True,True,True,True,True,True,True,True,True,252.779324256056,,,4480977.6,,,,,,,True,True,431.160193681265,7643106.0,7643106.0,431762,True,True,True,False,False,,,2110960.0,471093.629211626,,
WEIR.L,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,229.841210833934,,,,True,True,False,True,False,False,True,True,True,False,621.030586187603,,,1946779.4556,,,,,,,True,False,,,,,True,True,True,False,False,,,,,,
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRON.L,False,True,False,True,False,False,False,True,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,149.037024250542,58.9836693457934,,,True,True,True,True,True,True,True,True,True,True,376.898502328332,0.285621510716613,,1635292.8,1635292.8,1094533.2,,,467074.8,,True,True,149.163315290618,647192.0,647192.0,,True,,False,False,False,,,467074.8,285621.510716613,,
HSX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPG.L,True,True,False,False,False,False,False,False,True,False,True,True,False,True,,,,,,95,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,51.8032126290066,,,,True,True,True,True,False,False,False,True,True,False,74.3940337698205,,,3124698.2064,3124698.2064,,,,,,True,False,,,,,True,True,True,True,False,,,,,,
AUTOA.L,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,1.41371274301798,,,,True,False,False,True,True,False,True,True,False,False,16.1939602655654,,,9990.0,9990.0,,,,,,True,True,,,,,True,,False,False,False,,,,,,
AV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGE.L,True,True,True,False,False,True,True,True,True,True,True,False,True,False,,22,,5159000.0,33.43703,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,133.178931938773,165.005841233705,,,True,True,True,True,True,True,True,True,True,False,614.386501554097,0.503,,12453000.0,12453000.0,2154369.0,,,6263859.0,,True,False,761.21170260003,15429000.0,15429000.0,,True,True,False,False,False,,,6263859.0,503000.0,,
GAW.L,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,17.358330654761,,,,True,False,True,True,False,False,True,False,True,False,110.20036860978,,,73800.0,73800.0,,,,,,True,False,,,,,True,True,False,False,False,,,,,,
INF.L,True,False,False,False,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,False,True,True,False,False,True,True,True,False,12.9745608278326,,,57675.6,,,,,,,True,True,8.2957590323808,36877.0,,,True,True,True,False,False,,,27511.2,476998.938892703,,
UU.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLN.L,True,False,False,False,False,True,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,46.6468582617162,,,,True,True,True,True,True,True,False,False,False,False,184.180483268554,0.499304589707928,,2588400.0,2588400.0,1170000.0,,,1292400.0,,True,False,,,,,False,,False,False,False,,,1292400.0,499304.589707928,,
WTB.L,True,True,True,False,False,False,False,True,True,True,True,False,True,False,,,,,,,,,,,,,,,14195.1852,,,,,False,False,,,,,,,,,,,,,199.585180946303,408.336277466383,,,True,True,False,True,True,True,True,True,True,False,688.369389228372,0.535480752209809,,2571942.0,2454592.1148,1496870.244,14195.1852,,1377225.4368,14195.1852,True,True,1408.35202586983,5262000.0,5262000.0,,True,True,True,False,False,,,1391420.622,541000.0,,
PRU.L,True,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,True,False,True,False,False,True,True,True,False,10.9924487484197,,,130425.4044,130425.4044,,,,,,True,False,8.25132743362832,97902.0,97902.0,,True,True,False,False,False,,,,,,
MKS.L,True,True,False,False,False,False,False,False,True,True,True,False,True,True,,,,,,98,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,625.069580848446,,,,True,True,True,True,False,False,True,True,True,True,360.00385838211,0.407590062677412,,5297410.8,5278032.0,2289513.6,19378.8,,2159172.0,18075.6,True,False,,,,,True,,False,False,False,,,2177247.6,411002.22017896,,
IMB.L,True,True,True,False,False,True,False,True,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,57.0792512304216,24.0754792275468,,,True,True,True,True,True,True,True,True,True,False,49.4305711282496,0.42,,2142000.0,2142000.0,872650.8,,,899640.0,,True,False,20.8493395191855,903475.0,903475.0,,True,True,True,False,False,,,899640.0,420000.0,,
EXPN.L,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,7.24459384479215,1.17007190200973,,,True,True,False,True,False,False,True,True,False,False,37.5283275419248,0.62,,248400.0,248400.0,248400.0,,,154008.0,,True,True,6.06118749055749,40119.0,,,True,,False,False,False,,,154008.0,620000.0,,
GSK.L,True,True,True,False,False,True,True,True,True,False,True,True,True,True,,5,,300000.0,4.28571,93,,,,,,,,,36000.0,,,,,True,True,,,,,,,,,,,,,102.682448413034,77.4778099956063,,,True,True,True,True,True,True,True,True,True,True,236.334605863006,0.3360496701591,,9277200.0,9241200.0,3416400.0,36000.0,,3117600.0,36000.0,True,False,178.323442530186,7000000.0,7000000.0,300000,True,True,True,False,False,,,3153600.0,339930.151338766,,
LAND.L,True,True,False,False,False,False,False,False,False,False,False,False,False,False,784.541,,,213885.5,50.0,,,,,,,,,,,,,,696102.7644,True,True,,,,,,,,,,,,,0.215311748094228,42.2089990664098,,,True,True,False,True,True,False,True,True,True,False,2.23680846398657,,,2182.0968,694846.1808,476787.0024,3438.6804,,0.0,3438.6804,True,True,438.496492661554,427771.0,427771.0,,True,True,True,False,False,,,3438.6804,1575860.61259977,,
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP.L,True,False,False,False,False,True,False,True,True,False,False,False,False,False,,6,37.5,8998000.0,11.0,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,2746.95486320543,480.603354350189,,,True,True,False,True,True,True,True,False,True,False,2471.33335095277,,,467539200.0,,,,,,,True,True,432.381002722203,81800000.0,81800000.0,4600000,True,,True,True,True,3,,,,,
JD.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF.L,True,True,True,False,False,True,False,True,True,False,False,False,False,True,,,,,,100,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,2831.05578446484,33436.5298557635,,,True,True,True,True,True,True,True,True,True,True,2828.76964101605,,,74509200.0,,,,,,,True,False,33409.5290795516,880000000.0,880000000.0,211200000,True,True,True,False,False,,,42163200.0,565879.112914915,,
AAL.L,True,True,False,False,False,True,True,True,False,False,False,False,False,False,,,83.0,71420000.0,45.85613,,,,,,,,,,,,,,,True,True,,,,,,,,,,,1,,1324.32058180953,2376.27052967363,,,True,True,False,True,True,True,False,False,True,False,3180.65225357274,,,86800000.0,86800000.0,,,,,,True,False,5707.1454745328,155748000.0,155748000.0,,True,True,True,True,True,1,,,,,
ADML.L,True,True,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,3.23678406690206,,,,True,True,False,True,False,False,True,True,True,False,6.66789422701834,,,38475.072,38475.072,30574.1376,,,,,True,True,,,,,True,,False,False,False,,,,,,
RTO.L,False,False,False,False,False,False,False,False,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,True,True,True,False,,True,True,True,True,,,,,,,,,,,,,,,,,True,True,True,,False,,,,,,
RMV.L,False,True,False,False,False,False,False,True,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,0.521886949929828,0.219084599801749,,,True,True,False,True,True,True,True,True,True,False,6.73935701696055,,,3287.3328,3287.3328,,,,,,True,False,2.82913633916394,1380.0,1380.0,,True,,True,False,False,,,,,,
SBRY.L,False,False,True,False,False,False,False,False,True,False,True,False,False,True,,,,,,100,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,654.430165811067,165.273177685011,,,True,True,True,True,True,True,True,True,True,False,277.354792399157,0.461966043657763,,10515952.44,10425461.436,4347179.82,90490.968,,4858012.944,90490.968,True,False,70.0446132845423,2655753.0,2655753.0,,True,True,False,False,False,,,4948503.912,470571.157508963,,
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHG.L,True,False,False,False,False,False,False,True,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,2310.25614149256,2321.16316403313,,,True,True,True,True,True,True,True,True,True,False,10993.7345521024,,,54122155.2,,,,,,,False,True,11045.6374162096,54377673.0,,,True,True,True,False,False,,,,,,
BT.L,False,False,False,False,False,True,False,False,True,True,True,False,True,False,,,,,,,,,,,,,,,,,36,,,True,True,,,,,,,,,,,,,248.749054108564,32.3796722362879,,,True,True,True,True,False,False,True,True,True,False,461.667417066482,0.758005506271031,,11768400.0,11768364.0,504.0,36.0,,8920512.0,36.0,True,True,60.0952622728854,1531893.0,,,True,True,True,False,False,,,8920548.0,758008.565310493,,
MNDI.L,True,True,False,False,False,False,True,True,True,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,11275.3517718357,24196.7959617626,,,True,True,False,True,True,True,True,True,True,False,13480.4507675183,,,103500000.0,,5328000.0,,,,,True,False,28928.917101193,222110000.0,222110000.0,,True,True,True,False,False,,,81468000.0,787130.434782609,,
BATS.L,True,False,True,False,False,True,False,True,True,True,True,False,True,False,,23,,1060000.0,38.82784,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,56.9009243385002,21.6181701519853,,,True,True,True,True,True,True,True,True,True,False,222.036795349632,,,7185600.0,,,,,,,True,False,84.3576669038765,2730000.0,2730000.0,1030000,True,True,True,False,False,,,3240000.0,450901.803607214,,
PSON.L,True,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,777.6,,True,True,,,,,,,,,,,,,14.8416688719161,10.1233192962144,,,True,True,True,True,False,False,True,True,True,False,41.9031252497802,0.710996404129451,,186213.6,185436.0,132397.2,777.6,,132397.2,777.6,True,True,28.5816049444057,127014.0,127014.0,,True,True,True,False,False,,,133174.8,715172.253798863,,
PCT.L,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
SPX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSN.L,False,True,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,69.258243346511,,,,True,False,False,True,False,False,True,True,True,False,83.2449186210183,,,333345.6,333345.6,48448.8,,,,,True,False,,,,,True,,False,False,False,,,,,,
